,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"16,178","36,139","34,611","30,590","33,844","16,501","28,474","92,190","82,254","34,363"
Cash & Cash Equivalents,"16,178","36,139","34,611","30,590","33,844","16,501","28,474","92,190","82,254","34,363"
Cash Growth,75.77%,123.38%,-4.23%,-11.62%,10.64%,-51.24%,72.56%,223.77%,-10.78%,-58.22%
Goodwill and Intangibles,"11,290","9,596","9,103","9,103","9,173","9,218","9,233","9,233","10,916","10,987"
Total Assets,"320,192","345,072","358,493","366,380","380,768","382,315","410,295","466,679","557,191","557,263"
Total Liabilities,"276,155","298,998","312,513","319,526","333,183","334,545","360,952","412,638","501,465","511,451"
Total Debt,"46,347","57,027","54,793","53,007","59,385","57,704","60,263","37,195","30,784","58,713"
Debt Growth,12.61%,23.04%,-3.92%,-3.26%,12.03%,-2.83%,4.43%,-38.28%,-17.24%,90.73%
Common Stock,"18,647","17,848","15,537","14,294","12,180","9,534","6,300","4,392","5,058","2,374"
Retained Earnings,"23,251","26,200","29,043","31,670","35,481","38,919","42,215","46,848","50,228","53,572"
Comprehensive Income,436,503,130,-265,-148,-725,799,"2,770",409,"-10,172"
Shareholders' Equity,"42,334","44,551","44,710","45,699","47,513","47,728","49,314","54,010","55,695","45,774"
Net Cash / Debt,"-30,169","-20,888","-20,182","-22,417","-25,541","-41,203","-31,789","54,995","51,470","-24,350"
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-6.41%,-
Net Cash Per Share,-56.71,-38.90,-38.74,-44.83,-52.55,-87.67,-70.96,128.79,120.82,-59.10
Book Value Per Share,80.18,84.22,86.98,92.51,98.78,102.20,110.32,126.49,130.74,111.10
