,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"16,012","15,375","15,225","15,162","16,329","16,190","16,839","16,901","19,211","21,120"
Revenue Growth (YoY),3.22%,-3.98%,-0.98%,-0.41%,7.70%,-0.85%,4.01%,0.37%,13.67%,9.94%
Gross Profit,"16,012","15,375","15,225","15,162","16,329","16,190","16,839","16,901","19,211","21,120"
"Selling, General & Admin","6,585","6,556","6,847","6,955","7,445","7,677","7,992","7,911","9,811","9,986"
Other Operating Expenses,"3,096","2,932","2,616","2,521","2,953","2,619","2,582","2,386","3,191","3,184"
Operating Expenses,"9,681","9,488","9,463","9,476","10,398","10,296","10,574","10,297","13,002","13,170"
Operating Income,"6,331","5,887","5,762","5,686","5,931","5,894","6,265","6,604","6,209","7,950"
Other Expense / Income,654,296,292,515,491,-335,-5,"-1,339",-728,549
Pretax Income,"5,677","5,591","5,470","5,171","5,440","6,229","6,270","7,943","6,937","7,401"
Income Tax,"1,476","1,407","1,364","1,268",102,928,901,426,"1,263","1,360"
Net Income,"4,201","4,184","4,106","3,903","5,338","5,301","5,369","7,517","5,674","6,041"
Preferred Dividends,249,237,225,215,262,240,240,233,238,306
Net Income Common,"3,952","3,947","3,881","3,688","5,076","5,061","5,129","7,284","5,436","5,735"
Net Income Growth,40.14%,-0.13%,-1.67%,-4.97%,37.64%,-0.30%,1.34%,42.02%,-25.37%,5.50%
Shares Outstanding (Basic),528,529,514,494,481,467,447,427,426,412
Shares Outstanding (Diluted),532,537,521,500,486,470,448,427,426,412
Shares Change,0.57%,0.94%,-2.98%,-4.03%,-2.80%,-3.29%,-4.68%,-4.69%,-0.23%,-3.29%
EPS (Basic),7.45,7.44,7.52,7.42,10.49,10.79,11.43,16.99,12.71,13.86
EPS (Diluted),7.36,7.30,7.39,7.30,10.36,10.71,11.39,16.96,12.70,13.85
EPS Growth,39.39%,-0.82%,1.23%,-1.22%,41.92%,3.38%,6.35%,48.90%,-25.12%,9.06%
Free Cash Flow,"5,555","5,585","5,525","3,500","5,579","7,840","7,363","4,659","7,214","9,083"
Free Cash Flow Per Share,10.52,10.56,10.75,7.08,11.60,16.79,16.47,10.91,16.93,22.05
Dividend Per Share,1.720,1.880,2.010,2.120,2.600,3.400,4.200,4.600,4.800,5.750
Dividend Growth,10.97%,9.30%,6.91%,5.47%,22.64%,30.77%,23.53%,9.52%,4.35%,19.79%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,39.54%,38.29%,37.85%,37.50%,36.32%,36.41%,37.21%,39.07%,32.32%,37.64%
Profit Margin,24.68%,25.67%,25.49%,24.32%,31.09%,31.26%,30.46%,43.10%,28.30%,27.15%
Free Cash Flow Margin,34.69%,36.33%,36.29%,23.08%,34.17%,48.42%,43.73%,27.57%,37.55%,43.01%
Effective Tax Rate,26.00%,25.17%,24.94%,24.52%,1.88%,14.90%,14.37%,5.36%,18.21%,18.38%
EBITDA,"6,823","6,579","6,558","6,364","6,557","7,358","7,585","9,440","8,710","8,052"
EBITDA Margin,42.61%,42.79%,43.07%,41.97%,40.16%,45.45%,45.04%,55.85%,45.34%,38.13%
Depreciation & Amortization,"1,146",988,"1,088","1,193","1,117","1,129","1,315","1,497","1,773",651
EBIT,"5,677","5,591","5,470","5,171","5,440","6,229","6,270","7,943","6,937","7,401"
EBIT Margin,35.45%,36.36%,35.93%,34.10%,33.31%,38.47%,37.23%,47.00%,36.11%,35.04%
