,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"35,801","46,887","44,614","35,780","39,654","37,139","56,116","90,725","104,291","77,567","69,069"
Market Cap Growth,-10.04%,30.96%,-4.85%,-19.80%,10.83%,-6.34%,51.10%,61.67%,14.95%,-25.62%,-
Enterprise Value,"47,703","57,402","53,328","46,017","50,333","48,862","67,313","97,112","114,593","94,115","86,185"
PE Ratio,18.16,-28.66,13.27,13.09,13.61,12.65,17.10,20.77,15.02,27.90,19.08
PS Ratio,0.50,0.65,0.61,0.51,0.55,0.49,0.72,0.97,0.98,0.71,0.65
PB Ratio,2.21,3.35,3.44,3.27,3.40,3.29,4.74,6.28,8.13,6.91,5.52
P/FCF Ratio,7.61,16.90,9.81,9.07,8.95,14.61,13.51,11.46,20.42,-51.64,18.83
P/OCF Ratio,5.49,10.50,7.49,6.57,5.72,6.22,7.88,8.62,12.09,19.30,7.85
EV/Sales Ratio,0.67,0.79,0.72,0.65,0.69,0.65,0.86,1.04,1.08,0.86,0.81
EV/EBITDA Ratio,7.40,22.26,6.85,6.27,7.44,7.38,9.24,10.78,9.57,14.27,10.98
EV/EBIT Ratio,10.73,127.56,9.57,9.17,11.74,11.79,14.39,14.89,12.28,24.16,16.97
EV/FCF Ratio,10.14,20.69,11.73,11.67,11.35,19.22,16.21,12.26,22.43,-62.66,23.49
Debt / Equity Ratio,0.77,0.91,0.98,1.16,1.14,1.18,1.16,1.03,1.26,1.67,1.52
Debt / EBITDA Ratio,1.95,4.93,1.64,1.74,1.97,2.01,1.89,1.65,1.35,2.85,2.42
Debt / FCF Ratio,2.67,4.59,2.81,3.23,3.01,5.22,3.32,1.88,3.17,-12.50,5.19
Quick Ratio,0.05,0.19,0.32,0.20,0.20,0.10,0.18,0.42,0.27,0.11,0.09
Current Ratio,0.91,1.16,1.12,0.94,0.96,0.83,0.89,1.03,0.99,0.92,0.87
Asset Turnover,1.59,1.65,1.82,1.83,1.82,1.84,1.85,1.92,2.02,2.06,1.99
Interest Coverage,4.24,0.51,9.18,5.07,6.57,8.99,9.81,6.68,22.16,8.15,9.69
Return on Equity (ROE),12.10%,-10.30%,24.80%,23.70%,26.00%,26.30%,28.30%,33.90%,49.20%,25.50%,30.70%
Return on Assets (ROA),4.40%,-3.70%,8.30%,7.10%,7.30%,7.20%,7.80%,9.00%,13.20%,5.20%,6.80%
Return on Capital (ROIC),9.62%,16.97%,12.93%,13.93%,13.56%,13.34%,14.20%,17.55%,24.02%,10.43%,12.65%
Earnings Yield,5.51%,-3.49%,7.54%,7.64%,7.35%,7.91%,5.85%,4.81%,6.66%,3.58%,5.26%
FCF Yield,13.14%,5.92%,10.19%,11.02%,11.18%,6.84%,7.40%,8.73%,4.90%,-1.94%,5.31%
Dividend Yield,2.80%,2.60%,3.00%,3.60%,3.30%,3.50%,2.30%,1.50%,1.50%,3.00%,2.94%
Payout Ratio,51.00%,-73.60%,40.40%,49.00%,45.90%,45.40%,40.50%,30.70%,22.20%,83.70%,56.12%
Buyback Yield / Dilution,3.24%,0.26%,1.12%,7.96%,5.53%,3.11%,3.30%,1.98%,2.51%,5.68%,-0.02%
Total Shareholder Return,6.04%,2.86%,4.12%,11.56%,8.83%,6.61%,5.60%,3.48%,4.01%,8.68%,2.92%
