,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-04-04,2015-07-04,2015-10-03,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-29,2018-12-31,2019-03-30,2019-06-29,2019-09-28,2019-12-31,2020-03-28,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-31
Cash & Equivalents,395.38,428.69,356.97,422.18,440.8,365.88,459.52,487.67,416.39,463.38,430.21,505.63,584.44,567.26,603.81,642.32,716.52,742.2,689.37,796.28,684.97,588,404.65,335.72,390.06,339.04,374.93,436.7,683.78,460.06,524.7,501.23,480.07,418.9,443.64,480.53,486.07,329.69,336.41,395.97
Short-Term Investments,"1,458","1,489","1,589","1,633","1,668","1,843","1,851","1,912","2,089","2,136","2,283","2,307","2,382","2,559","2,651","2,751","1,835","1,506","1,395",938.94,482.29,87.78,0,1.43,3.81,16.72,22.14,6.45,125.99,203.57,130.49,68.05,23.03,0.9,0.88,0.86,0.89,0.89,0.9,0
Cash & Cash Equivalents,"1,853","1,918","1,946","2,055","2,109","2,209","2,311","2,399","2,505","2,600","2,713","2,813","2,966","3,126","3,255","3,394","2,552","2,248","2,084","1,735","1,167",675.77,404.65,337.14,393.87,355.76,397.07,443.15,809.77,663.62,655.19,569.29,503.1,419.79,444.51,481.39,486.96,330.58,337.31,395.97
Cash Growth,16.56%,16.24%,14.55%,13.96%,13.81%,15.19%,18.72%,16.73%,18.78%,17.70%,17.41%,17.25%,18.41%,20.24%,19.98%,20.64%,-13.98%,-28.07%,-35.97%,-48.87%,-54.26%,-69.95%,-80.59%,-80.57%,-66.26%,-47.36%,-1.87%,31.44%,105.59%,86.54%,65.01%,28.46%,-37.87%,-36.74%,-32.16%,-15.44%,-3.21%,-21.25%,-24.12%,-17.74%
Receivables,401.41,401.92,393.17,433.62,394.37,406.58,416.31,468.32,439.58,445.95,441.77,489.34,461.76,462.81,456.33,533.83,502.97,492.83,489.19,568.32,508.29,518.52,504.87,587.73,522.21,496.28,494.43,573.32,550.68,543.07,532.96,612.65,607.26,639.45,600.92,722.89,683.34,693.44,631.28,702.17
Inventory,266.63,272.76,269.1,246.43,257.53,272.93,281.79,263.42,287.05,286.45,303.18,262.68,279.98,287.14,297.85,270.29,299.61,299.6,313.61,291.57,333.31,351.55,368.79,320.55,344.01,344.01,326.95,304.28,327.97,348.77,388.76,356.1,381.9,409.92,442.24,455.71,499.42,536.83,544.4,516.24
Other Current Assets,86.48,88.36,90.79,109.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.34,0,0
Total Current Assets,"2,608","2,681","2,699","2,845","2,761","2,888","3,009","3,131","3,232","3,332","3,458","3,565","3,708","3,876","4,009","4,198","3,354","3,041","2,887","2,595","2,009","1,546","1,278","1,245","1,260","1,196","1,218","1,321","1,688","1,555","1,577","1,538","1,492","1,469","1,488","1,660","1,670","1,681","1,513","1,614"
"Property, Plant & Equipment",329.88,328.6,322.92,321.58,316.81,324.9,325.55,333.36,336.8,330.24,329.72,337.12,334.38,338.86,342.83,349.28,349.32,335.71,338.47,343.08,355.97,368.88,381.5,417.34,439.42,459.17,469.72,494,513.72,527.14,530.06,547.91,547.2,545.81,547.39,582.22,590.21,707.62,616.85,639.07
Goodwill,353.47,354.08,358.46,354.84,350.02,353.34,352.15,356.86,356.88,352.99,356.45,352.08,353.8,357.12,359.38,359.82,362.33,357.51,357.87,355.61,356.63,355.89,353.94,356.13,423.79,427.49,431.08,444.36,438.14,439.83,436.75,437.87,435.81,428.01,420.26,430.33,431.64,"1,314","1,308","1,305"
Intangible Assets,238.26,237.06,241.65,232.37,213.11,223.16,222.81,218.02,223.36,217.39,221.62,207.06,211.05,219.09,224.06,228.4,231.73,218.18,252.83,246.9,243.42,244.09,237.61,240.2,243.39,248.99,255.17,258.65,240.85,246.84,246.08,242.4,236.41,225.1,213.43,227.4,232.72,649.73,631.21,629.19
Other Long-Term Assets,120.42,127.18,129.22,125.3,231.84,239.04,211.9,221.92,219.56,215.27,211.03,200.75,203.28,205.78,227.58,204.17,191.62,205.44,206.82,186.72,284.86,308.22,309.92,297.95,299.83,316.6,304.87,322.17,330.44,334.39,326.12,328.73,329.6,372.48,401.31,381.52,382.54,196.16,428.1,0
Total Long-Term Assets,"1,042","1,047","1,052","1,034","1,112","1,140","1,112","1,130","1,137","1,116","1,119","1,097","1,103","1,121","1,154","1,142","1,135","1,117","1,156","1,132","1,241","1,277","1,283","1,312","1,406","1,452","1,461","1,519","1,523","1,548","1,539","1,557","1,549","1,571","1,582","1,621","1,637","2,867","2,984","2,574"
Total Assets,"3,650","3,728","3,752","3,879","3,873","4,029","4,121","4,261","4,368","4,448","4,577","4,662","4,811","4,997","5,163","5,339","4,489","4,158","4,043","3,727","3,250","2,823","2,561","2,557","2,667","2,648","2,679","2,840","3,212","3,104","3,116","3,095","3,041","3,041","3,070","3,281","3,307","4,548","4,497","4,627"
Accounts Payable,352.34,361.19,349.47,357.29,63.95,65.01,61.71,70.57,73.29,66.12,67.77,67.74,66.93,71.06,66.75,64.54,70.65,71.19,65.81,68.17,72.37,67.4,64.81,49,61.06,50.33,60.36,72.21,81.51,83.25,88.9,96.8,93.24,97.98,96.57,93.3,93.56,81.92,79.83,0
Deferred Revenue,161.88,164.18,147.33,129.71,167.34,170.66,157.99,141.51,190.6,190.9,174.72,148.84,201.98,208.61,185.52,166.84,214.98,203.72,186.49,164.97,222.26,220.71,197.4,176.36,218.21,213.4,211.35,198.24,280.85,284.77,262.76,227.56,315.09,282.34,248.88,227.91,306.87,324.67,275.94,0
