,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,340.79,406.34,848.24,615.54,376.44,450.43,851.86,645.78,415.08,515.25,918.89,691.43,445.24,546.44,988.16,743.4,510.18,585.9,"1,058",811.31,543.08,597.46,"1,121",898.5,582.23,677.29,"1,281","1,139",839.26,"1,061","1,788","1,411","1,036","1,413","2,056","1,615","1,096","1,207","1,857","1,474"
Revenue Growth (YoY),11.07%,9.72%,7.32%,6.47%,10.46%,10.85%,0.43%,4.91%,10.26%,14.39%,7.87%,7.07%,7.27%,6.05%,7.54%,7.52%,14.59%,7.22%,7.05%,9.14%,6.45%,1.97%,6.01%,10.75%,7.21%,13.36%,14.23%,26.79%,44.14%,56.62%,39.58%,23.90%,23.39%,33.18%,14.99%,14.45%,5.83%,-14.57%,-9.65%,-8.72%
Cost of Revenue,245,292.24,601.26,439.29,270.42,325.63,603.6,461.49,296.78,372.23,648.15,491.88,317.46,392.82,698.5,526.8,364.79,419.83,749.15,576.31,382.64,422.83,791.01,640.57,420.18,487.66,907.37,810.53,600.17,759.61,"1,236",969.55,713.18,965.46,"1,389","1,112",780.19,837.02,"1,290","1,046"
Gross Profit,95.79,114.1,246.98,176.24,106.02,124.8,248.26,184.29,118.3,143.02,270.74,199.55,127.78,153.62,289.66,216.61,145.4,166.07,308.66,235,160.44,174.63,330.31,257.93,162.05,189.63,373.48,328.7,239.1,301.13,551.69,441.9,322.38,447.19,666.8,503.69,315.73,369.76,567.78,428.73
"Selling, General & Admin",102.61,105.45,124.48,117.79,106.75,109.2,119.13,118.78,112.32,113.49,128.32,125.39,118.03,122.62,135.48,134.68,128.14,132.53,146.61,142.67,134.47,136.25,157.79,153.39,136.25,147.1,167.62,180.47,164.75,172.1,213.1,204.62,196.99,211.47,247.92,239.81,207.83,223.98,240.77,234.29
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,0,0,0,0,-2.5,0,0,0,0.61,0,0,0
Operating Expenses,102.61,105.45,124.48,117.79,106.75,109.2,119.13,118.78,112.32,113.49,128.32,125.39,118.03,122.62,135.48,134.68,128.14,132.53,146.61,142.67,134.47,136.25,157.79,153.39,136.25,154.04,167.62,180.47,164.75,172.1,213.1,204.62,194.49,211.47,247.92,239.81,208.44,223.98,240.77,234.29
Operating Income,-6.81,8.65,122.5,58.46,-0.73,15.6,129.13,65.51,5.98,29.53,142.42,74.17,9.74,31,154.19,81.93,17.26,33.54,162.04,92.34,25.97,38.39,172.52,104.54,25.8,35.59,205.86,148.23,74.35,129.03,338.59,237.28,127.89,235.72,418.89,263.88,107.29,145.77,327.01,194.44
Interest Expense / Income,-5.24,1.93,1.89,1.86,-5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Expense / Income,6.62,-0.08,-0.05,0.05,7.71,1.89,1.72,2.36,1.85,2.93,3.78,2.83,4.44,3.6,3.63,3.97,3.56,3.48,5.93,4.87,6.37,6.55,6.36,5.42,5.18,4.7,2.57,1.78,3.01,2.51,1.91,2.23,1.71,5.14,8.45,11.62,15.36,15.8,16.77,13.52
Pretax Income,-8.19,6.79,120.66,56.55,-2.75,13.71,127.42,63.15,4.13,26.6,138.64,71.34,5.3,27.4,150.56,77.96,13.7,30.06,156.11,87.47,19.6,31.84,166.17,99.12,20.62,30.89,203.29,146.46,71.34,126.52,336.68,235.05,126.18,230.58,410.44,252.26,91.94,129.97,310.24,180.92
Income Tax,-3.22,2.6,46.8,21.71,-0.55,5.29,49.49,23.7,1.65,10.23,53.21,26.81,2.69,5.12,55.65,29.18,-11.97,-1.28,39.06,18.21,2.79,-0.8,34.78,19.59,2.59,-0.03,45.73,27.36,12.16,27.87,76.99,50.39,18.57,51.32,103.16,62.21,20.08,28.27,77.99,43.08
Net Income,-4.98,4.19,73.86,34.84,-2.2,8.42,77.92,39.45,2.49,16.37,85.44,44.53,2.62,22.28,94.9,48.78,25.67,31.34,117.05,69.26,16.81,32.64,131.39,79.53,18.02,30.91,157.56,119.1,59.17,98.66,259.7,184.67,107.61,179.26,307.28,190.06,71.86,101.7,232.25,137.84
Net Income Growth,-,21.74%,11.02%,7.74%,-,101.03%,5.50%,13.24%,-,94.45%,9.64%,12.90%,5.19%,36.10%,11.08%,9.54%,881.45%,40.65%,23.34%,41.98%,-34.49%,4.14%,12.25%,14.82%,7.21%,-5.29%,19.91%,49.76%,228.30%,219.15%,64.83%,55.05%,81.85%,81.70%,18.32%,2.92%,-33.22%,-43.27%,-24.42%,-27.47%
Shares Outstanding (Basic),46,45,45,44,43,44,43,43,43,42,42,42,41,41,41,41,40,40,40,40,40,39,40,40,40,40,40,40,40,40,40,40,39,40,40,39,39,39,39,39
Shares Outstanding (Diluted),47,46,46,45,45,45,44,44,44,43,43,43,42,43,43,42,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,40,40,40,40,39,39,39,39
Shares Change,-1.38%,-2.53%,-3.99%,-5.74%,-5.08%,-3.49%,-3.29%,-2.06%,-1.75%,-3.22%,-2.94%,-1.87%,-3.34%,-1.02%,-0.39%,-2.12%,-1.44%,-2.37%,-2.72%,-0.97%,-1.06%,-2.79%,-2.31%,-2.23%,-0.61%,0.64%,-0.33%,-0.06%,-0.28%,-0.27%,0.07%,-0.36%,-3.16%,-1.11%,-1.67%,-2.73%,-1.10%,-2.98%,-2.37%,-1.41%
EPS (Basic),-0.10,0.09,1.65,0.80,-0.03,0.19,1.80,0.92,0.07,0.39,2.03,1.06,0.08,0.54,2.30,1.20,0.65,0.78,2.89,1.71,0.43,0.83,3.30,1.99,0.44,0.77,3.94,2.97,1.46,2.45,6.47,4.60,2.68,4.46,7.71,4.82,1.90,2.60,5.95,3.54
EPS (Diluted),-0.09,0.09,1.61,0.78,-0.03,0.19,1.75,0.90,0.07,0.38,1.98,1.03,0.08,0.52,2.21,1.16,0.62,0.75,2.80,1.66,0.42,0.80,3.22,1.95,0.43,0.75,3.87,2.92,1.44,2.42,6.37,4.54,2.65,4.41,7.63,4.78,1.88,2.58,5.91,3.51
EPS Growth,-,28.57%,15.83%,14.71%,-,111.11%,8.70%,15.38%,-,100.00%,13.14%,14.44%,14.29%,36.84%,11.62%,12.62%,675.00%,44.23%,26.70%,43.10%,-32.26%,6.67%,15.00%,17.47%,2.38%,-6.25%,20.19%,49.74%,234.88%,222.67%,64.60%,55.48%,84.03%,82.23%,19.78%,5.29%,-29.06%,-41.50%,-22.54%,-26.57%
Free Cash Flow,46.91,-43.22,-19.59,85.34,81.95,-66.45,-6.4,129.53,60.27,-53.16,13.62,152.32,18.24,-51.55,-24.3,150.15,61.61,-58.79,-2.64,84.71,63.79,22.07,56.18,138.08,49.09,11.39,196.78,163.85,3.86,68.27,101.62,164.95,-59.01,-217.27,226.2,270.58,161.73,87.63,258.95,360.47
Free Cash Flow Per Share,1.03,-0.96,-0.44,1.95,1.89,-1.52,-0.15,3.02,1.41,-1.26,0.32,3.63,0.44,-1.25,-0.59,3.69,1.53,-1.46,-0.07,2.10,1.59,0.56,1.41,3.46,1.23,0.28,4.92,4.08,0.10,1.70,2.53,4.11,-1.51,-5.44,5.70,6.90,4.16,2.25,6.67,9.31
Dividend Per Share,0.190,0.190,0.220,0.220,0.220,0.220,0.260,0.260,0.260,0.260,0.310,0.310,0.310,0.310,0.370,0.370,0.370,0.370,0.450,0.450,0.450,0.450,0.550,0.550,0.550,0.550,0.580,0.580,0.580,0.580,0.800,0.800,0.800,0.800,1.000,1.000,1.000,1.000,1.100,1.100
Dividend Growth,18.75%,18.75%,15.79%,15.79%,15.79%,15.79%,18.18%,18.18%,18.18%,18.18%,19.23%,19.23%,19.23%,19.23%,19.35%,19.35%,19.35%,19.35%,21.62%,21.62%,21.62%,21.62%,22.22%,22.22%,22.22%,22.22%,5.45%,5.45%,5.45%,5.45%,37.93%,37.93%,37.93%,37.93%,25.00%,25.00%,25.00%,25.00%,10.00%,10.00%
Gross Margin,28.11%,28.08%,29.12%,28.63%,28.16%,27.71%,29.14%,28.54%,28.50%,27.76%,29.46%,28.86%,28.70%,28.11%,29.31%,29.14%,28.50%,28.34%,29.18%,28.97%,29.54%,29.23%,29.46%,28.71%,27.83%,28.00%,29.16%,28.85%,28.49%,28.39%,30.86%,31.31%,31.13%,31.66%,32.43%,31.18%,28.81%,30.64%,30.57%,29.08%
Operating Margin,-2.00%,2.13%,14.44%,9.50%,-0.19%,3.46%,15.16%,10.14%,1.44%,5.73%,15.50%,10.73%,2.19%,5.67%,15.60%,11.02%,3.38%,5.72%,15.32%,11.38%,4.78%,6.42%,15.39%,11.63%,4.43%,5.25%,16.07%,13.01%,8.86%,12.16%,18.94%,16.81%,12.35%,16.69%,20.38%,16.34%,9.79%,12.08%,17.61%,13.19%
Profit Margin,-1.46%,1.03%,8.71%,5.66%,-0.58%,1.87%,9.15%,6.11%,0.60%,3.18%,9.30%,6.44%,0.59%,4.08%,9.60%,6.56%,5.03%,5.35%,11.07%,8.54%,3.10%,5.46%,11.72%,8.85%,3.10%,4.56%,12.30%,10.45%,7.05%,9.30%,14.53%,13.08%,10.39%,12.69%,14.95%,11.77%,6.56%,8.43%,12.50%,9.35%
Free Cash Flow Margin,13.76%,-10.64%,-2.31%,13.86%,21.77%,-14.75%,-0.75%,20.06%,14.52%,-10.32%,1.48%,22.03%,4.10%,-9.43%,-2.46%,20.20%,12.08%,-10.03%,-0.25%,10.44%,11.75%,3.69%,5.01%,15.37%,8.43%,1.68%,15.36%,14.38%,0.46%,6.44%,5.68%,11.69%,-5.70%,-15.38%,11.00%,16.75%,14.76%,7.26%,13.94%,24.45%
Effective Tax Rate,-,38.34%,38.78%,38.39%,-,38.60%,38.84%,37.54%,39.86%,38.45%,38.38%,37.58%,50.68%,18.68%,36.97%,37.43%,-87.39%,-4.25%,25.02%,20.81%,14.21%,-2.52%,20.93%,19.77%,12.57%,-0.08%,22.50%,18.68%,17.05%,22.03%,22.87%,21.44%,14.72%,22.26%,25.13%,24.66%,21.84%,21.75%,25.14%,23.81%
EBITDA,-9.47,12.49,126.51,62.52,-4.38,17.7,131.65,67.62,8.83,31.67,144.05,77.17,10.97,33.32,157,84.68,20.34,36.83,163.17,94.55,26.61,38.86,173.42,106.54,28.19,38.22,210.6,153.76,78.78,133.83,343.98,242.54,134.12,240.44,420.32,262.22,101.27,139.74,320,191.17
