,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,8.01,7.26,27.56,14.46,14.83,5.05,38.94,29.5,13.24,9.97,30.55,30.29,21.96,13.41,26.67,36.4,29.94,8.8,42.17,35.69,16.36,28.58,60.69,36.69,28.58,17.81,44.19,74.75,34.13,27.08,58.47,83.48,24.32,35.37,91.48,49.08,45.59,26.47,53.23,85.22
Cash & Cash Equivalents,8.01,7.26,27.56,14.46,14.83,5.05,38.94,29.5,13.24,9.97,30.55,30.29,21.96,13.41,26.67,36.4,29.94,8.8,42.17,35.69,16.36,28.58,60.69,36.69,28.58,17.81,44.19,74.75,34.13,27.08,58.47,83.48,24.32,35.37,91.48,49.08,45.59,26.47,53.23,85.22
Cash Growth,-35.76%,-43.63%,2.33%,-40.32%,85.24%,-30.44%,41.29%,104.11%,-10.74%,97.40%,-21.55%,2.67%,65.87%,34.56%,-12.72%,20.16%,36.36%,-34.35%,58.13%,-1.94%,-45.36%,224.67%,43.94%,2.80%,74.73%,-37.69%,-27.20%,103.71%,19.40%,52.06%,32.32%,11.67%,-28.74%,30.60%,56.47%,-41.21%,87.46%,-25.15%,-41.82%,73.64%
Receivables,125.29,211.11,306.5,207.17,140.65,238.73,318.5,219.77,156.76,283.76,351.01,233.41,166.15,290.02,370.29,262.8,196.27,314.6,404.42,287.77,207.8,313.13,417.13,307.8,226.54,345.92,453.41,366.41,289.2,487.6,585.57,476.15,376.57,679.93,756.59,549.8,351.45,564.17,630.95,461.58
Inventory,429.2,527.3,451.51,414.33,466.96,559.26,473.36,412.59,474.28,595.39,493.25,455.16,486.12,647.88,542.81,484.29,536.47,703.79,606.58,609.98,672.58,815.74,694.45,616.22,702.27,858.19,628.42,612.82,780.99,977.23,894.65,"1,043","1,339","1,641","1,579","1,540","1,591","1,687","1,393","1,259"
Other Current Assets,15.26,15.37,15.47,15.94,14.78,14.16,14.33,14.32,17.48,18.56,18.58,17.37,21.33,15.74,15.51,14.83,19.57,23.71,17.17,19.46,18.51,16.12,10.92,12.38,16.17,16.47,11.14,12.7,17.61,25.39,18.72,23.37,29.09,42.31,43.32,61.03,30.89,27.88,19.99,26.41
Total Current Assets,577.75,761.04,801.04,651.89,637.21,817.19,845.13,676.18,661.74,907.67,893.39,736.23,695.56,967.05,955.27,798.31,782.25,"1,051","1,070",952.91,915.24,"1,174","1,183",973.09,973.57,"1,238","1,137","1,067","1,122","1,517","1,557","1,626","1,769","2,399","2,470","2,199","2,019","2,305","2,097","1,833"
"Property, Plant & Equipment",52.33,55.21,57.28,57.26,56.48,62.51,65.15,66.3,69.85,78.21,85.39,84.64,83.29,97.14,106.79,103.88,100.94,109.31,113.05,109.94,106.96,284.98,287.21,288.69,288.94,288.64,294.38,289.32,314.12,318.87,332.73,332.35,420.67,440.79,443.05,440,463.32,475.43,489.01,507.41
Long-Term Investments,1.24,1.27,1.26,1.29,1.24,1.35,1.33,1.2,1.23,1.27,1.12,1.15,1.17,1.17,1.16,1.17,1.13,1.15,1.13,1.16,1.21,1.2,1.21,1.24,1.23,1.26,1.27,1.31,1.29,1.31,1.29,1.24,1.23,1.18,1.18,1.19,1.25,1.21,1.28,1.38
Goodwill and Intangibles,182.17,184.55,184.53,187.04,185.92,184.07,184.46,183.54,184.61,185.44,200.15,199.13,198.12,198.23,199.55,202.23,202.66,202.69,201.67,201.33,200.48,200.22,200.17,199.37,199.63,203.21,203.4,209.88,280.35,279.77,295.63,293.37,"1,001",999.2,"1,002",999.18,997.44,997,"1,002",999.51
Other Long-Term Assets,10.27,11.13,11.34,11.76,12.09,17.49,13.84,13.68,16.93,20.65,15.61,16.37,15.96,17.27,16.37,16.33,14.09,15.62,18.1,18.41,16.97,18.38,18.8,19.02,19.9,16.29,18.59,20.4,21.99,24.46,26.98,28.88,37.97,42.21,45.04,48.21,84.44,84,90.88,89.92
Total Long-Term Assets,246.01,252.16,254.41,257.35,255.72,265.41,264.78,264.72,272.62,285.57,302.27,301.3,298.54,313.82,323.87,323.61,318.81,328.76,333.95,330.85,325.63,504.78,507.39,508.32,509.7,509.4,517.65,520.91,617.74,624.4,656.63,655.83,"1,461","1,483","1,492","1,489","1,546","1,558","1,584","1,598"
Total Assets,823.76,"1,013","1,055",909.24,892.94,"1,083","1,110",940.9,934.36,"1,193","1,196","1,038",994.1,"1,281","1,279","1,122","1,101","1,380","1,404","1,284","1,241","1,678","1,691","1,481","1,483","1,748","1,655","1,588","1,740","2,142","2,214","2,282","3,230","3,882","3,962","3,688","3,565","3,863","3,681","3,431"
Accounts Payable,214.6,370,233.55,154.51,236.29,376,236.87,170.58,246.55,438.71,265.35,199.92,230.73,465.93,273.31,209.06,245.25,467.8,300.23,204.71,237.84,472.49,342.34,214.31,261.96,517.62,346.27,268.41,266.75,635,439.45,414.16,398.7,685.95,604.23,442.23,406.67,739.75,485.1,429.44
Current Debt,0.01,0,0,2.62,1.53,0,3.43,1.8,1.7,6,6.82,1.3,1.11,9.78,14.9,8.61,10.84,20.79,21.46,9.34,9.17,77.48,79.67,67.87,68.07,72.06,66.18,68.69,72.8,73.67,73.84,76.19,80.84,92.95,91.28,84.59,100.53,111.58,115.98,122.51
