,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"27,797","40,546","41,346","33,570","37,841","42,985","27,601","19,249","12,053","16,223","23,071","23,355","24,398","25,011","24,788","25,185","20,572","22,444","28,312","26,693","35,460","34,010","29,167","28,773","17,164","23,083","23,853","24,354","28,775","32,265","31,528","31,650","40,803","38,160","34,999","40,219","36,602","39,733","40,999","42,386","41,738"
Market Cap Growth,7.43%,82.55%,66.43%,27.43%,36.13%,6.01%,-33.25%,-42.66%,-68.15%,-62.26%,-16.41%,21.33%,102.43%,54.18%,7.44%,7.83%,-15.68%,-10.27%,14.22%,5.99%,72.37%,51.54%,3.02%,7.79%,-51.60%,-32.13%,-18.22%,-15.36%,67.65%,39.78%,32.18%,29.96%,41.80%,18.27%,11.01%,27.08%,-10.30%,4.12%,17.14%,5.39%,-
Enterprise Value,"39,583","55,976","61,985","55,020","59,991","66,187","51,188","43,636","36,701","41,464","47,713","46,687","45,584","46,369","44,685","45,221","41,160","43,484","50,535","48,939","58,695","55,478","51,177","50,772","39,240","44,899","46,166","46,556","50,883","54,298","53,676","53,645","62,625","60,742","57,547","62,971","60,537","63,591","64,576","66,674","66,026"
PE Ratio,49.64,98.41,6.16,43.48,135.15,94.27,-172.50,-6.86,-46.36,-10.01,94.55,-389.25,16.35,77.20,187.79,3.73,33.84,41.56,54.87,-11.69,45.46,27.43,32.99,58.01,-8.30,19.05,19.30,52.49,16.89,26.53,47.77,12.72,26.91,23.85,14.61,15.05,9.88,21.59,15.70,9.25,13.15
PS Ratio,4.09,6.04,5.78,4.40,4.98,5.54,3.68,2.62,1.65,2.25,3.16,3.11,3.12,3.12,3.10,3.14,2.53,2.70,3.25,3.07,4.10,3.95,3.51,3.51,2.13,2.96,3.08,3.16,3.42,3.62,3.33,3.06,3.98,3.65,3.18,3.67,3.18,3.45,3.71,-,5.14
PB Ratio,6.02,5.16,4.53,3.82,4.61,5.42,3.74,3.13,2.12,3.36,4.75,5.03,2.89,3.01,3.06,2.61,2.17,2.40,1.81,1.82,2.46,2.46,2.14,2.15,1.39,1.89,1.98,2.07,2.46,2.80,2.82,2.77,3.61,3.40,3.09,3.50,3.11,3.40,3.46,3.42,3.37
P/FCF Ratio,-18.73,-19.61,-17.56,-17.52,-21.85,-42.69,-66.35,-39.36,-200.87,210.68,64.99,14.48,16.94,17.66,20.35,217.11,-85.36,-57.99,-87.38,889.76,55.15,27.32,22.01,18.64,10.26,11.93,11.97,10.97,12.00,14.65,11.87,11.73,14.42,12.81,11.46,15.43,13.15,14.41,15.48,12.57,12.38
P/OCF Ratio,12.82,22.36,25.54,15.87,16.19,15.14,8.91,7.19,4.32,6.10,8.63,6.37,6.99,7.21,7.25,9.85,7.78,7.81,9.28,8.11,10.51,9.57,7.96,7.79,4.63,6.11,7.07,6.97,7.94,9.12,8.04,8.02,9.92,9.19,7.28,8.23,6.88,7.10,7.67,7.00,6.89
Debt / Equity Ratio,2.78,2.07,2.29,2.47,2.74,2.95,3.21,3.98,4.36,5.25,5.09,5.06,2.37,2.80,2.60,2.17,2.31,2.28,1.43,1.53,1.62,1.61,1.63,1.67,1.82,1.88,1.86,1.90,1.99,2.02,2.00,2.07,1.98,2.02,2.07,1.99,2.07,2.09,2.17,2.13,2.13
Quick Ratio,0.68,0.63,0.43,0.54,0.49,0.25,0.22,0.46,0.32,0.32,0.38,0.38,0.74,0.65,0.83,0.71,0.94,0.57,0.34,0.64,0.23,0.50,0.34,0.32,0.63,0.84,0.58,0.49,0.62,0.59,0.45,0.74,0.60,0.50,0.70,0.59,-0.76,0.36,0.63,0.65,0.65
Current Ratio,0.85,0.88,0.65,0.74,0.70,0.38,0.33,0.61,0.45,0.86,0.66,0.50,1.39,0.99,0.97,0.82,1.11,0.79,0.72,0.81,0.31,0.60,0.43,0.40,0.74,0.96,0.75,0.62,0.71,0.70,0.58,0.91,0.73,0.65,0.88,0.78,0.69,0.49,0.77,0.77,0.77
Asset Turnover,Upgrade,0.06,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0
Interest Coverage,3.00,1.91,1.46,2.27,0.90,1.50,1.35,-2.79,0.90,-1.64,1.16,1.98,1.55,1.41,1.04,-0.71,1.80,1.49,1.86,-2.16,1.90,1.68,2.12,0.79,1.46,2.08,2.20,1.79,2.51,2.01,1.22,3.18,2.19,1.57,2.82,3.71,4.63,2.84,3.17,0,0
Return on Equity (ROE),Upgrade,10.07%,5.42%,20.89%,24.09%,24.89%,25.92%,4.56%,-9.06%,-12.16%,-25.07%,-22.84%,-9.13%,0.17%,6.02%,5.82%,22.51%,20.62%,21.48%,13.47%,-1.06%,-0.78%,0.45%,1.14%,6.36%,1.12%,1.07%,1.82%,1.79%,9.86%,10.03%,9.03%,13.28%,12.99%,13.95%,17.67%,17.81%,22.00%,22.72%,22.85%,25.68%
Return on Assets (ROA),Upgrade,1.64%,1.22%,3.83%,4.18%,4.05%,4.02%,0.66%,-1.14%,-1.42%,-2.52%,-2.35%,-0.91%,0.03%,1.03%,1.02%,4.69%,4.15%,4.33%,4.46%,-0.34%,-0.24%,0.14%,0.33%,1.85%,0.31%,0.29%,0.49%,0.48%,2.55%,2.54%,2.20%,3.19%,3.19%,3.29%,4.11%,4.22%,5.30%,5.41%,5.33%,6.05%
Return on Capital (ROIC),Upgrade,5.09%,3.49%,2.60%,3.60%,2.71%,2.93%,3.47%,-0.18%,0.45%,-2.05%,-2.53%,0.89%,1.30%,3.70%,4.02%,2.41%,2.35%,2.60%,2.17%,1.01%,1.04%,1.19%,1.81%,2.76%,2.85%,3.00%,3.07%,5.04%,5.28%,5.29%,4.86%,5.65%,5.66%,5.83%,6.96%,7.23%,8.42%,8.90%,8.78%,9.41%
Earnings Yield,0.50%,0.25%,4.06%,0.57%,0.18%,0.27%,-0.14%,-3.64%,-0.54%,-2.50%,0.26%,-0.06%,1.53%,0.32%,0.13%,6.70%,0.74%,0.60%,0.46%,-2.14%,0.55%,0.91%,0.76%,0.43%,-3.01%,1.31%,1.30%,0.48%,1.48%,0.94%,0.52%,1.97%,0.93%,1.05%,1.71%,1.66%,2.53%,1.16%,1.59%,2.70%,7.63%
FCF Yield,-1.25%,-1.81%,-1.84%,-0.23%,-0.43%,-0.02%,-0.61%,-0.78%,2.21%,0.80%,0.48%,4.74%,0.38%,0.42%,-0.36%,0.02%,-1.28%,-0.18%,-0.09%,1.35%,0.98%,1.65%,0.19%,2.01%,2.78%,3.57%,0.47%,3.31%,2.27%,1.95%,1.80%,2.68%,1.92%,2.04%,1.83%,1.00%,2.63%,1.90%,1.30%,2.65%,8.08%
Dividend Yield,0.99%,0.72%,1.01%,1.27%,1.15%,1.03%,1.74%,2.49%,3.98%,2.97%,0.65%,0.64%,1.02%,0.99%,1.00%,0.98%,1.37%,1.26%,1.45%,1.54%,1.30%,1.36%,1.58%,1.60%,2.83%,2.11%,2.03%,1.99%,1.73%,1.54%,1.58%,1.57%,1.27%,1.35%,1.48%,1.29%,1.49%,1.37%,1.33%,1.28%,5.54%
Payout Ratio,197.14%,282.52%,24.97%,220.73%,620.00%,387.72%,-1200.00%,-68.47%,-738.46%,-118.77%,245.90%,-1000.00%,66.49%,306.17%,751.52%,14.70%,184.87%,208.89%,318.60%,-72.15%,235.90%,148.71%,208.60%,370.97%,-93.81%,160.40%,156.96%,418.10%,116.90%,163.82%,301.82%,80.06%,136.68%,129.25%,86.48%,77.54%,58.96%,118.48%,83.31%,47.47%,85.59%
Buyback Yield / Dilution,-0.26%,-2.00%,-9.42%,-10.00%,-9.16%,-7.43%,0.30%,0.27%,0.23%,0.28%,-0.27%,-0.14%,-10.15%,-10.38%,-10.31%,-10.47%,-0.45%,-0.18%,-23.77%,-45.95%,-46.18%,-46.25%,-18.28%,-0.18%,0.05%,-0.04%,-0.10%,-0.35%,-0.35%,-0.24%,-0.22%,-0.06%,-0.33%,-0.43%,-0.37%,-0.37%,-0.37%,0.41%,0.45%,0.05%,0.05%
Total Shareholder Return,0.74%,-1.29%,-8.41%,-8.73%,-8.02%,-6.40%,2.04%,2.76%,4.21%,3.25%,0.38%,0.50%,-9.13%,-9.39%,-9.31%,-9.49%,0.92%,1.07%,-22.32%,-44.40%,-44.88%,-44.90%,-16.70%,1.41%,2.87%,2.06%,1.94%,1.65%,1.39%,1.31%,1.36%,1.51%,0.94%,0.93%,1.11%,0.92%,1.12%,1.78%,1.78%,1.33%,5.59%
