,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"1,749","1,678","2,069","2,141","1,716","1,839","1,799","2,006","1,660","1,736","1,905","2,198","1,988","1,924","1,891","2,228","2,088","2,091","2,303","2,204","2,054","2,041","1,999","2,107","1,913","1,781","1,933","2,092","2,612","2,283","2,475","2,964","2,524","2,490","3,021","2,930","3,081","2,483","2,559",0
Revenue Growth (YoY),-3.37%,-5.04%,27.48%,28.98%,-1.89%,9.59%,-13.05%,-6.31%,-3.26%,-5.60%,5.89%,9.57%,19.76%,10.83%,-0.73%,1.36%,5.03%,8.68%,21.79%,-1.08%,-1.63%,-2.39%,-13.20%,-4.40%,-6.86%,-12.74%,-3.30%,-0.71%,36.54%,28.19%,28.04%,41.68%,-3.37%,9.07%,22.06%,-1.15%,22.07%,-0.28%,-15.29%,-
Cost of Revenue,983,"1,246","1,176","1,095",889,922,858,836,763,847,"1,290",982,"1,389",970,937,"1,108","1,079","1,096","1,245","1,149",981,931,888,980,"1,175","1,036","1,163",953,"1,751","1,557","1,967","1,747","1,736","1,881","2,005","1,685","1,576",421,484,0
Gross Profit,766,432,893,"1,046",827,917,941,"1,170",897,889,615,"1,216",599,954,954,"1,120","1,009",995,"1,058","1,055","1,073","1,110","1,111","1,127",738,745,770,"1,139",861,726,508,"1,217",788,609,"1,016","1,245","1,505","2,062","2,075",0
Other Operating Expenses,1,4,10,16,16,34,20,32,15,17,20,22,74,21,20,-117,21,26,52,-7,11,7,1,14,4,5,-23,-29,-2,2,4,2,5,6,33,14,-31,"1,031",935,"1,146"
Operating Expenses,465,163,586,586,600,651,585,821,635,575,269,580,166,546,562,621,518,519,557,549,512,548,483,503,120,133,129,439,122,126,153,571,154,160,196,173,145,"1,192","1,081","1,146"
Operating Income,420,311,307,531,227,392,356,-749,262,-488,345,581,433,381,277,-187,491,410,501,-634,561,498,628,234,431,612,641,518,739,600,355,937,634,449,820,"1,072","1,360",870,994,"1,146"
Interest Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,8,13,24,0
Interest Expense,140,163,210,234,251,262,263,268,291,298,297,293,280,271,267,265,273,275,270,294,296,296,296,298,296,294,292,290,294,298,292,295,289,286,291,289,294,306,314,0
Other Expense / Income,89,-39,"-2,579",-12,-124,-67,198,122,34,-236,-82,254,-257,-36,-47,-39,11,-52,-88,-198,1,-206,34,-279,856,-102,-71,57,-122,-121,-155,-178,-151,-190,-165,-129,-136,-58,-125,"1,146"
