,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,013","1,666",818,612.28,833.73,565.66,856.86,701.13,805.08,884.28,814.75,560.06,513.4,488.61,508.41,"1,482",367.21,714.25,695.72,514.34,436.8,479.78,"3,647",669.37,"3,725","3,306","1,082","1,012",935.84,"1,291",438.42,533.94,514.93,541.24,601.52,621.63,"1,155",837.47,769.03,"1,169"
Short-Term Investments,0,0,0,810.11,0,0,0,365.28,0,0,0,366.73,0,0,0,330.79,0,0,0,293.83,0,0,0,416.31,0,0,0,391.67,0,0,0,"37,512",0,0,0,361.54,0,0,0,"1,000"
Cash & Cash Equivalents,"1,013","1,666",818,612.28,833.73,565.66,856.86,701.13,805.08,884.28,814.75,560.06,513.4,488.61,508.41,"1,482",367.21,714.25,695.72,514.34,436.8,479.78,"3,647",669.37,"3,725","3,306","1,082","1,012",935.84,"1,291",438.42,533.94,514.93,541.24,601.52,621.63,"1,155",837.47,769.03,"2,169"
Cash Growth,22.10%,52.01%,-25.59%,-64.34%,-17.73%,-66.04%,4.75%,14.51%,-3.44%,56.33%,-4.91%,-20.12%,-36.23%,-44.74%,-37.60%,164.67%,-28.48%,46.18%,36.84%,-65.30%,18.95%,-32.83%,424.24%,30.14%,752.76%,589.09%,-70.33%,51.13%,-74.88%,-60.96%,-59.49%,-47.22%,-44.98%,-58.07%,37.20%,16.42%,124.38%,54.73%,27.85%,248.92%
Receivables,530.48,487.84,516.86,580.2,523.73,537.17,564.34,624.61,573.26,600.82,626.42,664.62,621.6,640.08,686.62,742.67,686.16,681.55,722.73,763.82,733.16,736.36,775.62,832.15,793.49,"1,458","1,452","1,237","1,017",952.73,935.05,919.65,819.83,828.88,794.6,823.54,779.7,738.17,757.61,826.13
Inventory,0,0,0,-372.32,0,0,0,-385.58,0,0,0,-451.46,0,0,0,-584.19,0,0,0,-516.46,0,0,0,-492.58,0,0,0,-465.79,0,0,0,-538.17,0,0,0,0,0,0,0,0
Other Current Assets,0,0,0,-437.79,0,0,0,20.29,0,0,0,84.72,0,0,0,253.4,0,0,0,222.63,0,0,0,76.27,0,0,0,74.12,345,345,345,"-36,628.89",345,345,345,-361.54,0,0,0,0
Total Current Assets,"1,544","2,154","1,335","1,192","1,357","1,103","1,421","1,326","1,378","1,485","1,441","1,225","1,135","1,129","1,195","2,225","1,053","1,396","1,418","1,278","1,170","1,216","4,423","1,502","4,518","4,764","2,535","2,248","2,298","2,589","1,718","1,799","1,680","1,715","1,741","1,445","1,935","1,576","1,527","2,995"
"Property, Plant & Equipment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.66,519.18,517.06,515,512.91,510.64,508.37,506.24,504.12,501.91,499.7,497.49,496.93,494.59,492.25,489.99,484.07
Long-Term Investments,"4,358","4,526","4,327","4,165","3,675","4,157","4,282","4,425","4,469","4,570","4,337","4,165","4,197","4,152","4,239","4,201","4,281","4,075","4,058","3,990","3,874","3,860","3,736","4,103","4,043","4,030","4,091","7,785","7,600","7,869","8,041","8,042","8,040","7,771","7,645","8,147","8,044","7,960","8,180",0
Goodwill,0,0,0,20.1,0,0,0,20.1,0,0,0,20.1,0,0,0,20.1,0,0,0,20.1,0,0,0,20.1,0,0,0,20.1,0,0,0,20.1,0,0,0,20.1,0,0,0,0
Intangible Assets,0,0,0,291.7,"1,122","1,215","1,308",255.58,"1,167","1,210","1,241",265.04,"1,081","1,205","1,290",188.46,"1,181","1,231","1,268",130.64,"1,157","1,228","1,324",75.75,"1,254","1,217","1,299",34.96,"1,196","1,231","1,325",33.28,"1,209","1,338","1,421",17.77,"1,352","1,544","1,626","1,693"
Other Long-Term Assets,"26,853","23,907","24,010","23,863","24,121","23,608","23,630","24,624","24,384","24,116","24,650","25,429","24,533","24,480","24,308","25,623","24,503","24,142","24,335","25,267","24,640","24,429","24,362","25,017","23,787","23,499","23,222","24,185","22,807","22,632","22,356","23,379","22,021","21,755","21,491","22,885","21,472","21,247","21,141",0
Total Long-Term Assets,"31,212","28,433","28,337","28,340","28,918","28,981","29,220","29,325","30,020","29,895","30,228","29,879","29,811","29,837","29,837","30,033","29,964","29,447","29,661","29,408","29,672","29,517","29,421","29,730","29,603","29,262","29,127","32,538","32,114","32,239","32,228","31,979","31,772","31,364","31,054","31,566","31,363","31,243","31,438","2,177"
Total Assets,"32,756","30,586","29,672","29,532","30,276","30,084","30,641","30,651","31,398","31,380","31,669","31,104","30,946","30,966","31,032","32,258","31,018","30,843","31,080","30,686","30,842","30,733","33,844","31,232","34,121","34,026","31,662","34,787","34,412","34,828","33,946","33,777","33,451","33,079","32,795","33,011","33,298","32,819","32,965","34,283"
Accounts Payable,"1,259","1,147","1,151","1,260","1,122","1,215","1,308","1,324","1,167","1,210","1,241","1,214","1,081","1,205","1,290","1,269","1,181","1,231","1,268","1,317","1,157","1,228","1,324","1,391","1,254","1,217","1,299","1,312","1,196","1,231","1,325","1,433","1,209","1,338","1,421","1,492","1,352","1,544","1,626",0
Deferred Revenue,0,0,0,-409.19,0,0,0,-878.66,0,0,0,-953.67,0,0,0,-978.47,0,0,0,-758.68,0,0,0,"-1,327.05",0,0,0,"1,312","1,196",0,0,"1,433","1,209","1,338","1,421","1,492",0,0,0,0
Current Debt,0,0,0,409.19,0,0,0,878.66,0,0,0,953.67,0,0,0,978.47,0,0,0,758.68,0,0,0,"1,327",0,0,0,623.02,"26,157",0,0,500,504.68,502.44,500.2,497.95,0,0,0,0
Other Current Liabilities,"1,139","1,116","1,167","1,167","1,373","1,344","1,365","1,369","1,372","1,402","1,370","1,360","1,360","1,370","1,388","1,406","1,422","1,531","1,535","1,536","1,560","1,567","1,568","1,566","1,612","2,035","2,024",129.37,"-25,297.58","2,093","1,575",-358.64,38.22,-128.72,-219.99,-287.71,"1,706","1,753","1,762",0
Total Current Liabilities,"2,398","2,264","2,318","2,427","2,495","2,559","2,673","2,692","2,539","2,612","2,611","2,574","2,441","2,576","2,679","2,676","2,603","2,762","2,803","2,853","2,717","2,795","2,892","2,957","2,866","3,252","3,323","3,376","3,251","3,323","2,900","3,008","2,960","3,050","3,123","3,193","3,058","3,297","3,388",0
Long-Term Debt,"23,187","21,901","21,202","20,853","21,694","22,071","22,629","22,502","22,976","22,924","23,079","22,977","23,149","23,423","23,410","24,632","23,648","23,505","23,678","23,306","23,186","23,325","26,644","24,680","28,075","27,788","25,657","27,239","26,670","26,743","26,093","25,828","25,675","25,388","25,141","25,458","26,066","25,484","25,408","26,033"
Other Long-Term Liabilities,198.61,280.48,259.82,275.45,295.85,248.6,193.68,214.25,365.76,369.28,493.62,455.04,459.93,492.14,514.21,520.36,532.49,499.6,503.34,500.6,"1,013","1,018","1,001",464.3,457.62,463.38,478.18,513.52,463.46,546.62,525.36,540.91,525.85,543.94,495.14,535.74,497.21,511.4,556.29,0
Total Long-Term Liabilities,"23,385","22,182","21,462","21,128","21,990","22,319","22,823","22,716","23,342","23,293","23,572","23,432","23,609","23,915","23,925","25,153","24,180","24,005","24,182","23,806","24,199","24,343","27,645","25,144","28,532","28,252","26,135","27,752","27,133","27,290","26,619","26,369","26,200","25,932","25,636","25,994","26,563","25,995","25,964","26,033"
Total Liabilities,"25,784","24,445","23,780","23,555","24,485","24,879","25,495","25,409","25,880","25,905","26,183","26,006","26,050","26,490","26,603","27,828","26,783","26,767","26,984","26,659","26,916","27,138","30,537","28,101","31,398","31,503","29,458","31,129","30,384","30,613","29,518","29,377","29,161","28,982","28,759","29,187","29,621","29,292","29,352","26,033"
Total Debt,"23,187","21,901","21,202","20,853","21,694","22,071","22,629","22,502","22,976","22,924","23,079","22,977","23,149","23,423","23,410","24,632","23,648","23,505","23,678","23,306","23,186","23,325","26,644","24,680","28,075","27,788","25,657","27,239","26,670","26,743","26,093","25,828","25,675","25,388","25,141","25,458","26,066","25,484","25,408","26,033"
Debt Growth,2.72%,-3.47%,-6.72%,-11.60%,-6.44%,0.77%,6.73%,7.91%,5.91%,3.87%,1.99%,2.11%,0.75%,2.18%,1.44%,7.20%,2.15%,0.35%,1.14%,-5.39%,-1.95%,-0.77%,12.52%,5.90%,21.09%,19.14%,-3.70%,10.37%,-5.00%,-3.76%,1.70%,-5.18%,-3.73%,-5.06%,-3.65%,-1.43%,1.52%,0.38%,1.06%,2.26%
Common Stock,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Retained Earnings,"-3,273.09","-4,049.08","-4,200.23","-4,208.18","-4,289.1","-4,274.29","-4,336.12","-4,266.93","-4,288.65","-4,341.32","-4,349.71","-4,459.39","-4,559.04","-4,731.4","-4,776.51","-4,782.17","-4,774.44","-4,833.83","-4,896.75","-4,893.07","-4,979.49","-5,122.28","-5,223.09","-5,379.95","-5,583.49","-5,703.18","-5,953.17","-6,102.31","-6,087.01","-5,931.12","-5,789.33","-5,823.71","-5,948.26","-6,012.76","-6,046.98","-5,926.97","-6,069.77","-6,189.54","-6,218.94","-6,095.58"
Comprehensive Income,-67.58,-61.74,-125.41,-61.04,-151.83,-246.58,-248.37,-252.69,-117.72,-119.92,-115.83,-114.13,-100.84,-103.87,-111.04,-110.45,-102.75,-115.29,-118.59,-126.02,-120.96,-128.74,-121.6,-118.6,-119.3,-155.13,-180.47,-188.68,-183.87,-188.31,-191.27,-185.19,-170.09,-167.9,-160.55,-164.87,-160.85,-175.97,-140.99,-172.79
