,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"6,309","6,818","7,893","8,453","8,984","8,949","9,055","8,873","11,067","12,962","16,002","14,263","15,617","16,944","18,047","19,193","23,400","21,681","22,980","23,182","21,979","24,731","24,534","27,045","24,992","29,038","38,130","39,478","39,086","39,593","42,368","40,821","50,193","40,338","36,959","28,505","28,830","28,624","33,176","36,634","41,254"
Market Cap Growth,-24.67%,-18.63%,0.77%,23.95%,42.41%,31.27%,14.72%,4.97%,23.17%,44.84%,76.72%,60.75%,41.12%,30.72%,12.77%,34.56%,49.84%,27.95%,27.34%,20.79%,-6.07%,14.07%,6.76%,16.66%,13.71%,17.41%,55.42%,45.97%,56.39%,36.35%,11.11%,3.40%,28.42%,1.88%,-12.77%,-30.17%,-42.56%,-29.04%,-10.24%,28.52%,-
Enterprise Value,"11,174","11,712","12,632","13,142","13,605","13,718","13,955","13,586","16,890","19,068","22,086","20,240","21,434","23,120","24,443","27,466","32,035","30,799","32,059","32,307","32,954","35,612","36,057","38,661","35,718","42,474","51,448","52,825","53,751","54,211","57,721","56,335","65,011","56,040","52,573","45,450","46,756","47,812","52,201","53,846","58,467"
PE Ratio,23.23,25.91,30.65,37.08,67.70,44.69,32.83,43.28,50.94,83.81,244.09,66.54,47.03,47.19,46.39,97.17,135.14,112.16,114.56,85.23,87.94,95.30,108.51,129.61,50.69,48.40,61.31,73.83,148.42,91.46,83.63,61.11,29.85,29.40,28.47,20.35,85.56,86.11,85.69,41.46,47.63
PS Ratio,4.26,4.50,5.09,5.33,5.56,5.48,5.48,5.30,6.28,6.97,8.18,6.90,7.29,7.74,8.06,8.33,9.52,8.18,8.09,7.73,7.22,7.94,7.76,8.45,7.79,9.02,11.18,10.88,10.01,9.49,9.92,9.32,11.34,9.04,8.19,6.24,6.15,5.84,6.47,6.86,7.72
PB Ratio,1.75,1.78,1.93,2.08,2.30,2.35,2.35,2.22,2.44,2.94,3.73,2.77,3.07,3.37,3.61,1.83,2.26,2.11,2.27,2.31,2.23,2.45,2.57,2.87,2.53,1.76,2.25,2.23,2.21,2.25,2.43,2.36,2.79,2.28,2.16,1.67,1.64,1.66,1.88,2.01,2.27
P/FCF Ratio,-8.97,-12.10,-21.77,-30.32,-45.72,-98.99,-1426.90,86.03,185.49,140.22,349.10,-27.54,101.96,231.74,285.32,39.74,-43.09,-52.90,-61.59,-129.04,365.34,-344.39,-187.51,-94.70,324.93,-1113.79,-720.19,-1301.18,-109.32,-102.17,-95.00,-61.92,-61.32,-45.89,-42.43,-42.72,-36.97,-30.86,-31.57,49.27,55.48
P/OCF Ratio,9.61,9.97,11.34,12.52,13.70,13.19,13.01,12.28,13.89,15.46,19.09,16.12,17.14,17.84,17.45,19.87,22.87,20.82,19.52,16.85,15.87,16.50,15.94,18.48,16.51,20.89,27.26,24.94,22.90,21.90,22.97,22.98,29.49,24.42,22.60,17.22,17.37,16.53,19.63,22.49,25.33
Debt / Equity Ratio,1.37,1.31,1.19,1.17,1.20,1.26,1.29,1.19,1.30,1.40,1.43,1.17,1.15,1.23,1.29,0.81,0.84,0.89,0.90,0.92,1.13,1.09,1.21,1.23,1.09,0.83,0.81,0.81,0.83,0.84,0.89,0.90,0.83,0.90,0.92,1.00,1.03,1.12,1.09,1.00,1.00
Interest Coverage,2.18,2.05,2.25,3.70,0.33,3.55,3.98,2.21,0.74,2.10,1.83,4.55,2.85,2.55,2.41,1.22,1.96,2.43,2.11,2.11,1.54,2.19,1.75,1.84,5.14,3.69,2.08,1.18,1.78,6.20,3.25,3.07,15.94,2.30,2.16,4.35,0.84,1.88,2.21,7.78,3.34
