,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"2,439","2,542","4,014","4,424","3,083","3,844","19,065","18,868","20,295","21,421"
Cash & Cash Equivalents,"2,439","2,542","4,014","4,424","3,083","3,844","19,065","18,868","20,295","21,421"
Cash Growth,-33.49%,4.22%,57.91%,10.21%,-30.31%,24.68%,395.97%,-1.03%,7.56%,5.55%
"Property, Plant & Equipment","1,869","1,827","2,007","2,107","2,055","2,118","3,712","3,870","3,700","3,605"
Goodwill and Intangibles,"8,430","8,218","10,114","11,544","11,385","10,576","27,296","27,431","29,506","30,685"
Total Assets,"183,010","186,834","209,947","219,276","221,642","225,697","473,078","509,228","541,241","555,255"
Accounts Payable,"7,095","6,388","6,121","5,745","5,990",0,0,0,0,0
Total Liabilities,"160,201","162,457","182,607","189,350","191,947","195,519","406,520","438,316","471,970","494,718"
Total Debt,"25,631","27,029","27,362","23,371","28,586","28,887","59,557","45,689","41,205","66,625"
Debt Growth,16.62%,5.45%,1.23%,-14.59%,22.31%,1.05%,106.17%,-23.29%,-9.81%,61.69%
Common Stock,"12,358","12,811","14,904","16,249","14,903","13,775","47,596","50,741","47,877","47,874"
Retained Earnings,"11,044","12,317","13,464","14,809","16,259","18,118","19,806","19,455","22,998","26,264"
Comprehensive Income,-593,-751,"-1,028","-1,132","-1,467","-1,715",-844,716,"-1,604","-13,601"
Shareholders' Equity,"22,809","24,377","27,340","29,926","29,695","30,178","66,558","70,912","69,271","60,537"
Net Cash / Debt,"-23,192","-24,487","-23,348","-18,947","-25,503","-25,043","-40,492","-26,821","-20,910","-45,204"
Net Cash Per Share,-32.47,-33.62,-30.81,-23.25,-31.45,-31.96,-49.67,-19.75,-15.50,-33.77
Book Value Per Share,32.44,33.95,36.55,37.19,37.16,39.04,82.67,52.64,51.80,45.58
