,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"15,033","16,410","17,345","19,717","24,963","23,361","20,537","21,326","17,783","17,122","17,346","17,210","19,229","20,641","18,131","20,024","18,938","18,743","19,952","15,768","16,786","17,920","17,151","17,508","18,221","20,497","19,785","19,967","24,170","23,517","24,820","27,659","32,356","29,635","28,048","34,081","32,384","38,961","36,385","41,222","46,224"
Market Cap Growth,26.94%,27.29%,22.94%,21.91%,66.05%,42.36%,18.41%,8.16%,-28.76%,-26.71%,-15.54%,-19.30%,8.13%,20.56%,4.53%,16.36%,-1.52%,-9.20%,10.04%,-21.26%,-11.36%,-4.39%,-14.04%,11.03%,8.55%,14.38%,15.36%,14.05%,32.64%,14.74%,25.45%,38.52%,33.87%,26.01%,13.01%,23.22%,0.09%,31.47%,29.72%,20.95%,-
Enterprise Value,"15,734","17,143","17,532","19,414","26,632","24,556","22,109","24,850","19,746","19,664","19,067","19,898","21,280","23,116","19,490","21,624","21,739","21,119","22,122","17,901","18,553","19,426","18,271","18,444","18,675","21,217","19,307","18,777","23,719","28,067","28,957","31,171","35,851","32,662","30,363","38,033","35,777","42,592","38,581","43,129","48,130"
PE Ratio,34.10,63.19,63.25,599.35,-37.79,-53.87,-148.64,54.48,11.79,10.42,12.15,12.79,16.67,24.15,49.75,20.45,22.15,17.35,12.03,13.25,18.05,18.74,20.05,26.96,11.51,13.06,-5.80,-6.20,-6.45,-6.28,16.12,17.14,18.74,16.09,16.51,19.71,20.03,23.06,20.85,22.08,25.21
PS Ratio,0.14,0.15,0.14,0.16,0.20,0.18,0.15,0.15,0.13,0.12,0.12,0.12,0.13,0.14,0.12,0.13,0.12,0.11,0.12,0.09,0.10,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.12,0.12,0.12,0.13,0.14,0.13,0.12,0.14,0.13,0.15,0.14,0.15,0.17
PB Ratio,7.01,8.26,8.86,11.15,13.03,14.83,33.32,16.41,8.12,9.11,8.15,8.13,7.60,8.08,8.78,6.97,5.94,6.05,6.80,5.17,5.75,5.99,5.96,5.93,5.08,5.31,-19.42,-28.64,-85.78,619.50,111.13,114.51,58.80,132.12,-132.58,-191.33,114.96,56.79,69.70,45.22,50.70
P/FCF Ratio,-182.57,48.50,14.45,6.35,9.09,6.93,5.56,6.08,4.93,6.58,6.39,11.59,14.06,21.67,17.47,12.99,27.61,10.51,18.42,10.20,7.39,8.85,8.43,10.23,9.37,16.38,10.56,7.58,18.31,9.04,11.14,12.72,11.35,14.38,12.71,16.57,13.23,13.95,10.54,11.36,12.74
P/OCF Ratio,95.68,27.28,11.84,5.86,8.35,6.50,5.24,5.65,4.54,5.73,5.46,8.62,10.04,13.96,12.05,10.30,17.89,8.81,14.14,8.39,6.48,7.67,7.32,8.72,8.15,12.97,8.96,6.73,14.56,7.96,9.31,10.53,9.67,11.63,10.38,13.37,11.12,11.99,9.30,10.09,11.31
Debt / Equity Ratio,0.65,1.00,1.02,1.13,2.09,2.38,6.07,3.46,2.05,2.35,2.10,2.12,1.76,1.48,1.84,1.61,1.54,1.54,1.59,1.53,1.59,1.51,1.56,1.41,1.15,1.07,-4.04,-5.31,-21.97,187.10,29.93,27.66,11.73,27.03,-26.96,-31.69,17.51,7.32,9.17,5.24,5.24
Quick Ratio,0.44,0.45,0.47,0.45,0.49,0.48,0.48,0.39,0.48,0.45,0.47,0.45,0.47,0.46,0.47,0.49,0.48,0.50,0.50,0.49,0.52,0.52,0.53,0.52,0.56,0.52,0.54,0.56,0.63,0.51,0.50,0.49,0.49,0.50,0.50,0.45,0.47,0.47,0.48,0.48,0.48
