,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03,2022-10-02,2022-12-31,2023-04-02,2023-07-02,2023-10-01,2023-12-31
Revenue,"1,397","1,644","1,322","1,494","1,650","1,654","1,549","1,434","1,333","1,740","1,815","1,988","1,944","1,963","2,447","2,470","2,285","2,740","2,776","3,143","2,229","2,568","2,987","4,036","2,441","3,326","3,958","4,254","4,364","4,020","5,241","4,986","3,534","5,431","5,778","6,430","6,746","6,902","6,673","7,237"
Revenue Growth (YoY),56.54%,38.50%,0.30%,-19.17%,18.15%,0.64%,17.17%,-4.00%,-19.20%,5.17%,17.13%,38.59%,45.78%,12.83%,34.87%,24.28%,17.57%,39.62%,13.43%,27.21%,-2.45%,-6.29%,7.58%,28.45%,9.49%,29.51%,32.53%,5.40%,78.80%,20.88%,32.42%,17.19%,-19.01%,35.08%,10.25%,28.98%,90.87%,27.10%,15.48%,12.55%
Cost of Revenue,787,954.98,744.1,837.1,871.3,930.79,845.7,774.4,765.1,"1,037",980.2,986.3,"1,019","1,282","1,398","1,371","1,172","1,676","1,440","1,750","1,301","1,651","1,680","2,096","1,339","1,929","2,077","2,043","2,012","2,196","2,530","2,285","1,803","2,766","2,785","3,119","3,333","3,358","3,211","3,520"
Gross Profit,609.5,688.59,578.1,656.87,778.6,723.26,703.5,659.8,568.1,702.23,834.4,"1,001",924.6,680.6,"1,050","1,100","1,114","1,064","1,336","1,393",928,917.1,"1,306","1,940","1,101","1,397","1,881","2,211","2,352","1,824","2,711","2,701","1,731","2,665","2,994","3,311","3,413","3,544","3,462","3,717"
"Selling, General & Admin",84.9,79.78,76.9,79.41,82.3,88.28,85.6,89.5,88.8,90.24,88.8,106.8,98.6,102,103.3,112.7,114.2,117.4,121.8,134.6,121,123.4,128.5,147.6,130.7,131.2,131.5,151.5,168.4,171.8,182.9,202.5,207.7,222,235.8,280.4,260.3,281.1,287.8,284.1
Research & Development,279.1,122.39,260.1,267.94,261.4,79.45,266.3,273,274.7,76.28,273.4,287.4,315.1,125,314.5,317.4,357.1,196.9,396.3,442.4,472.7,359.5,492.3,515.9,544,240.5,534,555.9,623.4,312.6,609.2,680.6,738.7,789.1,819.4,906.3,947.9,999.9,991.4,"1,041"
Other Operating Expenses,-20.2,-20.3,-20.3,-20.21,-20.8,-20.8,-20.8,-20.8,-23.4,-23.49,-23.4,-23.5,-23.9,-24,-23.9,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-213.7,0,0,0,0,0,0,0,0
Operating Expenses,343.8,181.88,316.7,327.14,322.9,146.93,331.1,341.7,340.1,143.03,338.8,370.7,389.8,203,393.9,406.1,471.3,314.3,518.1,577,593.7,482.9,620.8,663.5,674.7,371.7,665.5,707.4,791.8,484.4,792.1,669.4,946.4,"1,011","1,055","1,187","1,208","1,281","1,279","1,325"
Operating Income,265.7,506.71,261.4,329.74,455.7,576.33,372.4,318.1,228,559.19,495.6,630.7,534.8,477.6,655.6,693.5,642.2,749.8,817.8,815.9,334.3,434.2,685.6,"1,277",426.7,"1,025","1,216","1,504","1,561","1,340","1,919","2,031",784.6,"1,653","1,939","2,124","2,205","2,263","2,182","2,392"
Interest Expense / Income,2.6,6.25,2,2.6,3.5,3.08,4.2,4.6,3.6,3.8,33.9,-74.8,14.1,12.4,12.5,12.9,10.5,9.3,8.1,7.5,7.9,11.5,5.4,4.9,11.4,12.8,8.4,8,12.1,14.9,10.5,12.2,15.6,10.8,15.1,3.1,-12.2,-16.7,-7.1,-5.2
Other Expense / Income,-,-7.42,-,-,-,-4.58,-,-,-,-7.14,-,-,-,-4,-,16.7,17.6,-11.4,-0.3,-19.2,-12,-12.3,-11.6,13.1,-23.8,-24.9,-20.5,-25,-13.2,-18.3,-102.3,-70.4,-40.7,-14.5,-30.1,-52.7,-41.2,-65.9,-47.6,-36.6
Pretax Income,263.1,507.89,259.4,327.14,452.2,577.83,368.2,313.5,224.4,562.54,461.7,705.5,520.7,469.2,643.1,663.9,614.1,751.9,810,827.6,338.4,435,691.8,"1,259",439.1,"1,037","1,228","1,521","1,562","1,343","2,011","2,089",809.7,"1,657","1,954","2,174","2,258","2,346","2,237","2,434"
Income Tax,14,21.88,15.4,22.3,49.5,89.28,45.8,21.1,26.4,159.32,65.8,95.4,68.6,97.1,86,72.7,74.4,88.5,129.6,40.1,-17,-20,65,124.5,48.5,164.9,166.5,170.2,230.3,200.8,270.9,316,114.4,246.2,252,357.3,302.6,403.9,343.7,385.6
Net Income,249.1,486,244,304.84,402.7,488.56,322.4,292.4,198,403.22,395.9,610.1,452.1,372.1,557.1,591.2,539.7,663.4,680.4,787.5,355.4,455,626.8,"1,134",390.6,872,"1,062","1,351","1,331","1,142","1,740","1,773",695.3,"1,411","1,702","1,817","1,956","1,942","1,893","2,048"
Net Income Growth,158.94%,98.29%,26.36%,-36.64%,61.66%,0.53%,32.13%,-4.08%,-50.83%,-17.47%,22.80%,108.65%,128.33%,-7.72%,40.72%,-3.10%,19.38%,78.29%,22.13%,33.20%,-34.15%,-31.41%,-7.88%,44.01%,9.90%,91.65%,69.35%,19.09%,240.86%,31.00%,63.94%,31.30%,-47.78%,23.51%,-2.22%,2.43%,181.29%,37.62%,11.28%,12.75%
Shares Outstanding (Basic),440,438,436,434,433,431,430,429,427,424,424,427,430,430,430,429,427,426,424,422,421,421,421,420,419,418,418,417,415,412,408,404,401,398,396,392,395,394,393,394
