,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"196,994","202,626","207,220","194,124","202,078","190,098","176,898","188,063","220,313","227,620","211,886","217,611","198,741","182,185","201,890","215,925","195,081","207,876","220,604","232,302","244,328","236,273","249,635","253,937","222,220","228,128","246,173","243,113","240,633","231,968","223,608","215,123","213,837","213,132","159,463","165,473","163,333","156,346","136,253","158,495","170,231"
Market Cap Growth,40.23%,40.68%,55.14%,38.04%,2.58%,-6.18%,-14.63%,-3.12%,9.02%,19.74%,19.78%,15.71%,-9.79%,-19.96%,-4.72%,-0.77%,-1.84%,14.10%,9.27%,7.58%,25.24%,13.66%,13.16%,9.31%,-9.05%,-3.45%,-1.39%,-4.26%,8.29%,1.68%,-9.17%,-11.51%,-11.14%,-8.12%,-28.69%,-23.08%,-23.62%,-26.64%,-14.56%,-4.22%,-
Enterprise Value,"303,219","306,181","308,597","296,242","310,533","300,452","285,041","292,972","324,347","324,488","312,036","322,809","310,980","295,145","314,900","330,941","312,215","320,766","331,008","342,620","377,633","369,103","377,387","384,486","354,357","354,515","374,399","371,489","410,232","406,469","391,760","390,132","392,337","386,841","331,424","339,199","339,432","329,197","304,113","331,372","343,108"
PE Ratio,14.60,13.11,12.25,20.17,20.42,19.18,17.25,10.52,12.26,15.76,15.11,16.58,16.20,11.44,12.68,7.17,6.25,6.72,6.84,14.96,15.26,14.92,15.50,13.18,12.08,11.92,13.45,13.66,12.74,11.60,10.15,9.75,9.99,10.25,8.27,7.79,7.57,7.43,6.52,13.65,14.72
PS Ratio,1.62,1.64,1.66,1.53,1.58,1.47,1.36,1.43,1.67,1.75,1.66,1.73,1.61,1.47,1.62,1.71,1.52,1.60,1.69,1.78,1.86,1.80,1.90,1.93,1.69,1.76,1.92,1.90,1.86,1.75,1.67,1.61,1.59,1.59,1.18,1.21,1.20,1.16,1.02,1.18,1.27
PB Ratio,15.50,13.60,12.50,15.79,21.64,16.65,13.47,11.45,11.82,11.83,10.36,9.66,8.46,7.23,7.52,5.01,3.84,4.00,4.05,4.37,4.37,4.18,4.24,4.14,3.69,3.64,3.78,3.58,3.38,3.15,2.90,2.63,2.55,2.48,1.82,1.82,1.76,1.64,1.39,1.72,1.84
P/FCF Ratio,9.26,10.67,12.82,14.44,11.92,10.63,9.41,8.85,11.68,14.11,18.12,47.00,-169.72,141.23,57.73,30.54,17.97,15.55,13.71,13.14,13.28,13.94,13.96,14.26,11.98,9.65,11.35,10.31,9.54,10.74,9.91,11.17,14.21,14.49,11.12,11.77,10.62,10.54,8.36,8.47,9.10
P/OCF Ratio,5.13,5.56,6.17,6.34,6.00,5.47,4.93,4.82,6.06,6.89,7.48,10.03,12.77,10.07,9.88,8.88,6.59,6.61,6.47,6.76,7.03,7.00,7.16,7.10,5.93,5.25,5.94,5.82,5.64,6.00,5.53,5.44,5.83,5.80,4.36,4.46,4.23,4.17,3.61,4.23,4.54
Debt / Equity Ratio,8.64,7.38,6.59,9.21,12.14,9.96,8.55,6.68,5.89,5.18,5.21,4.80,4.96,4.67,4.38,2.72,2.34,2.20,2.07,2.13,2.43,2.38,2.22,2.17,2.31,2.14,2.11,2.22,2.52,2.43,2.31,2.18,2.15,2.04,1.99,1.93,1.92,1.87,1.76,1.89,1.89
Quick Ratio,0.62,0.73,0.79,0.90,0.61,0.55,0.50,0.52,0.55,0.47,0.70,0.67,0.79,0.88,0.90,0.77,0.78,0.77,0.78,0.73,0.69,0.70,0.71,0.62,0.75,0.79,0.87,1.16,0.84,0.65,0.78,0.57,0.54,0.52,0.48,0.54,0.53,0.54,0.50,0.51,0.51
Current Ratio,0.92,0.86,0.92,1.05,0.80,0.70,0.63,0.64,0.71,0.61,0.85,0.87,1.02,1.04,1.07,0.91,0.98,0.96,0.97,0.91,0.87,0.87,0.89,0.84,0.99,0.96,1.07,1.38,1.02,0.89,0.97,0.78,0.76,0.76,0.75,0.76,0.75,0.73,0.69,0.69,0.69
Interest Coverage,5.05,6.53,5.43,-2.10,5.92,6.38,6.19,8.18,6.59,2.55,6.25,7.02,5.49,6.62,5.63,3.31,5.94,5.42,6.40,2.04,6.50,5.26,6.92,4.10,6.36,6.55,6.46,6.67,7.31,10.09,11.27,9.15,8.57,9.59,7.83,8.86,6.29,5.66,5.24,-0.22,3.99
Return on Capital (ROIC),Upgrade,18.70%,18.72%,18.35%,10.53%,10.27%,10.12%,10.33%,16.89%,16.60%,15.37%,13.97%,13.97%,12.73%,14.63%,14.71%,31.63%,30.37%,30.91%,31.42%,10.50%,9.22%,9.71%,10.05%,14.13%,13.34%,13.37%,12.82%,10.03%,9.10%,9.21%,9.55%,9.55%,9.45%,9.40%,9.06%,8.73%,8.54%,8.41%,8.43%,6.69%
Dividend Yield,4.40%,4.30%,4.20%,4.60%,4.40%,4.70%,5.10%,4.80%,4.10%,4.00%,4.30%,4.30%,4.70%,5.10%,4.70%,4.40%,4.90%,4.70%,4.40%,4.20%,4.00%,4.20%,4.00%,3.90%,4.50%,4.40%,4.10%,4.20%,4.30%,4.50%,4.60%,4.90%,5.00%,5.00%,6.70%,6.50%,6.60%,7.00%,8.10%,7.00%,6.57%
Payout Ratio,46.10%,52.00%,59.60%,-90.20%,53.40%,52.90%,55.60%,42.50%,53.30%,332.40%,63.50%,52.50%,67.90%,53.90%,64.80%,12.90%,53.20%,59.00%,49.60%,128.30%,49.40%,63.50%,47.90%,49.60%,61.50%,53.90%,58.60%,56.50%,49.40%,44.80%,40.50%,57.70%,58.70%,51.60%,54.70%,41.50%,55.70%,59.30%,57.70%,-103.90%,96.73%
Buyback Yield / Dilution,-19.43%,-44.60%,-44.71%,-44.99%,-20.15%,1.64%,1.95%,1.92%,0.87%,-,-0.20%,0.02%,-0.05%,-0.05%,-0.07%,-0.15%,-0.49%,-1.27%,-1.25%,-1.20%,-0.80%,-0.07%,-0.05%,0.02%,-0.02%,-0.05%,-0.05%,-0.12%,-0.02%,-0.05%,-0.05%,-0.63%,-1.45%,-1.42%,-1.45%,-0.86%,-0.21%,-0.26%,-0.29%,-0.26%,-0.26%
Total Shareholder Return,-15.03%,-40.30%,-40.51%,-40.39%,-15.75%,6.34%,7.05%,6.72%,4.97%,4.00%,4.10%,4.32%,4.65%,5.05%,4.63%,4.25%,4.41%,3.43%,3.15%,3.00%,3.20%,4.13%,3.95%,3.92%,4.48%,4.35%,4.05%,4.08%,4.28%,4.45%,4.55%,4.27%,3.55%,3.58%,5.25%,5.64%,6.39%,6.74%,7.81%,6.74%,6.31%
