,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-03-31,2016-05-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,616.45,673.98,704.9,697.29,664.98,706.55,748.8,722.35,626.26,747.06,951.89,"1,251",919.76,962.24,"1,039","1,054",794.98,833.16,857.67,880.56,883.04,935.15,"1,106","1,988","1,904","1,672","1,918","1,930","1,990","2,137","2,202","2,194","2,156","2,281","2,285","2,253","2,292","2,452","2,476","2,434"
Revenue Growth (YoY),6.52%,9.00%,11.94%,9.96%,7.87%,4.83%,6.23%,3.59%,-5.82%,5.73%,27.12%,73.19%,46.87%,28.80%,9.14%,-15.73%,-13.57%,-13.41%,-17.44%,-16.48%,11.08%,12.24%,28.95%,125.74%,115.57%,78.79%,73.41%,-2.90%,4.54%,27.84%,14.84%,13.67%,8.35%,6.71%,3.77%,2.69%,6.32%,7.52%,8.33%,8.03%
Cost of Revenue,232.94,253.37,259.84,257.8,250.26,254.22,272.67,270.57,248.19,345.68,469.98,624.61,455.94,469.15,493.88,509.07,252.39,264.54,265.01,313.07,305.23,302.28,427.72,"1,039",933.87,893.74,900.92,922.2,925.25,936.31,944.17,968,957.16,962.3,931.25,927.91,947.75,941.95,915.53,922.29
Gross Profit,383.52,420.6,445.06,439.5,414.73,452.33,476.13,451.79,378.07,401.38,481.91,626.4,463.83,493.09,545.02,545.19,542.59,568.62,592.66,567.48,577.81,632.88,678.22,949.18,969.73,778.21,"1,017","1,008","1,065","1,201","1,258","1,226","1,199","1,319","1,354","1,325","1,345","1,511","1,560","1,512"
"Selling, General & Admin",286.22,324.69,320.66,315.51,310.11,348.73,338.36,328.62,283.5,345.18,361.52,508.84,358.86,361.24,372.55,395.61,386.42,377.88,369.5,400.5,378.32,411.15,504.18,753.02,725.75,670.64,726.48,756.02,789.5,838.57,858.08,905.01,823.15,863.18,918.76,919.49,"1,043","1,014","1,002","1,015"
Other Operating Expenses,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.29,0,199.09,0,-105.74,0,242.48
Operating Expenses,286.22,331.69,320.66,315.51,310.11,348.73,338.36,328.62,283.5,345.18,361.52,508.84,358.86,361.24,372.55,395.61,386.42,377.88,369.5,400.5,378.32,411.15,504.18,753.02,725.75,670.64,726.48,756.02,789.5,838.57,858.08,905.01,823.15,"1,848",918.76,"1,119","1,043",907.78,"1,002","1,258"
Operating Income,97.29,88.92,124.4,123.98,104.62,103.6,137.77,123.17,94.57,56.2,120.39,117.56,104.97,131.85,172.47,149.58,156.17,190.74,223.16,166.99,199.49,221.73,174.04,196.16,243.98,107.57,290.42,251.98,275.26,362.56,400.08,320.98,375.95,-529.86,435.37,206.49,301.57,602.74,558.2,253.88
Interest Expense / Income,16.46,9.45,11.01,10.35,13.43,9.65,13.24,14.13,13.08,28.65,45.61,63.38,41.3,48.36,40.76,44.43,45.61,47.72,46.36,55.94,59.08,65.62,96.16,84.05,92.64,82.86,82.98,85.07,83.14,80.56,82.19,87.77,93.28,99.19,135.18,121.78,122.95,191.42,176.09,169.69
Other Expense / Income,2.06,4.55,7.88,9.19,5.59,3.47,5.26,3.02,2.25,2.23,5.25,-36.88,2.54,3.7,5.28,5.47,-5.51,6.09,6.53,4.79,3.93,3.41,-0.55,-13.08,-7.74,-13.45,-56.36,-33.72,-25.24,-42.4,-28.96,-12.68,-14.29,-8.82,-4.53,-212.04,221.06,-35.04,-38.66,-286.38
