,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"2,096","2,131","2,156","2,064","2,010","2,001","1,874","1,758","1,614","1,634","1,612","1,561","1,601","1,614","1,617","1,616","1,618","1,559","1,413","1,412","1,434","1,477","1,347","1,389","1,311","1,161","1,705","1,995","2,077","2,173","2,181","2,224","2,081","2,031","1,939","1,967","1,927","1,969","1,986","1,991"
Revenue Growth (YoY),4.09%,2.19%,8.60%,-2.14%,-4.11%,-6.09%,-13.07%,-14.84%,-19.70%,-18.32%,-13.98%,-11.22%,-0.82%,-1.25%,0.32%,3.50%,1.07%,-3.43%,-12.64%,-12.63%,-11.37%,-5.25%,-4.62%,-1.58%,-8.55%,-21.37%,26.54%,43.62%,58.37%,87.14%,27.92%,11.47%,0.22%,-6.52%,-11.10%,-11.55%,-7.39%,-3.07%,2.43%,1.22%
Gross Profit,"2,096","2,131","2,156","2,064","2,010","2,001","1,874","1,758","1,614","1,634","1,612","1,561","1,601","1,614","1,617","1,616","1,618","1,559","1,413","1,412","1,434","1,477","1,347","1,389","1,311","1,161","1,705","1,995","2,077","2,173","2,181","2,224","2,081","2,031","1,939","1,967","1,927","1,969","1,986","1,991"
"Selling, General & Admin","1,310","1,344","1,320","1,282","1,252","1,231","1,156","1,104","1,077","1,039","1,032",973.9,"1,045","1,050","1,059","1,034","1,062","1,056","1,023","1,000","1,054","1,102","1,032","1,012",966.9,923.9,"1,561","1,528","1,562","1,637","1,592","1,608","1,558","1,545","1,509","1,690","1,586","1,569","1,561","1,699"
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,14.7,4.8,4.4,4.7,40.1,58.2,57.9,58,57.9,58.3,60.4,81.8,81.5,83.2,86,85.4,86.5,85.8
Operating Expenses,"1,310","1,344","1,320","1,282","1,252","1,231","1,156","1,104","1,077","1,039","1,032",973.9,"1,045","1,050","1,059","1,034","1,062","1,056","1,024","1,000","1,054","1,102","1,046","1,016",971.3,928.6,"1,601","1,586","1,620","1,695","1,650","1,666","1,618","1,627","1,591","1,773","1,672","1,654","1,648","1,785"
Operating Income,786,786.8,835.3,782,757.7,769.8,718.1,653.6,537.3,595.4,579.4,586.9,555.5,564.2,557.7,581.1,555.7,503.1,388.3,411.5,379.5,374.9,301,372.9,339.9,232.5,103.6,409.1,456.3,478.1,531.5,557.7,463,404.7,348.5,194,255.1,314.9,338.3,206.5
Interest Expense / Income,11.4,10.9,12.5,11.3,1.7,13.7,12.9,12,12.2,12.3,13.4,13.3,12.6,12.9,12.7,10.8,10,22.1,3.4,6.4,5.7,5.6,4.7,6.1,3.7,5.2,18.4,29.7,15.9,25.7,14.1,19.3,22.9,28.9,27.1,30.9,33.5,34.9,24.4,18.8
Other Expense / Income,-25.2,-54.4,-72.8,-51.8,-86.5,34.5,132.8,-15.9,-17,-50.7,-69.4,-67.5,-70.3,-43.4,-62.1,-69.9,-47.7,-12.8,-124.6,43.2,-104.6,-35.5,-96.6,-81.2,213,-79.2,-66.8,-108.4,-69.5,-69.8,-143.5,-65.9,-16.6,29.9,40.2,-62.8,-65.5,-31.6,-56.6,-138.5
Pretax Income,799.8,830.3,895.6,822.5,842.5,721.6,572.4,657.5,542.1,633.8,635.4,641.1,613.2,594.7,607.1,640.2,593.4,493.8,509.5,361.9,478.4,404.8,392.9,448,123.2,306.5,152,487.8,509.9,522.2,660.9,604.3,456.7,345.9,281.2,225.9,287.1,311.6,370.5,326.2
Income Tax,238.8,251.4,255,256.1,236,217.4,214.2,209.7,181.7,187.4,163.3,200.9,192.5,184.1,181.9,"1,224",150.2,91.8,7,86,110.9,158.9,86.5,97.5,44.1,16.1,73.1,142.5,128.1,83.8,-4.8,151.1,107.1,89.5,48.5,60.3,92.9,84.1,75,74.9
Net Income,561,578.9,640.6,566.4,606.5,504.2,358.2,447.8,360.4,446.4,472.1,440.2,420.7,410.6,425.2,-583.3,443.2,402,502.5,275.9,367.5,245.9,306.4,350.5,79.1,290.4,78.9,345.3,381.8,438.4,665.7,453.2,349.6,256.4,232.7,165.6,194.2,227.5,295.5,251.3
Net Income Growth,-2.06%,4.82%,25.85%,-6.19%,8.11%,-12.90%,-44.08%,-20.94%,-40.58%,-11.46%,31.80%,-1.70%,16.73%,-8.02%,-9.93%,-,5.35%,-2.09%,18.18%,-,-17.08%,-38.83%,-39.02%,27.04%,-78.48%,18.10%,-74.25%,-1.48%,382.68%,50.96%,743.73%,31.25%,-8.43%,-41.51%,-65.04%,-63.46%,-44.45%,-11.27%,26.99%,51.75%
Shares Outstanding (Basic),631,628,625,622,622,619,614,601,593,585,576,569,565,561,558,554,552,540,527,513,510,508,504,498,497,495,495,505,505,504,503,502,502,500,498,500,500,501,499,495
Shares Change,-1.06%,-1.59%,-1.56%,-1.34%,-1.43%,-1.45%,-1.83%,-3.36%,-4.69%,-5.44%,-6.14%,-5.43%,-4.61%,-4.04%,-3.20%,-2.62%,-2.41%,-3.76%,-5.49%,-7.37%,-7.65%,-6.04%,-4.44%,-2.93%,-2.48%,-2.41%,-1.65%,1.31%,1.71%,1.82%,1.51%,-0.55%,-0.65%,-0.87%,-0.89%,-0.45%,-0.35%,0.19%,0.12%,-1.00%
