,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,561,578.9,640.6,566.4,606.5,504.2,358.2,447.8,360.4,446.4,472.1,440.2,420.7,410.6,425.2,-583.3,443.2,402,502.5,275.9,367.5,245.9,306.4,350.5,79.1,290.4,78.9,345.3,381.8,438.4,665.7,453.2,349.6,256.4,232.7,165.6,194.2,227.5,295.5,251.3
Depreciation & Amortization,57.8,53,52.3,55.1,53.7,51,50.4,45.4,37.9,40.3,38.7,37,37.9,40.3,37.1,40,38.8,40.4,37.9,42,39.6,45.9,51.7,47.1,44.6,40.8,76.3,99,100.3,104.5,85,99.1,97.3,122.5,123.7,120.7,126.4,123,125.3,124.9
Share-Based Compensation,33.4,32.6,30.8,33.5,39.3,33.7,33.5,34,36,33.4,28.9,30.4,32.9,31.7,29.3,30.3,30.9,28.3,28.3,31.2,28.2,28.7,23.4,28,29.8,29.1,35.4,41,45.2,40.4,45.3,59.4,53.1,48.4,47.3,69.5,52.5,15.9,44.7,66.8
Other Operating Activities,-337.5,107,3.4,-82.6,-150.5,104.6,-5,-232,-299.8,215.6,22.6,-61.4,-323.4,-138.6,-314.5,833.4,63.7,140.8,152.5,-94.3,-245.9,-595.4,-282.3,-393.9,-44.2,201.3,190.1,-194.1,-272.2,-390.3,-289.9,-445.3,-395.9,392.5,462.7,-612.1,-406.5,288.6,307.9,-694.9
Operating Cash Flow,314.7,771.5,727.1,572.4,549,693.5,437.1,295.2,134.5,735.7,562.3,446.2,168.1,344,177.1,320.4,576.6,611.5,721.2,254.8,189.4,-274.9,99.2,31.7,109.3,561.6,380.7,291.2,255.1,193,506.1,166.4,104.1,819.8,866.4,-256.3,-33.4,655,773.4,-251.9
Operating Cash Flow Growth,-35.17%,2.08%,43.10%,76.29%,74.45%,-10.11%,-39.88%,-48.43%,-75.50%,6.09%,28.64%,51.15%,24.98%,-53.24%,-68.50%,-28.19%,243.01%,77.76%,307.23%,-20.47%,-67.15%,-,-86.25%,-87.56%,-42.29%,-,283.77%,818.61%,133.39%,-65.63%,32.94%,-42.86%,-59.19%,324.77%,71.19%,-,-,-20.10%,-10.73%,-
Capital Expenditures,-13.4,-9.8,-14.9,-16.1,-13.6,-13.8,-25.3,-19.1,-16,-26.3,-36.2,-12.8,-16,-20.2,-25.9,-19.2,-24.5,-27.8,-35,-25.7,-46.5,-130.4,-31.1,-25.7,-47.8,-11.8,-18.4,-13.6,-7.2,-14.1,-44.4,-16.7,-25.8,-13.1,-34.7,-27.4,-15.4,-78.7,-27.3,-19.5
Acquisitions,-114.9,-1.9,150.8,-0.1,0.1,0,205,13.1,39,91.7,-143.8,0,-14,0,0,0,-9.7,-87.3,10.2,0,-684.2,0,190.7,-1,-18.8,-62,"-3,739.6",2.8,7.8,5,-4.3,-368.4,8.7,-974.1,-1,-490.8,-4.2,-241.8,4.3,-60.8
Change in Investments,14.4,294.1,-29.6,106.7,30.1,142,-166.1,95.2,-13.2,-72.4,280.2,3.6,162.5,11,13,-39.4,-88.7,23.8,7.2,-73.4,95.6,-144.2,-426.2,-2.9,102.3,-396.5,160.3,-800.8,-466.9,-649,-631.2,-343.5,-405.6,-541.4,-613.6,-524.4,"-1,132.8",-735.7,-307.9,-57.3
Other Investing Activities,-,-,-,-,-,-,-,-,-,-,-,-49.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
