,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"34,179","36,306","34,147","34,461","31,912","30,328","22,871","22,147","23,143","19,519","20,493","22,513","23,823","25,141","24,823","24,001","19,133","17,314","16,028","15,218","16,885","17,663","14,536","12,940","8,293","10,387","10,081","12,610","14,960","16,133","14,945","16,805","14,019","11,653","10,725","13,178","13,480","13,378","12,265","14,734","14,359"
Market Cap Growth,6.64%,25.54%,6.35%,-5.37%,-6.63%,-16.46%,-33.02%,-35.73%,-27.48%,-35.64%,-10.40%,1.65%,2.94%,28.80%,21.13%,6.61%,-19.69%,-31.13%,-35.43%,-36.59%,-11.75%,2.02%,-9.31%,-14.97%,-50.88%,-41.20%,-30.65%,-2.55%,80.39%,55.33%,48.25%,33.27%,-6.29%,-27.77%,-28.24%,-21.58%,-3.85%,14.80%,14.36%,11.80%,-
Enterprise Value,"29,498","30,798","28,700","28,675","26,268","24,105","16,658","15,998","17,268","13,441","14,093","15,793","16,727","17,783","17,171","16,126","11,485","11,389","9,846","9,290","11,670","12,634","9,326","8,078","3,877","5,094","12,529","13,930","16,413","18,975","17,886","20,324","17,955","16,609","15,305","18,750","20,241","20,833","19,615","22,606","22,232"
PE Ratio,15.35,16.12,14.32,14.68,13.34,13.09,11.24,11.56,13.85,12.10,11.87,13.10,13.39,14.42,14.63,35.65,27.50,25.20,20.97,9.37,10.91,12.69,12.16,10.19,8.45,10.12,12.62,15.89,13.65,12.97,8.16,8.67,7.35,6.76,8.30,13.12,15.88,16.32,13.89,15.21,14.35
PS Ratio,4.13,4.36,4.02,4.08,3.82,3.69,2.88,2.90,3.19,2.84,3.10,3.51,3.72,3.94,3.88,3.72,2.96,2.70,2.58,2.54,2.90,3.08,2.56,2.29,1.50,1.99,1.81,2.04,2.16,2.03,1.77,1.94,1.62,1.37,1.30,1.64,1.71,1.72,1.56,1.87,1.82
PB Ratio,3.15,3.21,2.95,2.98,2.70,2.51,1.93,1.88,1.97,1.66,1.72,1.88,1.95,2.03,1.97,2.04,1.90,1.76,1.62,1.56,1.71,1.78,1.47,1.28,0.84,1.03,1.00,1.21,1.42,1.48,1.33,1.46,1.22,1.01,0.94,1.13,1.14,1.12,1.03,1.23,1.20
P/FCF Ratio,18.57,19.52,16.38,14.78,12.44,12.21,10.48,11.64,15.57,12.88,12.57,12.60,13.08,17.52,23.41,25.85,14.40,10.90,7.55,7.42,10.28,27.05,417.70,-68.72,-30.75,15.15,10.29,10.08,10.41,15.12,12.82,16.19,16.14,7.79,5.75,9.20,10.32,12.44,12.39,14.70,14.33
P/OCF Ratio,17.96,18.92,15.97,14.44,12.18,11.93,10.16,11.21,14.83,12.18,11.86,11.98,12.46,16.53,21.86,23.77,13.49,10.27,7.19,7.03,9.50,19.84,54.14,285.02,-239.00,12.95,9.31,9.39,10.05,14.40,12.00,15.00,14.46,7.30,5.48,8.59,9.65,10.86,10.77,12.89,12.56
Debt / Equity Ratio,0.21,0.19,0.19,0.18,0.21,0.18,0.18,0.18,0.18,0.18,0.17,0.14,0.14,0.12,0.09,0.09,0.11,0.07,0.07,0.07,0.07,0.07,0.08,0.11,0.16,0.17,0.64,0.55,0.55,0.66,0.68,0.70,0.78,0.82,0.82,0.86,0.93,0.99,0.99,0.98,0.98
Interest Coverage,71.16,77.17,72.65,73.79,496.59,53.67,45.37,55.79,45.43,52.53,48.42,49.20,49.67,47.10,48.80,60.28,60.34,23.34,150.85,57.55,84.93,73.29,84.60,74.44,34.30,59.94,9.26,17.42,33.07,21.32,47.87,32.31,20.94,12.97,11.38,8.31,9.57,9.93,16.18,18.35,12.61
Return on Capital (ROIC),Upgrade,16.82%,16.25%,16.53%,16.37%,15.59%,15.53%,14.80%,14.23%,12.84%,11.98%,11.79%,11.75%,11.78%,11.60%,11.40%,4.92%,5.98%,6.47%,6.38%,14.52%,13.17%,11.43%,10.02%,9.34%,8.44%,8.18%,4.74%,4.84%,5.53%,6.01%,8.33%,8.65%,8.34%,7.67%,6.53%,4.99%,3.95%,3.50%,3.44%,3.50%
Dividend Yield,0.80%,0.80%,0.90%,0.90%,1.10%,1.20%,1.60%,1.70%,1.70%,2.10%,2.00%,1.90%,1.80%,1.70%,1.80%,1.90%,11.10%,12.10%,12.90%,13.30%,3.00%,2.90%,3.60%,4.00%,6.40%,3.80%,5.30%,4.40%,3.70%,4.30%,3.80%,3.40%,4.10%,4.90%,5.40%,4.40%,4.40%,4.50%,4.90%,3.00%,4.55%
Payout Ratio,13.50%,13.00%,11.80%,16.50%,15.30%,18.30%,25.40%,24.30%,29.50%,23.40%,22.00%,26.00%,27.00%,27.40%,26.30%,-21.70%,408.90%,30.70%,24.50%,48.10%,36.10%,54.20%,42.60%,38.60%,168.80%,0.00%,360.00%,41.80%,37.80%,32.60%,21.40%,32.60%,42.60%,58.00%,63.00%,93.80%,78.90%,68.20%,51.70%,0.00%,65.26%
Buyback Yield / Dilution,1.06%,1.59%,1.56%,1.34%,1.43%,1.45%,1.83%,3.36%,4.69%,5.44%,6.14%,5.43%,4.61%,4.04%,3.20%,2.62%,2.41%,3.76%,5.49%,7.37%,7.65%,6.04%,4.44%,2.93%,2.48%,2.41%,1.65%,-1.31%,-1.71%,-1.82%,-1.51%,0.55%,0.65%,0.87%,0.89%,0.45%,0.35%,-0.19%,-0.12%,1.00%,1.00%
Total Shareholder Return,1.86%,2.39%,2.46%,2.24%,2.53%,2.65%,3.43%,5.06%,6.39%,7.54%,8.14%,7.33%,6.41%,5.74%,5.00%,4.52%,13.51%,15.86%,18.39%,20.67%,10.65%,8.94%,8.04%,6.93%,8.88%,6.21%,6.95%,3.09%,1.99%,2.48%,2.29%,3.95%,4.75%,5.77%,6.29%,4.85%,4.75%,4.31%,4.78%,4.00%,5.54%
