,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,346.5,560,390,493,190.8,629.2,430,518.3,469.6,501.2,502.1,-765.8,373.4,592.2,375,544.7,400.7,454.4,528.4,577.6,363.4,572.8,461.3,733.5,153.5,495.2,520.8,748.6,435.5,575,578.2,796,538.9,714.7,524.5,683.7,384.3,397,521.2,953.7
Depreciation & Amortization,402.5,491,443,484,479.6,495.4,497.7,534.9,481.7,497.1,513.8,539.3,412.1,481.9,485.5,518.5,511.3,539.7,553.2,602.6,591.1,605.8,622.6,645.2,777.4,706.3,713.7,678.7,720.6,729.1,674.5,700.3,857.2,792.4,802.6,821.8,786,775.5,741.6,792.3
Other Operating Activities,316.7,82,231,541,228.1,133.3,17.9,664.1,-53.6,-198.4,-92.5,"1,922",315.3,-267.3,49.7,344,234.2,-191.9,123,745.6,336.1,-370.3,-91.4,170.4,-10.7,-585.8,-104,-251.3,-245.4,"-1,421.3",-91.6,432.8,-529.2,115.1,41.4,237,-615.5,-454.7,-99,48.1
Operating Cash Flow,"1,066","1,133","1,064","1,518",898.5,"1,258",945.6,"1,717",897.7,799.9,923.4,"1,695","1,101",806.8,910.2,"1,407","1,146",802.2,"1,205","1,926","1,291",808.3,992.5,"1,549",920.2,615.7,"1,131","1,176",910.7,-117.2,"1,161","1,929",866.9,"1,622","1,369","1,743",554.8,717.8,"1,164","1,794"
Operating Cash Flow Growth,19.47%,49.87%,40.00%,-0.39%,-15.69%,11.02%,-11.13%,13.13%,-0.09%,-36.41%,-2.35%,-1.29%,22.62%,0.86%,-1.43%,-16.99%,4.12%,-0.57%,32.34%,36.85%,12.60%,0.76%,-17.61%,-19.56%,-28.70%,-23.83%,13.90%,-24.08%,-1.03%,-,2.71%,64.04%,-4.81%,-,17.86%,-9.67%,-36.00%,-55.75%,-14.96%,2.96%
Capital Expenditures,"-1,135.4",-907,-976,"-1,014","-1,233","-1,077","-1,104.5","-1,101.2","-1,225.3","-1,203.5","-1,082.3","-1,101.2","-1,394.1",793.8,"-1,144.6","-1,267.8","-1,913.1","-1,905.8","-1,317.6","-1,465","-1,622.5","-1,565.4","-1,421.3","-1,349.3","-1,715.4","-1,792.7","-1,452.2","-1,445.5","-1,555.9","-1,595.6","-1,303.5","-1,302.3","-1,572.6","-2,893.9","-1,451.5","-1,610.4","-1,923.2","-2,235.8","-1,959.6","-1,725.7"
Acquisitions,-40,-43,-2,0,-19.8,0,0,0,-5.3,0,0,0,-107.9,0,0,0,0,0,0,0,0,0,-581.2,-340.1,2.9,0,0,0,71.1,0,-256.8,-378.6,101.5,0,208.5,7.2,2.3,0,1,"1,335"
Change in Investments,-75.2,27,-78,43,-79.3,75.5,-70.5,23.7,-93,108.5,-48,21.2,-126.3,-18.1,-11,-18.1,-11.2,-17.3,-14.1,-8.9,-17.5,-18.5,-17.5,-41.3,-4.5,2.9,-20,-19.4,2,-12.1,-18.9,-9.6,-13.1,-11.1,1.2,-24.9,-5.6,-19.7,-9.6,-30.3
Other Investing Activities,-47.6,-58,-31,-40,5.1,-15.1,1.2,22,545.7,-43.3,-31.1,-49,10.4,0.5,-17.4,-40,-9.4,-4.7,20.6,24.1,-24.9,1.1,7.8,-31.9,-69.9,23.8,-9.4,5.2,-43.8,-26.5,-16.4,14.1,-43.5,11.8,-64,4.6,-2.8,10.3,-52.1,43.4
Investing Cash Flow,"-1,298.2",-981,"-1,087","-1,011","-1,327","-1,016.6","-1,173.8","-1,055.5",-777.9,"-1,138.3","-1,161.4","-1,129","-1,617.9",776.2,"-1,173","-1,325.9","-1,933.7","-1,927.8","-1,311.1","-1,449.8","-1,664.9","-1,582.8","-2,012.2","-1,762.6","-1,786.9","-1,766","-1,481.6","-1,459.7","-1,526.6","-1,634.2","-1,595.6","-1,676.4","-1,527.7","-2,893.2","-1,305.8","-1,623.5","-1,929.3","-2,245.2","-2,020.3",-378
