,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"22,776","24,711","27,220","25,513","29,707","27,529","25,952","27,893","28,600","32,606","34,436","31,573","30,958","33,009","34,159","34,547","36,188","33,747","34,107","34,939","36,855","41,309","43,427","46,264","46,683","39,524","39,468","40,551","41,334","42,062","42,274","40,610","44,810","50,305","49,269","44,412","48,791","46,757","43,345","38,752","42,780"
Market Cap Growth,9.97%,4.63%,25.06%,20.91%,30.43%,11.40%,-4.66%,9.33%,-3.73%,18.44%,32.69%,13.19%,8.25%,1.24%,-0.80%,9.42%,16.89%,2.24%,-0.15%,1.14%,1.84%,22.41%,27.33%,32.41%,26.67%,-4.32%,-9.12%,-12.35%,-11.46%,6.42%,7.11%,0.15%,8.41%,19.60%,16.55%,9.36%,8.89%,-7.05%,-12.02%,-12.75%,-
Enterprise Value,"41,439","43,528","46,260","44,341","49,017","47,130","46,084","47,608","48,409","53,155","55,486","52,264","52,385","53,331","55,073","55,673","58,425","57,382","58,178","58,854","61,508","68,150","71,597","74,997","76,581","70,995","71,548","73,269","75,126","77,798","78,749","76,876","80,797","87,274","86,689","82,017","89,627","89,587","87,452","80,985","85,014"
PE Ratio,15.38,14.73,15.74,14.26,18.18,16.17,14.89,15.77,13.97,16.99,17.29,44.65,50.68,47.03,59.43,18.32,18.92,19.01,17.69,17.82,19.16,20.23,21.99,21.71,24.30,21.44,20.74,21.14,18.79,18.45,18.09,17.03,18.01,19.14,19.14,18.04,21.15,23.50,21.82,17.18,18.70
PS Ratio,1.54,1.58,1.69,1.59,1.81,1.66,1.58,1.67,1.74,2.05,2.15,1.95,1.89,2.03,2.14,2.24,2.35,2.17,2.13,2.16,2.28,2.55,2.76,2.94,3.00,2.59,2.60,2.72,2.77,2.72,2.68,2.49,2.67,2.94,2.75,2.36,2.48,2.37,2.23,2.01,2.22
PB Ratio,1.42,1.51,1.64,1.51,1.77,1.60,1.49,1.58,1.60,1.80,1.87,1.82,1.78,1.87,1.92,1.91,1.98,1.83,1.82,1.84,1.94,2.15,2.26,2.35,2.38,2.00,1.97,1.99,2.01,2.01,1.98,1.82,2.00,2.11,2.05,1.83,2.04,1.97,1.81,1.53,1.69
P/FCF Ratio,46.55,30.80,29.45,34.10,61.44,62.79,135.52,91.87,92.11,-119.00,-125.68,-106.63,-118.25,18.94,20.49,28.50,48.99,-17.17,-18.50,-22.95,-33.88,-55.73,-41.09,-35.10,-26.21,-17.96,-18.85,-15.82,-17.13,-14.26,-15.26,-21.68,-23.17,-33.69,-34.37,-23.03,-18.83,-16.48,-12.21,-10.72,-10.72
P/OCF Ratio,5.55,5.51,5.69,5.34,6.44,5.81,5.62,5.79,5.94,7.48,7.94,7.31,6.85,7.29,7.57,8.18,8.47,7.91,7.48,6.88,7.06,7.90,8.66,9.97,10.93,9.69,9.36,10.55,10.78,13.57,13.50,10.46,11.67,9.02,8.51,7.93,9.23,10.67,10.37,9.16,10.11
Debt / Equity Ratio,1.19,1.18,1.18,1.15,1.18,1.16,1.19,1.14,1.14,1.16,1.18,1.22,1.26,1.17,1.20,1.21,1.25,1.30,1.32,1.32,1.33,1.43,1.49,1.49,1.56,1.69,1.64,1.64,1.68,1.73,1.73,1.70,1.63,1.59,1.59,1.58,1.74,1.83,1.87,1.69,1.69
Quick Ratio,0.38,0.39,0.33,0.32,0.30,0.33,0.37,0.33,0.31,0.29,0.30,0.30,0.26,0.27,0.26,0.33,0.30,0.25,0.31,0.38,0.29,0.30,0.28,0.29,0.23,0.31,0.25,0.28,0.25,0.23,0.25,0.37,0.21,0.21,0.25,0.27,0.26,0.23,0.22,0.28,0.28
