,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,331.55,364.51,384.67,424.59,413.25,425.73,450.13,507.33,457.55,403.62,418.65,417.94,456.26,291.66,321.58,328.89,383.82,407.27,403.01,434.52,431.53,455.89,580.68,561.07,660.67,603.55,607.58,840.33,662.21,673.47,732.84,859.9,470.78,802.32,596.58,517.94,434.22,464.14,390,457.85
Short-Term Investments,277.37,276.83,262.91,277.99,284.38,284.96,277.51,278.75,332.93,349.26,377.15,392.39,387.74,386.97,395.83,392.12,376.71,361.22,420.8,431.61,418.83,408.66,406.73,423.74,459.53,438.71,429.79,319.66,334.47,351.96,434.12,482.76,404.7,"1,277","1,377","1,338","1,362","1,393","1,338","1,307"
Cash & Cash Equivalents,608.92,641.33,647.58,702.58,697.64,710.69,727.65,786.08,790.48,752.87,795.81,810.33,844,678.64,717.41,721.02,760.54,768.49,823.81,866.13,850.36,864.55,987.42,984.81,"1,120","1,042","1,037","1,160",996.68,"1,025","1,167","1,343",875.48,"2,079","1,973","1,856","1,796","1,857","1,728","1,765"
Cash Growth,-33.89%,-23.36%,-22.39%,25.05%,14.57%,10.81%,12.36%,11.88%,13.31%,5.94%,9.37%,3.08%,6.77%,-9.86%,-9.85%,-11.02%,-9.89%,13.24%,14.83%,20.13%,11.81%,12.50%,19.86%,13.70%,31.73%,20.56%,5.06%,17.79%,-11.03%,-1.62%,12.49%,15.75%,-12.16%,102.75%,69.09%,38.21%,105.17%,-10.68%,-12.41%,-4.91%
Receivables,422.66,383.93,378.89,354.4,377.64,342.22,354.16,341.55,391.49,381.1,366.28,367.66,372.35,373.44,392.84,419.71,464.85,430.36,404.09,381.53,392.44,391.7,377.9,356.03,392.67,380.48,369.77,402.24,419.42,408.14,399.31,417.71,423.54,464.11,450.32,432.3,494.65,498.27,491.58,457.4
Inventory,516.25,513.85,520.64,516.05,471,478.38,500.98,512.74,490.22,533.31,541.51,556.36,524.96,559.82,580.58,601.57,594.8,612.22,591.43,601.05,583.82,590.44,589.9,587.99,554.01,557.03,628.4,640.23,622.25,605.16,598.99,588.91,572.24,605.49,657.13,685.85,719.32,752.94,776.6,775.82
Other Current Assets,209.65,227.7,220.38,191.42,170.1,170.56,159.15,154.05,105.41,107.98,102.09,115.76,103.22,120.67,135.69,150.16,156.46,166.05,173,185.49,196.86,184.96,132.72,118.81,113.27,102.82,97.05,121.41,101.48,136.6,123.84,117,119.23,154.78,169.02,166.32,147.78,169.03,142.45,149
Total Current Assets,"1,757","1,767","1,767","1,764","1,716","1,702","1,742","1,794","1,778","1,775","1,806","1,850","1,845","1,733","1,827","1,892","1,977","1,977","1,992","2,034","2,023","2,032","2,088","2,048","2,180","2,083","2,133","2,324","2,140","2,175","2,289","2,466","1,990","3,303","3,250","3,140","3,158","3,277","3,139","3,147"
"Property, Plant & Equipment",414.4,430.88,440.33,420.9,428.84,428.3,439.64,433.82,437.69,449.23,457.69,474.67,488.61,505.1,503.33,500.69,493.5,499.71,490.25,484.32,508.69,724.55,714.69,713.39,701.21,686.66,679.02,677.6,693.51,678.94,672.23,680.84,716.44,684.2,656.47,632.7,679.56,680.55,687.94,711.4
Long-Term Investments,377.87,420.24,382.91,364.13,389.31,400.26,541.73,663.53,719.84,711.44,810.46,903.66,830.79,955.62,"1,041","1,033","1,028","2,982","3,171","3,474","2,656","3,672","4,417","3,932","4,638","5,435","6,703","8,440","9,561","10,503","11,580","16,231","14,387","9,689","8,088","7,459","8,831","8,879","7,311","7,218"
Goodwill and Intangibles,783.96,776.97,827.77,786.98,754.67,746.39,751.78,728.61,709.97,751.85,736.02,727.48,638.72,706.81,715.11,701.84,680.18,678.57,658.06,652.57,352.89,369.92,362.88,411.05,409.66,402.45,502.87,497.22,491.41,483.68,476.77,468.99,601.28,592.87,587.07,724.67,738.64,735.59,740.23,721.14
Other Long-Term Assets,55.08,46.48,49.25,49.57,52.1,49.4,50.26,46.02,64.62,65.64,64.78,63.82,47.85,52.67,57.54,57.95,94.95,77.75,74.76,73.26,70.3,64.89,64.2,73.33,79.64,77.9,79.8,82.35,86.72,92.19,99.07,106.63,104.19,103.93,100.89,101.77,94.6,95.51,100.06,98.47
Total Long-Term Assets,"1,631","1,675","1,700","1,622","1,625","1,624","1,783","1,872","1,932","1,978","2,069","2,170","2,006","2,220","2,317","2,293","2,296","4,238","4,394","4,684","3,588","4,831","5,559","5,129","5,829","6,602","7,965","9,697","10,833","11,758","12,828","17,487","15,809","11,070","9,432","8,918","10,344","10,390","8,839","8,749"
Total Assets,"3,389","3,441","3,468","3,386","3,341","3,326","3,525","3,666","3,710","3,753","3,875","4,020","3,851","3,953","4,143","4,186","4,273","6,215","6,386","6,719","5,611","6,863","7,647","7,177","8,009","8,684","10,097","12,021","12,973","13,933","15,118","19,953","17,799","14,374","12,682","12,058","13,502","13,667","11,978","11,896"
Accounts Payable,148.51,130.86,125.46,126.64,128.61,250.81,239.85,268.23,122.39,241.25,256.11,280.45,133.11,231.49,277.57,273.96,135.18,259.37,261.72,257.03,122.45,239.02,246.81,249.84,107.01,118.22,130.91,132.99,139.45,138.49,133.46,136.4,141.94,160.65,158.26,142.75,135.04,160.98,149.54,111.86
Deferred Revenue,26.39,0,0,0,26.72,0,0,0,29.68,0,0,4.4,31,0,0,0,28.23,0,0,0,26.94,0,0,0,33.74,0,0,0,42.47,0,0,0,50.85,0,0,0,0,0,0,0
