,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"10,771","10,338","11,279","10,256","9,819","9,029","9,314","6,685","6,439","7,785","8,224","8,469","7,660","7,370","7,334","7,276","7,152","7,509","8,869","9,264","9,577","11,975","11,124","10,847","13,211","9,031","9,635","12,046","15,631","17,842","17,369","15,213","16,201","17,172","14,032","15,095","19,210","16,105","13,875","10,178","11,230"
Market Cap Growth,35.31%,10.28%,26.01%,4.06%,-8.84%,-12.66%,-17.42%,-34.82%,-34.42%,-13.78%,-11.70%,26.69%,18.95%,-5.33%,-10.82%,-14.09%,-6.63%,1.89%,20.93%,27.32%,33.90%,59.47%,25.42%,17.10%,37.95%,-24.59%,-13.39%,11.05%,18.31%,97.56%,80.28%,26.30%,3.65%,-3.75%,-19.22%,-0.77%,18.57%,-6.21%,-1.11%,-32.57%,-
Enterprise Value,"28,913","29,200","30,581","28,479","28,146","27,193","28,308","25,152","24,499","26,235","26,945","27,088","25,063","25,264","25,835","26,911","25,470","24,951","26,085","26,631","27,023","29,362","28,862","28,674","31,619","27,823","28,805","31,129","33,791","35,328","35,479","33,393","33,421","35,594","33,326","34,762","40,068","38,217","37,866","34,901","35,959"
PE Ratio,94.48,-397.60,-187.98,28.73,12.77,9.32,10.29,11.20,21.04,26.84,-31.51,-31.84,-6.78,-5.76,-9.85,-9.47,-6.16,-16.58,-41.06,-34.69,7.96,17.79,27.81,21.31,43.60,30.82,49.92,-34.42,339.80,-72.53,-128.66,28.12,-39.61,-117.62,-39.75,-54.89,-35.18,-31.58,-37.50,-18.18,-18.18
PS Ratio,0.68,0.65,0.69,0.61,0.61,0.57,0.61,0.47,0.57,0.72,0.80,0.82,0.75,0.77,0.82,0.90,0.68,0.70,0.84,0.86,0.89,1.13,1.05,1.05,1.30,0.91,1.00,1.26,1.62,1.79,1.66,1.39,1.45,1.51,1.20,1.23,1.52,1.24,1.07,0.80,0.88
PB Ratio,2.49,2.47,2.68,2.33,2.30,2.25,2.41,1.87,2.05,2.43,2.97,2.94,2.74,2.46,2.43,2.28,2.90,2.35,2.68,2.80,2.99,3.70,3.47,3.46,4.41,3.56,3.91,6.01,5.93,5.28,5.32,4.37,5.79,5.64,4.68,4.43,7.88,6.82,5.57,3.66,4.04
P/FCF Ratio,14.82,31.14,-239.98,-65.74,-43.64,-39.43,-26.77,-28.57,-37.01,-,76.15,27.86,54.71,9.38,25.92,28.65,21.87,66.45,21.74,30.67,43.14,30.86,45.22,38.74,216.58,-27.53,-385.38,19.24,18.28,20.30,28.85,-1267.75,-75.71,-49.92,-22.89,-13.47,-10.46,-6.57,-4.27,-2.71,-2.71
P/OCF Ratio,3.97,4.46,5.69,5.42,5.48,4.50,4.83,3.21,3.02,3.33,2.83,3.01,2.64,2.49,2.94,3.01,2.86,3.25,3.61,3.73,4.09,4.76,4.55,4.45,5.36,4.20,4.24,4.34,5.67,6.77,6.84,7.43,8.52,8.15,6.49,6.95,7.08,5.59,4.57,3.02,3.33
Debt / Equity Ratio,4.86,5.12,5.16,4.79,4.88,5.07,5.37,5.80,6.38,6.42,7.51,7.23,6.96,6.80,6.87,6.92,8.10,6.17,5.92,5.87,6.01,6.09,6.16,6.29,6.73,8.31,8.68,10.65,7.55,5.89,6.13,5.75,6.68,6.65,7.14,6.51,9.64,10.51,10.65,9.86,9.86
Quick Ratio,0.69,0.66,0.77,0.79,0.75,0.77,0.71,0.72,0.62,0.71,0.67,0.75,0.66,0.87,0.69,0.71,0.52,0.77,0.95,0.87,0.78,0.89,0.88,0.69,0.64,0.69,0.66,0.63,0.56,0.74,0.75,0.69,0.61,0.58,0.63,0.73,0.68,0.68,0.56,0.50,0.50
