,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"3,975","3,891","3,952","4,939","4,308","3,899","4,217","4,550","4,167","3,974","4,169","4,810","4,713","4,268","4,250","4,517","4,100","4,056","4,234","4,381","4,088","4,011","3,943","4,432","4,743","4,306","4,533","4,882","4,748","4,716","5,215","5,465","5,246","5,798","5,118","5,394","5,370","6,209","5,290","5,888"
Revenue Growth (YoY),3.79%,5.96%,4.66%,18.30%,8.38%,0.21%,6.71%,-7.88%,-3.27%,1.92%,-1.14%,5.71%,13.10%,7.40%,1.94%,-6.09%,-13.01%,-4.97%,-0.38%,-3.01%,-0.29%,-1.11%,-6.87%,1.16%,16.02%,7.35%,14.96%,10.15%,0.11%,9.52%,15.05%,11.94%,10.49%,22.94%,-1.86%,-1.30%,2.36%,7.09%,3.36%,9.16%
Cost of Revenue,"3,107","2,869","2,877","3,203","3,258","3,197","2,879","3,352","3,285","3,182","3,069","3,476","2,979","2,689","2,849","2,868","2,963","2,712","2,828","2,936","3,176","3,025","2,887","3,344","3,298","2,796","3,034","3,494","3,258","3,233","3,617","4,104","3,627","4,173","3,430","3,539","3,523","4,115","3,382","4,143"
Gross Profit,868,"1,022","1,075","1,736","1,050",702,"1,338","1,198",882,792,"1,100","1,334","1,734","1,579","1,401","1,649","1,137","1,344","1,406","1,445",912,986,"1,056","1,088","1,445","1,510","1,499","1,388","1,490","1,483","1,598","1,361","1,619","1,625","1,688","1,855","1,847","2,094","1,908","1,745"
Other Operating Expenses,535,538,557,671,667,631,651,653,677,697,699,694,790,712,666,763,720,745,"2,871",749,"10,442",924,"4,752","3,461","5,878","1,031","2,841","1,127","1,092","1,179",975,"1,057",978,"1,089","1,243","1,129","1,717","1,465","1,402","1,344"
Operating Expenses,535,538,557,671,667,631,651,653,677,697,699,694,790,712,666,763,720,745,"2,871",749,"10,442",924,"4,752","3,461","5,878","1,031","2,841","1,127","1,092","1,179",975,"1,057",978,"1,089","1,243","1,129","1,717","1,465","1,402","1,344"
Operating Income,333,484,518,"1,065",383,71,687,545,205,95,401,640,944,867,735,886,417,599,"-1,465",696,"-9,530",62,"-3,696","-2,373","-4,433",479,"-1,342",261,398,304,623,304,641,536,445,726,130,629,506,401
Interest Expense / Income,183,185,188,174,187,189,192,194,198,203,207,211,208,218,225,220,225,220,226,232,251,103,60,52,719,254,199,391,416,408,398,399,396,419,411,525,562,602,640,682
Other Expense / Income,39,-19,-41,-35,30,-56,-17,-23,-16,-28,-24,-29,-116,-36,-30,-44,-30,-114,-114,-115,-143,-93,-84,-77,-67,-110,-108,-104,-186,-126,-139,-129,-69,-154,6,-158,-236,-194,-205,-213
Pretax Income,111,318,371,926,166,-62,512,374,23,-80,218,458,852,685,540,710,222,493,"-1,577",579,"-9,638",52,"-3,672","-2,348","-5,085",335,"-1,433",-26,168,22,364,34,314,271,28,359,-196,221,71,-68
