,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,86,227,267,811,131,31,402,307,134,107,206,388,692,576,406,550,114,442,-984,564,"-6,873",136,"-2,553","-1,619","-3,617",371,"-1,972",83,200,120,397,"-1,091",472,475,356,456,513,569,406,348
Depreciation & Amortization,535,538,557,671,667,631,651,653,677,697,699,694,665,712,712,710,720,752,746,759,779,797,796,840,801,855,874,845,894,888,851,801,863,972,941,"1,002",941,"1,077",997,811
Other Operating Activities,-27,6,-315,195,-65,418,-274,123,27,284,-178,386,-231,286,64,721,406,318,"1,479",160,"6,610","1,311","2,270","2,089","3,565",379,"2,784","-23,438","-1,005",190,"-1,216","1,113","-1,126",214,"-1,319",-385,-445,-461,-128,651
Operating Cash Flow,594,771,509,"1,677",733,"1,080",779,"1,083",838,"1,088",727,"1,468","1,126","1,574","1,182","1,981","1,240","1,512","1,241","1,483",516,"2,244",513,"1,310",749,"1,605","1,686","-22,510",89,"1,198",32,823,209,"1,661",-22,"1,073","1,009","1,185","1,275","1,810"
Operating Cash Flow Growth,-58.46%,-11.28%,-13.73%,22.05%,23.40%,40.08%,53.05%,-35.42%,14.32%,0.74%,-6.68%,35.55%,34.37%,44.67%,62.59%,34.95%,10.12%,-3.94%,4.99%,-25.14%,-58.39%,48.41%,-58.66%,-11.67%,45.16%,-28.48%,228.65%,-,-88.12%,-25.36%,-98.10%,-,134.83%,38.65%,-,30.38%,382.78%,-28.66%,-,68.69%
Capital Expenditures,"-1,326","-1,197","-1,123","-1,244","-1,269","-1,191","-1,219","-1,252","-1,511","-1,229","-1,422","-1,477","-1,581","-1,216","-1,258","-1,464","-1,703","-1,470","-1,427","-1,695","-1,922","-1,224","-1,186","-1,782","-2,121","-1,641","-1,758","-2,076","-2,215","-1,778","-1,842","-1,848","-2,221","-2,310","-2,229","-2,872","-2,173","-2,288","-2,392","-2,421"
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0
Change in Investments,13,-6,10,-10,8,-88,-12,-1,-23,-24,-17,10,-26,-23,0,-5,-4,-11,-2,-31,-29,-26,-4,-36,-10,-19,-31,-9,-13,-27,31,-15,-13,-26,-431,-475,268,143,110,126
Other Investing Activities,19,14,9,86,8,7,17,5,57,3,3,70,-63,4,4,8,7,6,9,4,4,3,3,2,3,5,3,2,4,9,39,4,7,6,10,9,9,5,2,4
Investing Cash Flow,"-1,294","-1,189","-1,104","-1,168","-1,253","-1,272","-1,214","-1,248","-1,477","-1,250","-1,436","-1,397","-1,670","-1,235","-1,254","-1,461","-1,700","-1,475","-1,420","-1,722","-1,947","-1,247","-1,187","-1,816","-2,128","-1,655","-1,786","-2,083","-2,224","-1,796","-1,772","-1,110","-2,227","-2,330","-2,650","-3,338","-1,896","-2,140","-2,280","-2,291"
