,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Cash & Equivalents,88.79,118.86,116.38,115.24,122.07,157.9,158.91,180.15,175.17,187.44,228.41,173.29,155.35,161.76,194.73,221.93,233.63,213.06,208.62,170.38,218.34,323.96,359.8,336.22,343.49,457.71,585.61,560.14,602.68,658.34,681.87,673.9,773.01,526.97,503.27,437.14,445.33,486.63,425.44,411.86
Short-Term Investments,14.19,15.22,20.01,24.73,25.34,25.02,23.5,23.15,22.93,23.72,24.22,20.95,30,31.93,32.44,31.68,31.56,30.49,29.26,27.47,27.07,26.36,25.81,26.05,23.89,22.61,19.57,18.17,17.77,18.36,35.98,34.99,34.98,33.58,33.22,32.57,32.02,32.15,32.21,32.07
Cash & Cash Equivalents,102.98,134.08,136.39,139.96,147.41,182.92,182.41,203.29,198.1,211.16,252.62,194.24,185.35,193.69,227.18,253.61,265.19,243.55,237.88,197.85,245.4,350.32,385.61,362.27,367.37,480.31,605.18,578.3,620.45,676.7,717.85,708.89,808,560.55,536.49,469.71,477.35,518.78,457.65,443.93
Cash Growth,-38.02%,-47.92%,-34.85%,-25.46%,43.15%,36.43%,33.75%,45.25%,34.39%,15.44%,38.49%,-4.45%,-6.43%,-8.27%,-10.07%,30.57%,43.07%,25.74%,4.71%,-21.99%,-7.46%,43.84%,62.10%,83.10%,49.70%,37.11%,56.94%,59.63%,68.89%,40.89%,18.62%,22.58%,30.23%,-17.16%,-25.26%,-33.74%,-40.92%,-7.45%,-14.70%,-5.49%
Receivables,97.56,86.07,90.35,88.45,100.04,91.86,95.06,98.63,105.93,104.67,97.8,109.68,130.83,147.46,148.33,144.85,165.49,145.26,156.64,159.89,176.36,153.46,146.31,145.43,168.14,151.4,155.01,156.22,171.57,161.07,151.19,157.39,188.31,226.49,204.1,227.49,257.41,237.79,237.67,245.32
Other Current Assets,31.5,19.96,23.04,17.32,34.48,29.44,26.7,18.93,23.31,67.2,18.86,20.74,27.86,32.04,33.87,28.55,41.39,40.81,36.4,33.45,66.21,45.4,51.89,38.51,65.59,76.72,81.74,69.57,75.69,82.28,64.54,82.29,94.36,86.44,129.75,132,123.9,87.74,74.82,76.53
Total Current Assets,232.04,240.1,249.78,245.73,281.93,304.21,304.17,320.85,327.34,383.02,369.28,324.66,344.04,373.18,409.38,427.01,472.07,429.61,430.92,391.18,487.97,549.17,583.81,546.22,601.11,708.43,841.93,804.09,867.71,920.05,933.58,948.57,"1,091",873.47,870.35,829.21,858.65,844.31,770.14,765.77
"Property, Plant & Equipment",60.63,58.05,57.64,55.91,56.69,54.46,59.26,69.72,75.67,78.08,84.62,90.44,89.45,97.44,100.45,98.73,97.47,94.38,100.55,101.57,104.83,105.29,119.38,354.68,370.95,391.05,382.03,392.71,388.9,386.91,370.44,350.31,321.03,262.51,240.3,233.42,231.96,238.69,227.94,221.43
Goodwill and Intangibles,334.94,331.89,327.46,317.5,349.21,348.79,348.34,610.57,596.09,558.37,546.08,616.69,611.53,871.2,881.1,881.35,881.6,860.58,850.77,835.93,836.44,820.16,810.18,823,818.88,815.69,830.8,873.47,876.94,880.42,889.19,922.34,921.21,"2,892","2,862","2,858","2,847","2,841","2,864","2,853"
Other Long-Term Assets,26.37,29.6,28.33,27.34,21.75,20.61,24.89,16.55,22.6,19.5,19.19,14.38,16.81,16.19,22.38,23.51,21.36,22.6,37.22,37.24,35.76,37.28,46.76,38.33,37.64,32.54,28.63,29.15,29.96,31.06,31.73,33.15,41.26,40.99,41.9,57.08,63.32,73.5,100.91,110.71
