,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30,Current
Market Capitalization,"4,505","4,536","5,360","5,722","6,488","6,898","6,540","7,027","6,199","6,503","7,237","6,396","7,039","6,538","6,166","7,817","7,929","7,814","8,799","8,919","8,945","10,638","10,409","9,852","10,083","11,646","13,313","12,680","11,542","12,656","14,365","17,637","15,349","14,468","16,458","17,566","15,857","14,749","16,647","17,226","17,460"
Market Cap Growth,4.78%,5.04%,20.80%,17.47%,44.02%,52.07%,22.02%,22.81%,-4.45%,-5.74%,10.65%,-8.97%,13.55%,0.54%,-14.80%,22.21%,12.64%,19.52%,42.70%,14.10%,12.81%,36.14%,18.30%,10.46%,12.72%,9.47%,27.90%,28.70%,14.47%,8.68%,7.90%,39.09%,32.98%,14.32%,14.57%,-0.41%,3.31%,1.94%,1.15%,-1.93%,-
Enterprise Value,"4,402","4,402","5,224","5,582","6,375","6,751","6,393","7,124","6,301","6,592","7,285","6,567","7,218","6,919","6,514","8,138","8,238","8,145","9,136","9,296","9,274","10,862","10,598","10,331","10,575","12,045","13,583","12,988","11,805","12,859","14,513","17,784","15,380","16,271","18,142","19,186","17,341","16,135","18,030","18,555","18,788"
PE Ratio,21.56,21.90,25.34,26.59,28.91,29.45,27.13,28.66,24.67,25.33,21.36,18.52,20.44,19.06,23.88,29.83,31.91,30.31,32.95,31.74,28.62,32.23,29.51,27.18,27.52,31.02,35.70,33.35,29.74,32.65,35.95,43.44,36.60,36.76,41.47,41.23,35.42,29.06,35.56,35.89,37.06
PS Ratio,5.10,5.04,5.82,6.09,6.75,7.01,6.50,6.79,5.80,5.90,6.42,5.59,6.08,5.53,5.05,6.19,6.08,5.87,6.52,6.50,6.42,7.51,7.25,6.79,6.88,7.90,8.91,8.37,7.51,8.10,9.03,10.83,9.21,8.24,8.93,9.13,7.90,7.20,7.98,8.11,8.22
PB Ratio,8.70,8.80,10.49,11.41,12.26,12.96,12.30,12.60,11.46,11.96,13.99,12.88,14.27,12.39,11.02,12.65,12.95,14.60,16.73,16.48,14.92,16.26,15.48,14.24,14.07,14.69,14.85,13.31,11.77,12.27,14.13,16.05,12.62,11.41,12.36,11.92,9.87,8.84,10.28,10.13,10.27
P/FCF Ratio,17.73,17.93,21.68,21.93,24.43,25.30,23.30,25.92,20.02,21.69,25.54,24.11,27.54,26.02,21.74,26.03,25.17,22.31,24.99,26.73,26.71,29.26,28.30,24.63,26.04,30.74,31.09,29.48,23.76,27.07,29.08,36.19,32.86,27.71,33.79,34.34,28.90,26.12,28.47,27.14,27.50
P/OCF Ratio,16.59,16.81,20.22,20.58,22.60,23.45,21.34,22.94,17.71,18.86,21.86,20.56,23.86,22.52,19.24,23.65,22.91,20.59,22.82,24.05,23.69,25.84,24.37,20.67,21.14,24.87,26.32,25.39,21.36,23.89,25.87,32.73,29.50,25.30,30.58,30.71,25.80,23.00,25.79,24.82,25.15
Debt / Equity Ratio,-,-,-,-,0.07,0.07,0.07,0.54,0.55,0.55,0.58,0.73,0.74,1.09,1.03,0.93,0.94,1.07,1.09,1.06,0.96,0.88,0.85,1.22,1.20,1.11,0.98,0.93,0.90,0.85,0.85,0.78,0.69,1.86,1.67,1.42,1.22,1.14,1.14,1.04,1.04
Quick Ratio,1.83,1.85,1.78,1.89,2.03,2.04,1.99,2.35,2.17,2.04,2.21,2.23,2.04,1.87,1.87,2.47,2.31,1.97,1.78,2.28,2.12,2.63,2.43,2.44,2.34,2.55,2.75,3.22,2.92,2.98,2.75,3.18,3.40,1.91,1.69,1.82,1.79,1.89,1.44,1.51,1.51
