,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"36,511","25,475","33,654","49,164","52,464","56,610","69,403","83,396","65,133","68,512","72,563"
Market Cap Growth,27.32%,-30.23%,32.11%,46.08%,6.71%,7.90%,22.60%,20.16%,-21.90%,5.19%,-
Enterprise Value,"45,292","34,572","43,927","60,554","66,110","70,894","82,977","97,446","81,093","85,609","89,660"
PE Ratio,18.95,12.95,19.64,8.99,15.86,17.00,25.10,22.06,15.63,18.44,19.85
PS Ratio,2.88,2.16,3.04,4.31,4.28,4.74,6.56,6.66,4.39,4.67,4.95
PB Ratio,3.27,2.18,2.88,3.34,4.17,4.77,5.29,6.18,5.16,5.65,5.98
P/FCF Ratio,38.19,26.68,40.16,32.15,16.32,16.42,25.77,21.73,17.45,20.64,21.86
P/OCF Ratio,10.92,7.56,11.07,14.16,11.30,11.67,16.28,16.36,11.59,12.35,13.08
EV/Sales Ratio,3.58,2.93,3.97,5.31,5.40,5.94,7.84,7.78,5.46,5.84,6.12
EV/EBITDA Ratio,9.56,7.07,9.51,12.10,10.54,11.07,14.40,13.74,10.59,11.71,12.26
EV/EBIT Ratio,12.62,9.39,13.23,16.42,13.37,14.03,18.94,17.18,13.17,15.02,15.73
EV/FCF Ratio,47.38,36.20,52.42,39.60,20.56,20.57,30.81,25.40,21.73,25.79,27.01
Debt / Equity Ratio,0.87,0.90,0.97,0.80,1.17,1.37,1.27,1.21,1.43,1.53,1.53
Debt / EBITDA Ratio,2.06,2.15,2.44,2.36,2.35,2.54,2.90,2.31,2.36,2.53,2.53
Debt / FCF Ratio,10.19,11.03,13.48,7.72,4.59,4.71,6.20,4.27,4.84,5.58,5.58
Quick Ratio,0.99,1.24,0.96,0.73,1.11,1.37,2.00,1.55,1.38,0.88,0.88
Current Ratio,1.22,1.46,1.22,1.01,1.34,1.52,2.20,1.73,1.56,1.05,1.05
Asset Turnover,0.39,0.35,0.32,0.32,0.33,0.31,0.27,0.31,0.36,0.35,0.35
Interest Coverage,6.59,6.77,5.73,6.75,7.74,6.86,5.81,7.86,8.30,7.05,7.05
Return on Equity (ROE),17.60%,17.00%,14.70%,44.80%,24.20%,27.50%,22.20%,28.40%,32.10%,30.50%,30.50%
Return on Assets (ROA),6.00%,5.80%,4.90%,15.30%,8.90%,8.70%,7.00%,9.40%,10.10%,8.90%,8.90%
Return on Capital (ROIC),10.93%,10.01%,9.15%,22.98%,13.69%,13.64%,11.15%,14.30%,15.11%,13.77%,13.77%
Earnings Yield,5.28%,7.73%,5.09%,11.13%,6.31%,5.88%,3.98%,4.53%,6.40%,5.42%,5.12%
FCF Yield,2.62%,3.75%,2.49%,3.11%,6.13%,6.09%,3.88%,4.60%,5.73%,4.85%,4.58%
Dividend Yield,1.70%,2.70%,2.00%,1.40%,1.40%,1.30%,1.10%,1.00%,1.30%,1.30%,1.31%
Payout Ratio,32.70%,34.90%,39.80%,13.00%,22.80%,23.00%,28.90%,22.20%,20.50%,23.80%,25.95%
Buyback Yield / Dilution,1.67%,1.80%,3.66%,3.59%,5.80%,7.28%,3.76%,2.17%,5.06%,5.98%,5.98%
Total Shareholder Return,3.37%,4.50%,5.66%,4.99%,7.20%,8.58%,4.86%,3.17%,6.36%,7.28%,7.29%
