,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"46,242","45,282","45,511","45,443","39,687","42,719","43,634","41,314","43,635","45,673","41,700","42,116","45,007","41,021","42,676","46,860","51,257","48,079","52,318","52,332","39,726","43,294","42,425","45,931","49,506","23,576","31,397","22,638","30,550","35,627","37,578","30,672","31,745","37,879","39,445","38,830","49,192","47,031","43,766","53,501","63,270"
Market Cap Growth,39.16%,4.13%,24.76%,28.63%,-14.18%,-5.66%,-4.12%,-9.09%,9.95%,6.91%,-4.43%,1.94%,3.14%,-10.18%,2.34%,11.26%,13.89%,17.20%,22.59%,11.68%,-22.50%,-9.95%,-18.91%,-12.23%,24.62%,-45.54%,-25.99%,-50.71%,-38.29%,51.11%,19.69%,35.49%,3.91%,6.32%,4.97%,26.60%,54.96%,24.16%,10.95%,37.78%,-
Enterprise Value,"46,997","46,173","46,767","48,548","43,115","46,278","47,510","45,443","49,448","52,785","48,330","48,637","52,434","49,718","50,480","55,514","58,248","58,858","61,798","62,745","47,867","53,339","52,045","55,588","59,655","35,318","43,953","35,702","43,929","49,698","50,784","42,685","43,046","48,978","49,605","52,743","60,249","58,551","60,603","69,406","79,175"
PE Ratio,12.41,11.64,11.99,10.23,8.33,10.23,10.09,8.75,10.32,12.60,13.41,20.63,28.94,24.06,24.26,22.63,10.04,9.44,8.89,7.99,7.10,8.21,7.92,10.03,16.09,62.70,-26.41,-8.38,-7.68,-16.70,-22.16,-61.96,24.10,14.84,7.27,3.73,4.46,3.79,4.00,7.00,8.68
PS Ratio,0.27,0.26,0.26,0.26,0.24,0.29,0.34,0.36,0.43,0.48,0.47,0.50,0.53,0.45,0.45,0.48,0.49,0.46,0.48,0.46,0.35,0.38,0.38,0.42,0.45,0.22,0.35,0.29,0.47,0.54,0.45,0.31,0.28,0.29,0.26,0.23,0.28,0.27,0.27,0.35,0.42
PB Ratio,2.11,2.12,2.12,2.09,1.84,1.96,1.95,1.78,1.89,2.00,1.83,1.84,2.01,1.83,1.91,2.08,2.04,2.19,2.32,2.24,1.61,1.79,1.71,1.85,1.99,1.10,1.52,1.15,1.61,1.98,2.07,1.69,1.66,1.74,1.63,1.38,1.67,1.56,1.46,1.74,2.05
P/FCF Ratio,10.89,13.96,15.64,160.01,-162.65,-53.47,-51.09,61.12,-855.60,-56.11,-84.58,-58.82,378.21,-100.54,91.97,169.78,28.23,16.05,15.32,16.44,8.05,13.53,15.88,12.54,52.95,13.07,95.14,-43.04,-37.76,-218.57,27.33,9.94,7.64,7.60,7.85,6.71,5.71,5.42,5.71,7.54,8.92
P/OCF Ratio,7.67,8.69,8.97,12.79,11.25,12.26,10.69,8.12,7.64,9.89,9.59,11.10,15.19,19.03,14.89,19.66,14.05,10.26,10.09,9.75,5.25,6.55,6.87,6.33,10.30,4.28,7.24,7.15,14.47,16.46,11.95,6.32,5.28,5.50,5.70,4.94,4.55,4.32,4.36,5.58,6.60
Debt / Equity Ratio,0.28,0.29,0.29,0.29,0.40,0.41,0.40,0.39,0.38,0.39,0.39,0.39,0.45,0.46,0.45,0.45,0.40,0.53,0.50,0.49,0.45,0.47,0.46,0.48,0.47,0.61,0.70,0.74,0.84,0.86,0.85,0.82,0.75,0.66,0.53,0.63,0.58,0.61,0.66,0.63,0.63
Quick Ratio,1.16,0.95,1.00,0.86,1.12,1.13,1.16,1.13,1.10,0.87,0.75,0.73,0.96,0.83,0.87,0.80,1.05,0.75,0.77,0.74,1.03,0.76,0.77,0.77,0.87,0.55,0.67,0.71,0.95,0.83,0.71,0.78,0.83,0.78,0.92,0.97,1.08,1.11,0.83,0.89,0.89
