,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,193.74,331.8,289.77,91.87,141.27,392.66,74.74,168.68,285.21,191.89,91.9,135.37,268.02,286.96,"1,130",701.16,146.65,46.51,61.12,43.07,44.4,31.11,26.52,91.1,274.51,120.27,817.2,"1,085","1,198",890.9,968.4,136.4,241.5,133,123.7,146.9,161.5,140,168.2,345
Cash & Cash Equivalents,193.74,331.8,289.77,91.87,141.27,392.66,74.74,168.68,285.21,191.89,91.9,135.37,268.02,286.96,"1,130",701.16,146.65,46.51,61.12,43.07,44.4,31.11,26.52,91.1,274.51,120.27,817.2,"1,085","1,198",890.9,968.4,136.4,241.5,133,123.7,146.9,161.5,140,168.2,345
Cash Growth,-29.67%,76.41%,233.15%,-62.63%,-27.08%,18.34%,-74.21%,83.61%,101.89%,-51.13%,22.97%,-19.75%,-6.03%,49.55%,1129.35%,417.98%,-45.29%,-83.79%,-94.59%,-93.86%,-69.72%,-33.12%,-56.60%,111.53%,518.20%,286.63%,2981.21%,1090.68%,336.42%,640.73%,18.50%,-87.43%,-79.84%,-85.07%,-87.23%,7.70%,-33.13%,5.26%,35.97%,134.85%
Receivables,323.37,348.34,434.33,479.75,354.94,369.95,490.41,552.99,397.29,443.76,532.8,531.98,398.49,468.83,570.09,579.2,434.09,489.44,638.11,645.72,512.28,560.53,697.33,724.94,532.01,597.67,695.86,644.21,512.9,593.1,686.9,938.2,783.2,917.9,"1,112","1,213","1,045",975,"1,160","1,185"
Inventory,344.61,305.83,309.71,306.58,321.8,333.69,341.83,326.71,347.07,337.76,347.87,338.04,345.62,363.4,374.93,365.83,384.34,399.75,403.76,408.65,429.33,429.4,441.42,429.66,458.31,470.75,451.48,455.46,448.6,441.4,450.6,512.2,521.3,524.5,524.2,542,579.3,585.6,594.6,570.6
Other Current Assets,89.78,67.78,68.17,76.42,102.46,98.36,115.23,95.32,55.02,34.1,50.84,71.37,125.06,38.57,110,100.78,215.03,75.5,80.21,78.48,93.13,62.82,89.74,78.54,114.5,88.1,65.57,80.94,117.7,67.6,94.5,131.6,150.6,87.2,140,431.9,115.9,91.9,120.5,601.1
Total Current Assets,951.5,"1,054","1,102",954.62,920.47,"1,195","1,022","1,144","1,085","1,008","1,023","1,077","1,137","1,158","2,185","1,747","1,180","1,011","1,183","1,176","1,079","1,084","1,255","1,324","1,379","1,277","2,030","2,265","2,277","1,993","2,200","1,718","1,697","1,663","1,900","2,333","1,902","1,793","2,044","2,701"
"Property, Plant & Equipment","3,312","2,893","2,902","3,069","3,072","3,084","3,116","3,120","3,156","3,198","3,217","3,228","3,261","3,452","3,539","3,538","3,919","4,026","4,106","4,189","4,237","4,702","4,710","4,698","4,724","4,822","4,810","4,775","4,849","4,785","4,830","6,204","6,238","6,405","6,436","6,560","6,624","6,614","6,664","6,634"
Long-Term Investments,42.39,42.14,42.13,42.12,41.65,41.61,41.6,40.52,40.56,38.9,38.92,38.91,39.23,34.31,38.89,36,35.12,35.06,41.99,42.94,44.62,50.95,51.67,57.06,60.71,57.99,43.85,41.78,34.3,34.3,34.3,34.1,34.1,36.5,33.1,33.1,31.8,31.3,31.2,31.2
Goodwill and Intangibles,"3,779","3,715","3,715","3,854","3,853","3,859","3,863","3,862","3,861","3,848","3,849","3,848","3,864","3,930","3,936","3,937","4,186","4,191","4,321","4,269","4,261","4,247","4,244","4,238","4,259","4,251","4,287","4,279","4,296","4,287","4,275","5,495","5,446","5,461","5,518","5,413","5,392","5,369","5,343","5,004"
