,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"7,724","8,676","8,323","7,864","8,657","11,136","11,088","11,784","12,546","14,060","16,031","15,147","16,668","15,946","16,742","15,806","16,981","15,126","17,060","14,699","13,046","15,609","18,138","20,007","19,058","14,308","15,343","17,952","19,653","22,367","23,093","22,444","27,547","24,394","18,885","20,960","23,273","22,813","29,997","26,842","33,903"
Market Cap Growth,14.51%,29.22%,32.31%,16.79%,12.08%,28.36%,33.21%,49.85%,44.93%,26.25%,44.58%,28.55%,32.86%,13.42%,4.44%,4.35%,1.88%,-5.15%,1.90%,-7.00%,-23.17%,3.20%,6.32%,36.11%,46.08%,-8.33%,-15.41%,-10.27%,3.12%,56.33%,50.52%,25.02%,40.17%,9.06%,-18.22%,-6.61%,-15.51%,-6.48%,58.84%,28.06%,-
Enterprise Value,"10,053","10,351","10,017","9,756","10,500","12,998","13,059","13,595","14,241","15,850","17,921","16,996","18,383","17,989","18,947","17,920","19,690","18,055","20,136","17,634","15,914","18,940","21,427","23,090","21,956","17,373","18,217","20,561","22,142","24,662","25,353","26,816","31,828","28,871","23,456","25,549","27,636","27,096","34,240","30,887","37,948"
PE Ratio,316.79,65.13,55.34,44.69,42.24,100.10,97.74,69.19,56.72,46.71,42.46,38.27,39.74,37.59,39.89,40.92,28.25,24.83,26.30,20.43,25.29,29.67,32.16,33.31,30.85,23.28,24.47,29.38,33.62,32.66,34.46,34.67,41.07,40.53,31.80,35.28,40.43,37.74,41.33,32.53,41.35
PS Ratio,2.79,3.09,2.91,2.69,2.89,3.65,3.51,3.55,3.67,3.97,4.44,4.24,4.64,4.40,4.53,4.18,4.37,3.82,4.13,3.44,2.98,3.45,3.90,4.14,3.87,2.87,3.08,3.69,4.05,4.59,4.70,4.38,4.96,4.05,2.85,2.92,3.18,3.07,3.96,3.50,4.41
PB Ratio,1.96,2.15,2.04,1.87,2.07,2.68,2.62,2.70,2.82,3.18,3.58,3.36,3.65,3.53,3.64,3.37,3.42,3.08,3.40,2.86,2.51,2.99,3.38,3.61,3.39,2.56,2.66,3.03,3.26,3.65,3.67,3.49,4.21,3.71,2.81,3.06,3.36,3.27,4.17,3.61,4.56
P/FCF Ratio,78.26,83.75,64.72,-137.59,139.22,165.54,203.53,89.72,52.61,56.66,57.91,52.14,52.46,53.40,71.91,66.46,84.54,73.97,46.71,37.21,33.81,37.11,41.59,40.01,30.61,25.35,20.71,22.73,27.31,21.66,25.36,28.06,35.45,44.89,44.35,40.76,40.52,39.20,42.69,41.06,51.86
P/OCF Ratio,21.67,23.81,19.60,31.94,33.17,39.06,36.62,30.01,24.15,23.87,26.28,23.56,25.86,24.53,25.96,24.72,26.34,23.51,22.29,17.97,15.67,18.24,21.12,22.08,19.37,15.05,13.85,16.09,18.36,19.33,22.15,22.06,27.22,23.96,20.10,20.24,20.27,19.11,22.55,18.45,23.30
Debt / Equity Ratio,0.64,0.50,0.49,0.47,0.48,0.54,0.48,0.45,0.44,0.45,0.44,0.44,0.43,0.52,0.72,0.60,0.57,0.61,0.62,0.58,0.56,0.64,0.62,0.57,0.56,0.57,0.64,0.62,0.61,0.52,0.51,0.70,0.69,0.70,0.70,0.69,0.65,0.63,0.61,0.59,0.59
Quick Ratio,1.73,2.00,2.07,1.57,1.10,1.08,1.12,1.75,1.93,1.78,1.88,1.85,1.79,2.09,1.84,3.09,1.31,0.92,0.86,1.00,0.92,0.90,1.09,1.52,1.51,1.51,1.46,1.62,1.63,2.62,2.76,1.23,1.33,1.18,1.20,1.00,1.26,1.47,1.67,1.77,1.77
