,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,9.08,54,45.97,66.94,38.02,-39.68,48.16,123.81,88.89,40.16,124.71,142.02,112.6,44.92,120.14,108.58,327.55,52.98,159.65,179.15,124.02,63.3,197.56,215.71,141.13,60.26,209.92,199.79,114.54,160.6,195.3,176.9,137.9,91.8,187.3,177.1,119.4,120.7,308.6,276.5
Depreciation & Amortization,76.23,69.38,68.32,71.16,70.64,66.72,68.39,69.66,70.05,69.41,71.91,72.05,71.58,71.56,76.78,79.64,77.99,81.44,85.63,89.39,89.78,97.9,102.33,105.05,104.63,104.33,108.6,110.8,111.37,110.9,113.5,129.3,158.3,157.4,157.9,166.3,166.2,162,168.6,174.5
Share-Based Compensation,6.04,1.32,7.36,6.36,5.37,-2.88,1.1,-1.15,2.8,4.32,6.51,4.81,5.03,6.49,7.18,6.28,6.68,6.79,7.97,6.89,3.57,5.72,8.65,10.45,6.99,6.72,8.5,8.02,9.76,7.9,9.8,7.5,9.5,7.5,10.7,9.7,13.2,8.2,16.1,19.2
Other Operating Activities,5.14,-129.67,-93.78,-17.63,-2.75,-5.02,-72.16,24.39,76.46,-25.16,-136.85,30.72,50.78,-28.82,-143.03,49.82,-167.08,-48.24,-70.46,21.44,42.78,-50.76,-122.78,13.01,85.23,-88.83,16.1,33.72,56.81,-110.1,-90,13.2,-18.6,-81.1,-206,69.7,101.1,-69.6,-207.1,77.5
Operating Cash Flow,96.49,-4.97,27.87,126.83,111.28,19.15,45.48,216.7,238.2,88.73,66.27,249.61,239.98,94.15,61.07,244.31,245.14,92.97,182.79,296.87,260.15,116.16,185.75,344.21,337.97,82.48,343.12,352.34,292.47,169.3,228.6,326.9,287.1,175.6,149.9,422.8,399.9,221.3,286.2,547.7
Operating Cash Flow Growth,-33.33%,-,-,-58.47%,15.33%,-,63.19%,70.86%,114.05%,363.23%,45.71%,15.19%,0.75%,6.11%,-7.85%,-2.12%,2.15%,-1.26%,199.32%,21.51%,6.12%,24.95%,1.62%,15.95%,29.92%,-29.00%,84.72%,2.36%,-13.46%,105.27%,-33.38%,-7.22%,-1.84%,3.72%,-34.43%,29.34%,39.29%,26.03%,90.93%,29.54%
Capital Expenditures,-155.47,-28.22,-67.64,-52.04,-50.92,-47.26,-98.05,-65.05,-70.69,-107.2,-90.14,-84.24,-45.26,-131.78,-150.72,-73.94,-87.37,-126.99,-111.66,-96.76,-111.48,-115.51,-99.13,-80.14,-66.62,-140.11,-79.97,-39.47,-91.15,85.8,-87.3,-124.7,-108.6,-154.2,-126.2,-132.2,-161.3,-192.2,-141.9,-306
Acquisitions,0,720.06,-1.17,-268.4,-13.36,0,-21.39,0.59,-6.4,-1.61,0,0,-30.93,-185.07,-25.5,0,-611.87,-65,-142.74,5.86,-8.28,2.87,0,0,-45.37,0,-5.02,0,-37.18,0,0,"-1,634.5",-4.9,-148.2,-39.9,-339.9,48.8,130.5,0.4,0
Other Investing Activities,-0.04,-63.02,0.94,62.09,0.03,-0.33,-,0.03,-0.05,2.7,0.31,0.63,-1.47,-,0.41,-,-3.65,-0.03,-10.19,-1.99,-0.63,-7.24,2.66,-6.77,-0.56,9.87,-4.3,5.24,0.58,-,-,0.1,-,-0.1,-0.1,0.1,0.2,-,-,-
Investing Cash Flow,-155.51,628.81,-67.87,-258.35,-64.25,-47.59,-119.43,-64.43,-77.14,-106.11,-89.83,-83.61,-77.65,-316.85,-175.81,-73.94,-702.89,-192.02,-264.59,-92.89,-120.39,-119.88,-96.47,-86.91,-112.54,-130.24,-89.28,-34.22,-127.75,85.8,-87.3,"-1,759.1",-113.5,-302.5,-166.2,-472,-112.3,-61.7,-141.5,-306
