,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,680.25,574.42,791.14,873.58,755.03,631.29,895.14,"1,038",857.29,754.73,956.83,"1,008",872.97,787.33,"1,031","1,095",977.49,854.47,"1,200","1,240","1,088",996.51,"1,328","1,419","1,186","1,049","1,323","1,310","1,175","1,068","1,361","1,517","1,606","1,541","1,954","2,088","1,732","1,649","2,113","2,186"
Revenue Growth (YoY),11.80%,6.74%,7.09%,7.38%,10.99%,9.90%,13.15%,18.87%,13.54%,19.55%,6.89%,-2.92%,1.83%,4.32%,7.73%,8.59%,11.97%,8.53%,16.43%,13.29%,11.31%,16.62%,10.63%,14.40%,9.02%,5.29%,-0.38%,-7.67%,-0.93%,1.82%,2.91%,15.77%,36.70%,44.22%,43.59%,37.71%,7.82%,7.03%,8.12%,4.67%
Cost of Revenue,562.9,540.33,616.36,664.54,585.37,553.43,660.69,747.17,603.36,590.01,664.64,703.93,645.2,629.11,740.75,790.96,735.97,695.14,876.97,897.06,812.76,804.84,957.18,"1,018",893.07,847.52,926.06,929.39,872.33,839,962.6,"1,122","1,255","1,272","1,508","1,595","1,382","1,347","1,530","1,595"
Gross Profit,117.35,34.09,174.79,209.04,169.66,77.87,234.45,291.29,253.93,164.72,292.18,304.21,227.77,158.22,290.02,303.76,241.52,159.33,323.18,343.14,275.28,191.68,370.5,400.64,293.08,201.72,396.52,380.5,302.76,229.3,398.4,394.1,351.7,268.8,446.2,492.9,349.9,302,583.3,591
"Selling, General & Admin",64.02,66.12,67.62,66.07,72.48,66.76,69.2,71.39,79.49,76.47,82.68,76.31,81.31,82.38,83.06,73.61,85.92,78.34,89.04,81.61,84.38,90.27,95.69,88.79,95.75,86.43,91.21,83.51,98.65,88.6,100.7,103.8,124.5,119,134.4,135.3,126.4,117.3,139.1,143.9
Other Operating Expenses,-0.5,-226.7,3.93,2.64,-2.71,0.34,11.48,7.69,1.4,23.33,-4.28,0.82,-13.66,5.46,15,2.67,6.39,-0.2,3.89,12.35,4.41,-3.03,-1.26,8.48,3.71,2.99,6.42,8.88,7.71,-108.8,10.2,27.9,15.8,2.7,4.2,-15.6,31.9,-2.5,-6.9,-0.1
Operating Expenses,63.52,-160.58,71.54,68.71,69.77,67.11,80.67,79.08,80.89,99.8,78.4,77.13,67.65,87.84,98.05,76.28,92.32,78.14,92.93,93.96,88.8,87.24,94.43,97.27,99.46,89.42,97.62,92.39,106.36,-20.2,110.9,131.7,140.3,121.7,138.6,119.7,158.3,114.8,132.2,143.8
Operating Income,53.83,194.67,103.25,140.33,99.89,10.76,153.78,212.21,173.04,64.92,213.79,227.08,160.12,70.38,191.97,227.48,149.2,81.2,230.25,249.18,186.49,104.43,276.07,303.38,193.62,112.3,298.9,288.1,196.4,249.5,287.5,262.4,211.4,147.1,307.6,373.2,191.6,187.2,451.1,447.2
Interest Expense / Income,49.83,120.09,40.55,40.89,41.84,62.48,83.65,37.8,36.66,33.73,33.33,33.13,33.88,34.08,38.46,82.04,140.95,37.77,33.24,33.55,33.41,32.93,33.04,32.2,32.04,30.77,33.95,35.78,35.49,33.1,41.7,36.8,37.7,35.9,38.7,46.1,48.4,49,46.7,46.6
Other Expense / Income,-2.5,-2.32,-1.25,1.44,0.29,2.03,2.1,5.22,3.73,2.5,2.5,2.12,-19.64,-5.44,-12.28,-2.22,-5.66,-4.66,-2.69,-4.18,-0.59,-2.49,-2.12,1.99,-2.98,9.08,-6.33,-4.45,21.1,-4.8,-6.8,-3,5.4,0.7,17.9,67.7,-4.6,0.9,3.8,38.3
