,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"10,180","11,081","11,401","12,261","13,600","14,198","14,539","16,205","19,374","17,873"
Revenue Growth (YoY),9.03%,8.85%,2.89%,7.54%,10.92%,4.40%,2.40%,11.46%,19.56%,-7.75%
Cost of Revenue,"1,062","1,168","1,224","2,365","2,558","2,673","2,663","2,898","3,513","3,405"
Gross Profit,"9,118","9,913","10,177","9,896","11,042","11,525","11,876","13,307","15,861","14,468"
"Selling, General & Admin","5,100","5,282","5,385","5,156","5,699","5,958","6,228","7,506","8,264","7,841"
Other Operating Expenses,161,157,128,175,89,110,97,106,147,242
Operating Expenses,"5,261","5,439","5,513","5,331","5,788","6,068","6,325","7,612","8,411","8,083"
Operating Income,"3,857","4,474","4,664","4,565","5,254","5,457","5,551","5,695","7,450","6,385"
Interest Expense / Income,211,232,204,205,205,184,203,205,205,212
Other Expense / Income,-308,-183,-135,-97,-173,-108,-389,-680,-624,-301
Pretax Income,"3,954","4,425","4,595","4,457","5,222","5,381","5,737","6,170","7,869","6,474"
Income Tax,"1,022","1,131","1,250","1,289",270,"1,076","1,261","1,238","1,968","1,296"
Net Income,"2,932","3,294","3,345","3,168","4,952","4,305","4,476","4,932","5,901","5,178"
Net Income Growth,19.28%,12.35%,1.55%,-5.29%,56.31%,-13.07%,3.97%,10.19%,19.65%,-12.25%
Shares Outstanding (Basic),170,168,166,164,162,160,156,154,152,151
Shares Outstanding (Diluted),174,171,169,167,164,162,157,155,154,152
Shares Change,-2.35%,-1.56%,-1.21%,-1.45%,-1.30%,-1.50%,-2.77%,-1.69%,-0.26%,-1.30%
EPS (Basic),17.23,19.58,20.10,19.27,30.54,26.86,28.69,32.13,38.76,34.31
EPS (Diluted),16.87,19.25,19.79,19.02,30.12,26.58,28.43,31.85,38.22,33.97
EPS Growth,22.34%,14.11%,2.81%,-3.89%,58.36%,-11.75%,6.96%,12.03%,20.00%,-11.12%
Free Cash Flow,"3,548","3,021","2,783","2,154","3,795","2,871","2,630","3,549","4,603","4,423"
Free Cash Flow Per Share,20.85,17.96,16.73,13.10,23.40,17.91,16.86,23.12,30.24,29.31
Dividend Per Share,6.720,7.720,8.720,9.160,10.000,12.093,13.200,14.520,16.520,19.520
Dividend Growth,12.00%,14.88%,12.95%,5.05%,9.17%,20.93%,9.15%,10.00%,13.77%,18.16%
Gross Margin,89.57%,89.46%,89.26%,80.71%,81.19%,81.17%,81.68%,82.12%,81.87%,80.95%
Operating Margin,37.89%,40.38%,40.91%,37.23%,38.63%,38.43%,38.18%,35.14%,38.45%,35.72%
Profit Margin,28.80%,29.73%,29.34%,25.84%,36.41%,30.32%,30.79%,30.44%,30.46%,28.97%
Free Cash Flow Margin,34.85%,27.26%,24.41%,17.57%,27.90%,20.22%,18.09%,21.90%,23.76%,24.75%
Effective Tax Rate,25.85%,25.56%,27.20%,28.92%,5.17%,20.00%,21.98%,20.06%,25.01%,20.02%
EBITDA,"4,508","4,991","5,094","4,925","5,667","5,785","6,345","6,851","8,633","7,269"
EBITDA Margin,44.28%,45.04%,44.68%,40.17%,41.67%,40.75%,43.64%,42.28%,44.56%,40.67%
Depreciation & Amortization,343,334,295,263,240,220,405,476,559,583
EBIT,"4,165","4,657","4,799","4,662","5,427","5,565","5,940","6,375","8,074","6,686"
EBIT Margin,40.91%,42.03%,42.09%,38.02%,39.90%,39.20%,40.86%,39.34%,41.67%,37.41%
