,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,"2,932","3,294","3,345","3,168","4,952","4,305","4,476","4,932","5,901","5,178"
Depreciation & Amortization,343,334,295,263,240,220,405,476,559,583
Share-Based Compensation,448,453,514,521,542,564,567,622,734,708
Other Operating Activities,-81,-994,"-1,150","-1,679","-1,784","-2,014","-2,564","-2,287","-2,250","-1,513"
Operating Cash Flow,"3,642","3,087","3,004","2,273","3,950","3,075","2,884","3,743","4,944","4,956"
Operating Cash Flow Growth,62.59%,-15.24%,-2.69%,-24.33%,73.78%,-22.15%,-6.21%,29.79%,32.09%,0.24%
Capital Expenditures,-94,-66,-221,-119,-155,-204,-254,-194,-341,-533
Acquisitions,-298,0,-273,-30,-102,-699,"-1,510",0,"-1,106",0
Change in Investments,-91,305,29,-222,-351,95,-250,-60,-490,-597
Investing Cash Flow,-483,239,-465,-371,-608,-808,"-2,014",-254,"-1,937","-1,130"
Dividends Paid,"-1,168","-1,338","-1,476","-1,545","-1,662","-1,968","-2,096","-2,260","-2,547","-2,990"
Share Issuance / Repurchase,"-1,215","-1,340","-1,205","-1,373","-1,421","-2,087","-1,911","-1,809","-1,485","-2,321"
Debt Issued / Paid,"-1,260",509,37,0,-3,40,103,"2,296",273,-776
Other Financing Activities,251,308,580,"1,233",456,"1,250","1,321","2,017","1,472",645
Financing Cash Flow,"-3,392","-1,861","-2,064","-1,685","-2,630","-2,765","-2,583",244,"-2,287","-5,442"
Exchange Rate Effect,17,-132,-115,-273,192,-93,54,102,-61,-291
Net Cash Flow,-216,"1,333",360,-56,904,-591,"-1,659","3,835",659,"-1,907"
Free Cash Flow,"3,548","3,021","2,783","2,154","3,795","2,871","2,630","3,549","4,603","4,423"
Free Cash Flow Growth,69.76%,-14.85%,-7.88%,-22.60%,76.18%,-24.35%,-8.39%,34.94%,29.70%,-3.91%
Free Cash Flow Margin,34.85%,27.26%,24.41%,17.57%,27.90%,20.22%,18.09%,21.90%,23.76%,24.75%
Free Cash Flow Per Share,20.85,17.96,16.73,13.10,23.40,17.91,16.86,23.12,30.24,29.31
