,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"30,961","28,925","34,849","41,538","40,171","56,225","59,341","87,761","82,080","93,422","98,762"
Market Cap Growth,16.66%,-6.57%,20.48%,19.19%,-3.29%,39.97%,5.54%,47.89%,-6.47%,13.82%,-
Enterprise Value,"32,382","31,965","38,630","45,820","44,929","69,294","70,831","99,171","83,450","94,706","100,046"
PE Ratio,21.13,18.09,19.71,27.84,24.35,32.28,29.44,27.92,26.91,24.87,26.60
PS Ratio,2.39,2.24,2.64,2.96,2.69,3.38,3.45,4.43,3.96,4.11,4.34
PB Ratio,4.39,4.44,5.63,5.65,5.35,7.22,6.52,7.97,7.80,7.66,8.10
P/FCF Ratio,17.65,18.48,19.82,25.98,18.98,28.98,19.56,28.22,27.41,24.32,25.71
P/OCF Ratio,14.61,15.32,17.36,21.94,16.54,23.81,17.55,24.96,23.69,21.94,23.19
EV/Sales Ratio,2.50,2.48,2.92,3.27,3.01,4.16,4.11,5.00,4.03,4.17,4.40
EV/EBITDA Ratio,12.44,11.19,12.54,13.71,14.94,17.80,16.19,17.41,14.80,14.44,15.25
EV/EBIT Ratio,14.61,13.14,14.62,16.01,17.87,23.63,21.61,21.46,18.49,17.04,18.00
EV/FCF Ratio,18.46,20.43,21.97,28.66,21.22,35.72,23.35,31.89,27.86,24.65,26.04
Debt / Equity Ratio,0.48,0.68,0.78,0.75,0.78,1.83,1.49,1.20,1.28,1.27,1.27
Debt / EBITDA Ratio,1.30,1.55,1.56,1.64,1.94,3.65,3.10,2.31,2.39,2.35,2.35
Debt / FCF Ratio,1.93,2.82,2.73,3.43,2.75,7.33,4.48,4.23,4.50,4.02,4.02
Quick Ratio,1.45,1.31,1.14,1.25,1.09,0.96,1.13,1.10,1.01,1.04,1.04
Current Ratio,1.51,1.36,1.20,1.31,1.21,1.06,1.24,1.24,1.06,1.10,1.10
Asset Turnover,0.74,0.74,0.73,0.71,0.70,0.53,0.53,0.60,0.58,0.51,0.51
Interest Coverage,13.43,14.93,13.98,12.08,8.67,5.60,6.37,10.41,9.62,9.62,9.62
Return on Equity (ROE),18.90%,24.30%,27.00%,21.40%,21.60%,22.20%,24.30%,31.20%,29.20%,32.30%,32.30%
Return on Assets (ROA),8.40%,9.10%,9.70%,7.60%,7.70%,5.60%,6.20%,9.50%,8.50%,8.50%,8.50%
Return on Capital (ROIC),15.75%,15.59%,15.93%,11.75%,15.36%,8.80%,9.86%,13.42%,13.45%,14.42%,14.42%
Earnings Yield,4.73%,5.53%,5.07%,3.59%,4.11%,3.10%,3.40%,3.58%,3.72%,4.02%,3.80%
FCF Yield,5.67%,5.41%,5.04%,3.85%,5.27%,3.45%,5.11%,3.54%,3.65%,4.11%,3.89%
Dividend Yield,1.90%,2.10%,1.90%,1.80%,2.00%,1.60%,1.60%,1.20%,1.40%,1.40%,1.42%
Payout Ratio,39.40%,39.20%,38.10%,49.10%,48.50%,50.60%,46.20%,32.30%,36.80%,34.20%,37.72%
Buyback Yield / Dilution,0.90%,3.07%,2.24%,0.95%,1.54%,-,-0.20%,-0.20%,1.56%,1.19%,1.19%
Total Shareholder Return,2.80%,5.17%,4.14%,2.75%,3.54%,1.60%,1.40%,1.00%,2.96%,2.59%,2.61%
