,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash & Equivalents,"1,958","1,374","1,026","1,205","1,066","1,155","2,089","1,752","12,102","14,152"
Cash & Cash Equivalents,"1,958","1,374","1,026","1,205","1,066","1,155","2,089","1,752","12,102","14,152"
Cash Growth,-14.98%,-29.83%,-25.33%,17.45%,-11.54%,8.35%,80.87%,-16.13%,590.75%,16.94%
Receivables,"3,377","3,471","3,643","4,133","4,317","5,236","5,326","5,586","5,852","6,418"
Other Current Assets,198,199,215,224,551,677,740,926,"1,005","1,178"
Total Current Assets,"5,533","5,044","4,884","5,562","5,934","7,068","8,155","8,264","18,959","21,748"
"Property, Plant & Equipment",809,773,725,712,701,"2,779","2,750","2,715","2,433","2,423"
Goodwill and Intangibles,"7,933","8,925","9,495","10,363","11,036","17,445","18,216","19,127","18,788","19,861"
Other Long-Term Assets,"3,518","3,474","3,086","3,792","3,907","4,065","3,928","4,282","3,934","3,998"
Total Long-Term Assets,"12,260","13,172","13,306","14,867","15,644","24,289","24,894","26,124","25,155","26,282"
Total Assets,"17,793","18,216","18,190","20,429","21,578","31,357","33,049","34,388","44,114","48,030"
Accounts Payable,"1,883","1,886","1,969","2,083","2,234","2,746","3,050","3,165","3,278","3,403"
Current Debt,11,12,312,262,314,"1,557",859,349,578,"1,931"
Other Current Liabilities,"1,783","1,810","1,801","1,917","2,376","2,376","2,647","3,140","13,976","14,461"
Total Current Liabilities,"3,677","3,708","4,082","4,262","4,924","6,679","6,556","6,654","17,832","19,795"
Long-Term Debt,"3,368","4,402","4,495","5,225","5,510","12,667","12,720","12,813","12,894","13,505"
Other Long-Term Liabilities,"3,615","3,504","3,341","3,500","3,560","4,068","4,513","3,699","2,639","2,360"
Total Long-Term Liabilities,"6,983","7,906","7,836","8,725","9,070","16,735","17,233","16,512","15,533","15,865"
Total Liabilities,"10,660","11,614","11,918","12,987","13,994","23,414","23,789","23,166","33,365","35,660"
Total Debt,"3,379","4,414","4,807","5,487","5,824","14,224","13,579","13,162","13,472","15,436"
Debt Growth,14.35%,30.63%,8.90%,14.15%,6.14%,144.23%,-4.53%,-3.07%,2.36%,14.58%
Common Stock,566,-569,"-1,103","-1,738","-2,189","-2,351","-2,058","-2,805","-4,467","-5,273"
Retained Earnings,"10,335","11,302","12,388","13,140","14,347","15,199","16,272","18,389","20,301","22,759"
Comprehensive Income,"-3,847","-4,220","-5,093","-4,043","-4,647","-5,055","-5,110","-4,575","-5,314","-5,295"
Shareholders' Equity,"7,054","6,513","6,192","7,359","7,511","7,793","9,104","11,009","10,520","12,191"
Net Cash / Debt,"-1,421","-3,040","-3,781","-4,282","-4,758","-13,069","-11,490","-11,410","-1,370","-1,284"
Net Cash Per Share,-2.57,-5.67,-7.22,-8.25,-9.31,-25.58,-22.44,-22.24,-2.71,-2.57
Working Capital,"1,856","1,336",802,"1,300","1,010",389,"1,599","1,610","1,127","1,953"
Book Value Per Share,12.94,12.27,11.93,14.35,14.84,15.40,17.99,21.71,21.08,24.68
