,2014-02-28,2014-05-30,2014-08-29,2014-11-28,2015-02-27,2015-05-29,2015-08-28,2015-11-27,2016-03-04,2016-06-03,2016-09-02,2016-12-02,2017-03-03,2017-06-02,2017-09-01,2017-12-01,2018-03-02,2018-06-01,2018-08-31,2018-11-30,2019-03-01,2019-05-31,2019-08-30,2019-11-29,2020-02-28,2020-05-29,2020-08-28,2020-11-27,2021-03-05,2021-06-04,2021-09-03,2021-12-03,2022-03-04,2022-06-03,2022-09-02,2022-12-02,2023-03-03,2023-06-02,2023-09-01,2023-12-01,Current
Market Capitalization,"34,082","32,124","35,761","36,747","39,417","39,566","39,513","45,974","42,946","49,371","51,608","49,588","59,309","70,979","76,507","88,493","103,128","123,763","129,031","122,468","128,765","132,186","138,112","149,837","166,393","186,264","247,718","228,840","211,025","241,151","317,563","293,345","213,270","203,062","172,290","158,777","157,502","200,163","256,711","278,858","247,090"
Market Cap Growth,71.55%,49.15%,55.63%,29.47%,15.65%,23.17%,10.49%,25.11%,8.95%,24.78%,30.61%,7.86%,38.10%,43.77%,48.25%,78.46%,73.88%,74.36%,68.65%,38.39%,24.86%,6.81%,7.04%,22.35%,29.22%,40.91%,79.36%,52.73%,26.82%,29.47%,28.20%,28.19%,1.06%,-15.79%,-45.75%,-45.87%,-26.15%,-1.43%,49.00%,75.63%,-
Enterprise Value,"32,460","30,300","33,749","34,522","38,141","38,057","37,750","43,893","40,765","46,971","49,078","46,719","56,546","67,936","73,028","84,555","98,855","119,303","125,961","123,364","129,668","132,841","138,598","149,798","166,933","186,610","247,180","227,556","210,769","240,076","316,084","292,220","213,234","202,421","171,167","157,314","155,975","197,675","253,291","275,096","243,328"
PE Ratio,125.34,113.15,145.62,136.91,128.71,108.34,79.83,73.03,53.75,55.13,52.03,42.43,45.17,49.18,48.06,52.24,54.90,57.10,53.45,47.27,48.01,49.85,49.71,50.78,51.48,50.36,64.16,43.51,37.91,43.20,54.39,60.84,44.18,41.53,35.80,33.39,33.25,41.24,50.13,51.37,46.25
PS Ratio,8.42,7.83,8.69,8.86,9.26,9.10,8.66,9.59,8.47,9.30,9.30,8.47,9.64,10.88,11.08,12.12,13.40,15.24,15.05,13.56,13.48,13.09,12.98,13.41,14.27,15.46,19.92,17.78,15.42,16.76,21.03,18.58,13.21,12.16,10.02,9.02,8.75,10.86,13.59,14.37,12.73
PB Ratio,5.16,4.84,5.31,5.42,5.98,5.99,5.78,6.57,6.07,6.81,7.09,6.68,7.82,9.10,9.36,10.46,11.94,14.22,14.56,13.08,13.04,13.31,13.48,14.23,15.90,17.12,21.15,17.25,15.58,17.41,22.03,19.83,15.48,14.52,11.99,11.30,11.09,13.49,16.27,16.88,14.96
P/FCF Ratio,35.95,31.02,33.10,32.26,37.03,34.12,31.42,34.25,26.09,30.01,28.73,24.84,26.43,29.59,29.58,32.36,35.20,37.83,36.73,32.55,33.75,34.35,36.44,37.21,38.61,42.01,50.44,43.11,36.45,36.57,48.16,42.62,31.19,29.61,24.17,21.47,21.52,26.97,33.66,40.17,35.59
P/OCF Ratio,31.52,27.94,29.73,28.54,32.34,29.91,27.93,31.29,24.07,27.41,26.35,22.54,24.38,27.42,27.57,30.38,32.51,35.32,34.37,30.40,31.77,31.58,33.26,33.88,35.15,38.74,46.55,39.96,34.18,34.56,45.72,40.57,29.51,27.90,22.73,20.26,20.29,25.46,31.97,38.19,33.84
Debt / Equity Ratio,0.23,0.23,0.22,0.22,0.29,0.29,0.28,0.27,0.27,0.26,0.26,0.25,0.25,0.24,0.23,0.22,0.22,0.22,0.21,0.44,0.42,0.42,0.40,0.39,0.45,0.43,0.40,0.35,0.35,0.34,0.33,0.32,0.34,0.33,0.32,0.33,0.29,0.28,0.26,0.25,0.25
Quick Ratio,1.72,1.74,1.80,1.74,2.07,2.02,2.07,2.11,2.10,2.09,2.07,1.99,1.86,1.91,1.98,2.00,2.04,1.99,1.58,1.06,0.86,0.62,0.64,0.70,1.06,1.11,1.28,1.34,1.12,1.18,1.25,1.11,0.89,0.93,1.01,1.00,1.00,1.03,1.12,1.22,1.22
Current Ratio,1.87,1.86,1.91,1.85,2.22,2.16,2.20,2.18,2.21,2.20,2.16,2.08,1.95,1.99,2.05,2.06,2.12,2.08,1.66,1.13,0.97,0.70,0.74,0.79,1.24,1.29,1.44,1.48,1.27,1.32,1.39,1.25,1.04,1.07,1.14,1.11,1.12,1.16,1.25,1.34,1.34
Interest Coverage,4.91,8.09,5.71,9.86,12.22,11.90,15.08,18.98,16.83,20.21,21.62,27.07,26.41,27.85,29.78,34.64,36.30,34.92,34.23,26.31,18.12,18.77,21.88,27.58,28.85,36.71,38.86,45.33,48.77,50.50,53.52,53.43,56.11,54.29,53.00,55.18,50.94,64.46,65.56,65.57,61.17
Return on Capital (ROIC),Upgrade,4.00%,4.05%,3.45%,3.69%,3.99%,4.68%,6.06%,7.30%,9.20%,10.09%,11.10%,13.06%,14.30%,15.30%,16.15%,16.61%,18.04%,20.64%,22.75%,19.54%,19.42%,19.31%,19.78%,20.51%,21.84%,24.17%,23.83%,29.70%,30.92%,30.51%,31.03%,25.19%,26.69%,26.80%,25.89%,25.84%,26.02%,25.52%,25.39%,25.77%
Buyback Yield / Dilution,-0.10%,1.12%,1.22%,1.21%,0.16%,0.22%,0.39%,0.18%,0.36%,0.17%,0.42%,1.08%,0.95%,0.87%,0.65%,0.10%,0.29%,0.42%,0.71%,1.01%,1.09%,1.25%,1.18%,0.85%,1.21%,1.42%,1.22%,2.03%,1.02%,0.82%,0.82%,0.21%,1.66%,1.66%,2.49%,3.33%,3.16%,2.96%,2.13%,1.29%,2.55%
Total Shareholder Return,-0.10%,1.12%,1.22%,1.21%,0.16%,0.22%,0.39%,0.18%,0.36%,0.17%,0.42%,1.08%,0.95%,0.87%,0.65%,0.10%,0.29%,0.42%,0.71%,1.01%,1.09%,1.25%,1.18%,0.85%,1.21%,1.42%,1.22%,2.03%,1.02%,0.82%,0.82%,0.21%,1.66%,1.66%,2.49%,3.33%,3.16%,2.96%,2.13%,1.29%,2.55%
