,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"3,469","3,824","3,144","4,298","6,419","7,316","12,685","14,457","20,383","18,744","20,396"
Market Cap Growth,47.66%,10.25%,-17.80%,36.71%,49.36%,13.96%,73.39%,13.97%,40.99%,-8.04%,-
Enterprise Value,"3,955","4,388","3,839","4,817","7,421","7,921","13,336","14,562","24,008","22,027","23,132"
PE Ratio,18.75,17.57,16.06,22.51,28.25,21.92,31.53,35.97,45.77,23.77,25.71
PS Ratio,1.48,1.60,1.37,2.00,2.47,2.52,4.01,4.68,4.42,3.43,3.62
PB Ratio,2.36,2.68,2.34,2.77,3.30,3.28,4.67,4.48,2.67,2.29,2.34
P/FCF Ratio,26.54,15.65,19.26,18.73,20.30,20.32,32.22,26.41,28.19,47.55,25.64
P/OCF Ratio,17.06,13.28,14.96,13.56,17.13,16.37,26.31,23.36,24.72,38.50,22.43
EV/Sales Ratio,1.69,1.83,1.67,2.24,2.85,2.73,4.22,4.72,5.20,4.04,4.11
EV/EBITDA Ratio,11.77,11.04,10.30,13.69,17.14,14.88,21.99,24.22,24.09,16.57,16.99
EV/EBIT Ratio,16.15,14.47,13.59,18.21,23.18,18.89,26.96,30.03,38.44,22.09,22.24
EV/FCF Ratio,30.26,17.95,23.52,21.00,23.47,22.00,33.87,26.60,33.21,55.88,29.08
Debt / Equity Ratio,0.38,0.49,0.58,0.40,0.55,0.34,0.31,0.24,0.54,0.48,0.37
Debt / EBITDA Ratio,1.64,1.77,2.09,1.76,2.48,1.40,1.40,1.29,4.11,2.95,2.38
Debt / FCF Ratio,4.23,2.89,4.78,2.69,3.39,2.08,2.16,1.42,5.67,9.95,4.08
Quick Ratio,1.06,1.01,1.16,0.96,1.02,0.98,1.13,1.70,1.04,1.18,1.01
Current Ratio,1.91,1.75,2.10,1.69,1.87,1.55,1.72,2.26,1.62,1.85,1.68
Asset Turnover,0.90,0.85,0.83,0.78,0.69,0.75,0.73,0.64,0.36,0.39,0.39
Interest Coverage,12.00,15.96,11.82,11.40,9.67,16.45,23.56,31.70,6.88,11.17,12.36
Return on Equity (ROE),14.30%,14.50%,14.40%,12.70%,12.70%,15.50%,15.90%,13.50%,6.90%,10.00%,9.30%
Return on Assets (ROA),7.10%,7.80%,7.10%,6.90%,6.00%,8.60%,9.20%,8.40%,3.50%,5.60%,5.50%
Return on Capital (ROIC),9.78%,10.58%,10.04%,8.76%,8.43%,11.86%,11.71%,10.25%,4.44%,6.98%,7.15%
Earnings Yield,5.33%,5.69%,6.23%,4.44%,3.54%,4.56%,3.17%,2.78%,2.18%,4.21%,3.87%
FCF Yield,3.77%,6.39%,5.19%,5.34%,4.93%,4.92%,3.10%,3.79%,3.55%,2.10%,3.90%
Buyback Yield / Dilution,-1.60%,0.26%,5.01%,1.39%,-2.25%,-1.93%,-1.35%,-1.07%,-16.89%,-7.67%,-0.42%
Total Shareholder Return,-1.60%,0.26%,5.01%,1.39%,-2.25%,-1.93%,-1.35%,-1.07%,-16.89%,-7.67%,-0.42%
