,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"603,278","654,159","607,331","796,065","1,090,307","988,887","1,920,273","2,428,612","2,417,523","2,676,737","2,815,213"
Market Cap Growth,37.55%,8.43%,-7.16%,31.08%,36.96%,-9.30%,94.19%,26.47%,-0.46%,10.72%,-
Enterprise Value,"483,334","512,821","456,778","642,850","967,690","891,036","1,840,879","2,362,815","2,368,483","2,625,726","2,750,678"
PE Ratio,15.27,12.25,13.29,16.46,18.32,17.90,33.45,25.65,24.22,27.60,28.37
PS Ratio,3.30,2.80,2.82,3.47,4.11,3.80,7.00,6.64,6.13,6.98,7.30
PB Ratio,5.41,5.48,4.74,5.94,10.18,10.93,29.39,38.49,47.71,43.07,37.99
P/FCF Ratio,12.09,9.37,11.35,15.38,17.00,16.79,26.17,26.13,21.69,26.88,26.34
P/OCF Ratio,10.10,8.05,9.17,12.39,14.08,14.25,23.80,23.34,19.79,24.21,24.18
EV/Sales Ratio,2.64,2.19,2.12,2.80,3.64,3.42,6.71,6.46,6.01,6.85,7.13
EV/EBITDA Ratio,7.82,6.07,6.23,8.40,11.12,10.88,22.72,19.19,17.79,20.32,20.71
EV/EBIT Ratio,8.97,7.00,7.27,9.68,12.71,12.86,26.31,21.12,19.41,22.31,22.66
EV/FCF Ratio,9.69,7.35,8.54,12.42,15.09,15.13,25.09,25.42,21.25,26.37,25.74
Debt / Equity Ratio,0.32,0.54,0.68,0.86,1.07,1.19,1.72,1.98,2.37,1.79,1.46
Debt / EBITDA Ratio,0.57,0.76,1.19,1.51,1.32,1.32,1.39,1.01,0.90,0.86,0.81
Debt / FCF Ratio,0.71,0.92,1.63,2.23,1.79,1.83,1.53,1.34,1.08,1.12,1.01
Quick Ratio,0.82,0.89,1.22,1.09,0.99,1.38,1.22,0.91,0.71,0.84,0.92
Current Ratio,1.08,1.11,1.35,1.28,1.13,1.54,1.36,1.08,0.88,0.99,1.07
Asset Turnover,0.83,0.86,0.70,0.66,0.71,0.76,0.84,1.07,1.11,1.12,1.12
Interest Coverage,140.28,99.93,43.15,28.59,23.50,19.38,24.35,42.29,41.64,29.92,41.42
Return on Equity (ROE),32.80%,42.90%,35.60%,36.30%,48.70%,53.80%,75.20%,144.10%,160.90%,160.80%,156.00%
Return on Assets (ROA),17.80%,19.70%,14.90%,14.00%,16.00%,16.10%,17.60%,27.60%,28.10%,28.40%,29.40%
Return on Capital (ROIC),26.41%,28.55%,20.76%,18.53%,26.12%,27.07%,31.91%,50.29%,58.62%,56.27%,55.51%
Earnings Yield,6.55%,8.16%,7.52%,6.07%,5.46%,5.59%,2.99%,3.90%,4.13%,3.62%,3.58%
FCF Yield,8.27%,10.67%,8.81%,6.50%,5.88%,5.96%,3.82%,3.83%,4.61%,3.72%,3.80%
Dividend Yield,1.80%,1.70%,1.90%,1.60%,1.20%,1.40%,0.70%,0.60%,0.60%,0.50%,0.53%
Payout Ratio,27.90%,21.30%,26.10%,25.90%,22.70%,25.10%,24.00%,15.00%,14.60%,15.30%,14.95%
Buyback Yield / Dilution,6.12%,5.38%,5.05%,4.52%,4.79%,7.02%,5.74%,3.78%,3.20%,3.14%,2.38%
Total Shareholder Return,7.92%,7.08%,6.95%,6.12%,5.99%,8.42%,6.44%,4.38%,3.80%,3.64%,2.90%
