,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,982","4,645","5,061","5,431","6,770","5,476","5,124","5,959","6,411","7,901","7,178","8,540","9,217","8,567","10,282","10,668","11,544","9,647","11,093","8,175","8,605","9,338","8,754","10,261","7,427","7,062","5,699","6,903","8,299","8,479","7,750","7,481","7,975","8,723","8,848","9,205","8,251","9,079","8,156","10,314","11,287"
Market Cap Growth,88.34%,64.01%,50.84%,22.20%,35.88%,17.89%,1.24%,9.73%,-5.30%,44.29%,40.10%,43.32%,43.78%,8.43%,43.24%,24.92%,25.24%,12.61%,7.89%,-23.37%,-25.46%,-3.20%,-21.08%,25.52%,-13.69%,-24.37%,-34.90%,-32.72%,11.75%,20.06%,35.97%,8.37%,-3.90%,2.88%,14.18%,23.04%,3.45%,4.08%,-7.82%,12.05%,-
Enterprise Value,"6,019","5,818","6,035","6,111","7,566","6,195","5,758","6,338","6,893","8,325","7,498","9,098","9,889","9,295","11,065","11,246","12,296","10,530","12,307","9,218","10,234","11,186","10,443","11,636","9,307","8,854","7,386","8,234","9,739","9,990","10,714","10,346","11,034","11,631","11,937","11,889","11,055","11,870","10,727","12,557","13,530"
PE Ratio,16.23,13.27,13.43,16.07,20.21,14.01,12.62,14.75,14.15,18.38,16.85,14.90,16.58,15.03,16.80,22.27,22.37,15.87,16.12,9.78,10.78,13.59,14.30,18.69,12.32,13.38,9.56,9.92,12.35,11.34,11.52,13.75,14.88,14.91,15.36,15.90,14.53,17.46,15.39,15.15,16.70
PS Ratio,0.73,0.67,0.73,0.78,0.98,0.79,0.73,0.85,0.89,1.10,1.02,1.21,1.31,1.19,1.40,1.43,1.52,1.24,1.39,1.00,1.03,1.09,1.01,1.15,0.82,0.79,0.63,0.74,0.89,0.89,0.81,0.79,0.81,0.85,0.84,0.86,0.77,0.83,0.74,0.90,0.99
PB Ratio,3.19,2.96,3.05,3.98,4.91,3.69,3.44,4.00,4.22,4.90,4.35,5.17,5.63,5.19,6.01,6.07,6.72,5.68,6.08,5.39,5.51,5.74,5.13,6.46,4.52,4.21,3.03,3.63,4.19,4.10,3.54,2.66,2.83,2.96,2.90,2.64,2.32,2.49,2.19,2.52,2.76
P/FCF Ratio,-20.93,9.37,10.98,9.20,8.28,7.71,7.23,8.85,9.16,11.55,10.83,15.90,16.46,15.69,28.80,23.55,25.10,19.03,36.13,15.97,21.41,82.64,15.69,22.31,14.15,8.99,8.19,9.12,11.23,13.33,10.29,16.66,23.53,16.65,58.60,18.63,14.45,24.08,10.65,14.90,16.31
P/OCF Ratio,12.97,7.36,8.35,7.19,6.92,6.27,5.90,6.92,7.08,8.70,7.89,10.39,10.64,9.70,14.18,13.11,13.81,10.85,15.85,8.94,10.69,17.89,8.95,11.45,7.79,5.90,5.39,6.32,7.77,8.80,7.10,9.84,12.58,10.84,20.29,12.02,9.82,13.86,8.08,10.63,11.64
Debt / Equity Ratio,1.14,1.12,1.05,1.22,1.23,1.13,0.88,0.85,0.84,0.79,0.77,0.77,0.78,0.78,0.75,0.73,0.75,0.75,0.70,0.85,1.07,1.15,1.01,0.91,1.16,1.44,1.29,0.97,0.93,0.90,1.61,1.24,1.20,1.11,1.05,0.90,0.88,0.85,0.72,0.65,0.65
Quick Ratio,1.65,1.43,1.55,1.55,1.59,1.39,1.51,1.54,1.63,1.64,1.63,1.40,1.40,1.41,1.33,0.81,0.60,0.50,0.33,0.27,0.22,0.31,0.27,0.21,0.21,0.53,0.55,0.41,0.36,0.37,0.41,0.44,0.41,0.43,0.29,0.38,0.37,0.38,0.29,0.29,0.29
