,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"166,072","181,772","161,626","179,295","188,139","161,896","178,746","163,100","175,242","139,603","136,308","159,705","223,322","236,493","241,433","249,614","307,912","307,208","285,828","294,254","241,822","266,485","275,738","271,523","316,808","185,307","206,046","208,718","262,205","334,018","353,313","357,213","364,110","332,637","250,811","242,664","265,703","228,910","228,635","217,572","269,779"
Market Cap Growth,32.72%,37.92%,16.58%,20.94%,13.29%,-10.93%,10.59%,-9.03%,-6.86%,-13.77%,-23.74%,-2.08%,27.44%,69.40%,77.12%,56.30%,37.88%,29.90%,18.39%,17.88%,-21.46%,-13.26%,-3.53%,-7.72%,31.01%,-30.46%,-25.27%,-23.13%,-17.24%,80.25%,71.47%,71.15%,38.86%,-0.41%,-29.01%,-32.07%,-27.03%,-31.18%,-8.84%,-10.34%,-
Enterprise Value,"326,661","311,337","291,405","320,782","325,805","260,113","303,674","250,552","254,816","185,663","184,536","219,175","278,557","297,413","312,200","301,661","363,511","299,125","325,051","288,029","232,362","254,753","307,778","311,431","303,713","77,538","-81,890","40,232","23,716","213,289","327,359","315,234","254,224","269,134","281,428","260,785","259,216","197,794","186,577","179,860","232,067"
PE Ratio,16.47,21.49,23.35,42.35,42.03,21.01,17.07,10.79,12.15,9.29,9.31,10.71,13.84,13.17,13.21,13.28,18.53,16.81,14.30,13.54,9.06,9.84,9.95,10.33,12.19,8.17,10.93,11.59,15.92,16.30,13.50,12.32,11.92,11.24,9.44,9.38,10.21,8.46,8.10,7.52,9.55
PS Ratio,1.87,2.06,1.85,2.06,2.19,1.92,2.12,1.94,2.11,1.68,1.65,1.92,2.67,2.78,2.79,2.87,3.53,3.49,3.26,3.32,2.66,2.93,3.01,2.97,3.47,2.04,2.28,2.38,3.07,3.90,4.17,4.10,4.09,3.72,2.76,2.62,2.80,2.34,2.28,2.15,2.67
PB Ratio,0.71,0.78,0.68,0.75,0.77,0.65,0.71,0.64,0.68,0.53,0.51,0.59,0.84,0.88,0.89,0.92,1.15,1.15,1.08,1.12,0.91,1.00,1.02,1.01,1.20,0.70,0.78,0.78,0.96,1.22,1.27,1.31,1.35,1.25,0.93,0.90,0.97,0.82,0.81,0.76,0.94
P/FCF Ratio,1.79,2.05,3.41,4.26,6.11,18.86,271.65,6.87,6.17,3.58,2.36,4.93,12.93,-35.78,-19.70,33.18,31.22,4.86,6.08,6.35,6.12,18.68,19.61,-24.14,5.13,2.82,2.97,4.91,6.90,-10.01,-8.90,129.90,-50.62,-1127.58,63.22,33.12,-42.00,8.23,5.12,5.03,6.24
P/OCF Ratio,1.79,2.04,3.39,4.22,6.11,19.47,863.51,7.07,6.17,3.58,2.36,4.93,12.93,-35.78,-19.70,33.18,31.22,4.86,6.08,6.35,6.12,18.68,19.61,-24.14,5.13,2.82,2.97,4.91,6.90,-10.01,-8.90,129.90,-50.62,-1127.58,63.22,33.12,-42.00,8.23,5.12,5.03,6.24
Debt / Equity Ratio,2.12,2.20,2.19,2.10,1.95,1.90,1.97,1.84,1.71,1.72,1.65,1.59,1.54,1.68,1.69,1.66,1.64,1.69,1.68,1.66,1.65,1.63,1.70,1.77,1.62,1.72,1.73,1.73,1.66,1.72,1.84,1.86,1.84,1.94,1.89,1.88,1.82,2.34,2.17,2.20,2.20
Return on Capital (ROIC),Upgrade,1.93%,1.57%,1.23%,0.83%,0.87%,1.32%,1.69%,2.54%,2.66%,2.65%,2.65%,2.72%,3.01%,3.08%,3.06%,3.14%,2.88%,3.07%,3.36%,3.66%,4.39%,4.46%,4.37%,4.12%,4.38%,4.23%,4.25%,4.19%,3.92%,3.56%,3.26%,3.40%,3.59%,3.59%,3.54%,3.64%,3.86%,3.39%,3.72%,3.76%
