,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,"3,183",-514,"2,035",-470,"3,425","2,715","4,804","4,178","3,028","3,015","4,422","4,452","4,251","4,835","4,745","4,959","2,079","6,490","6,466","6,701","7,039","6,869","7,109","5,272","6,748","3,541","3,284","4,440","5,208","7,560","8,964","7,260","6,773","6,600","5,932","6,579","6,904","7,656","7,102","7,270"
Depreciation & Amortization,662,629,626,625,642,608,603,595,583,566,562,564,549,534,531,523,515,511,513,515,524,418,434,438,439,432,448,476,487,461,469,473,495,494,491,491,502,503,510,517
Share-Based Compensation,0,0,0,0,78,14,13,-10,-106,831,131,125,280,306,459,457,427,415,462,446,406,504,481,510,479,543,534,520,434,853,610,568,737,739,792,704,627,794,832,588
Other Operating Activities,"7,893","22,370","1,861","2,553","-4,109","-3,474","-9,082","20,592","1,853","6,028","9,818","-5,118","-14,881","-19,166","3,553","13,900","-10,407","32,510","-14,277","11,478","-22,130","6,868","-14,988","-12,427","51,191","14,058","-7,521","-38,515","48,203","-61,692","-19,614","1,063","36,406","-53,730","-12,579","4,877","22,737","-20,758","3,036","2,865"
Operating Cash Flow,"11,994","22,723","4,778","2,946",348,245,"-3,332","25,796","5,688","10,897","15,294",526,"-9,440","-12,989","9,649","20,304","-7,100","40,354","-6,518","19,606","-13,922","15,101","-6,725","-5,702","59,103","19,043","-3,006","-32,638","54,594","-52,328","-9,311","9,795","44,651","-45,430","-5,049","13,154","30,998","-11,300","11,786","11,772"
Operating Cash Flow Growth,-,-14.15%,-89.64%,-64.19%,-97.10%,-98.92%,-,775.63%,1534.48%,4347.76%,-,-97.96%,-,-,-36.91%,3760.08%,-,-,-,-3.44%,-,-62.58%,-,-,-,26.10%,-,-,-7.63%,-,-,-,-18.21%,-,-,34.29%,-30.58%,-,-,-10.51%
Capital Expenditures,353,-266,-185,-233,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change in Investments,"18,094","-29,252","-14,241","8,830","28,907","-13,419","-14,272","-4,033","-24,141","-21,966","-9,234","-31,909",416,"-12,739","-20,448","-15,072","-11,693","-22,044","2,923","-26,280","-24,081","-4,100","-1,791","-29,272","-42,493","-88,792","-87,982","55,464","-52,866","-112,313","-107,724","-31,897","-57,878","-67,433","17,895","35,668","15,953","32,801","58,443","-58,177"
Other Investing Activities,-699,103,32,-126,"-2,513",-93,-201,-735,"1,323",592,118,-601,299,"-1,202","10,464",-627,-224,-805,-943,-2,-236,-667,-660,-861,-786,"-1,619",-367,-487,"-1,016",-767,-882,-801,"-1,029",-975,"-1,157",-907,"-1,573","-1,955",-559,"-1,757"
Investing Cash Flow,"17,748","-29,415","-14,394","8,471","27,078","-13,512","-14,473","-4,768","-22,818","-21,374","-9,116","-32,510",715,"-13,941","-9,984","-15,699","-11,917","-22,849","1,980","-26,282","-24,317","-4,767","-2,451","-30,133","-43,279","-90,411","-88,349","54,977","-53,882","-113,080","-108,606","-32,698","-58,907","-68,408","16,738","34,761","14,380","30,846","57,884","-59,934"
