,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"2,184","3,163","1,884","1,807","2,372","2,433","1,532","1,630","1,791","1,984","1,574","1,889","2,081","2,735","2,143","2,098","2,638","3,155","2,186","2,212","-1,276","2,229","1,658","1,658","2,019","2,167","1,575","1,622","2,054","2,547","1,742","1,749","2,314","2,763","1,944","1,903","2,711","2,779","1,875","1,860"
Revenue Growth (YoY),2.15%,32.45%,-0.53%,10.18%,8.61%,-23.08%,-18.68%,-9.80%,-24.49%,-18.45%,2.74%,15.89%,16.19%,37.85%,36.15%,11.06%,26.77%,15.36%,2.01%,5.43%,-,-29.35%,-24.15%,-25.05%,-,-2.78%,-5.01%,-2.17%,1.73%,17.54%,10.60%,7.83%,12.66%,8.48%,11.60%,8.81%,17.16%,0.58%,-3.55%,-2.26%
Cost of Revenue,"1,760","2,633","1,442","1,281","1,922","1,960","1,107","1,097","1,319","1,474","1,103","1,281","1,521","2,218","1,649","1,532","2,043","2,590","1,657","1,660","-1,728","1,718","1,107",985,"1,458","1,483","1,043","1,014","1,465","1,787","1,119","1,118","1,649","1,968","1,266","1,190","2,043","1,919","1,146",968
Gross Profit,424,530,442,526,450,473,425,533,472,510,471,608,560,517,494,566,595,565,529,552,452,511,551,673,561,684,532,608,589,760,623,631,665,795,678,713,668,860,729,892
Other Operating Expenses,213,235,256,293,229,217,239,268,246,260,289,324,253,226,254,269,287,314,342,326,248,300,322,316,287,467,297,306,304,307,327,353,329,318,327,329,314,319,349,374
Operating Expenses,213,235,256,293,229,217,239,268,246,260,289,324,253,226,254,269,287,314,342,326,248,300,322,316,287,467,297,306,304,307,327,353,329,318,327,329,314,319,349,374
Operating Income,211,295,186,233,221,256,186,265,226,250,182,284,307,291,240,297,308,251,187,226,204,211,229,357,274,217,235,302,285,453,296,278,336,477,351,384,354,541,380,518
Interest Expense / Income,114,114,119,118,2,89,89,88,86,87,86,83,82,78,77,80,78,78,91,90,161,133,144,143,147,147,135,128,119,146,131,119,133,157,110,119,138,150,167,183
Other Expense / Income,-78,-113,-102,-98,10,-42,-17,812,958,-77,88,-75,63,-86,-48,-50,-56,-39,184,-73,-147,-105,-125,-102,15,"1,616",-34,68,-81,-105,-67,-92,-498,-410,-3,-12,50,-12,-4,-15
Pretax Income,175,294,169,213,209,209,114,-635,-818,240,8,276,162,299,211,267,286,212,-88,209,190,183,210,316,112,"-1,546",134,106,247,412,232,251,701,730,244,277,166,403,217,350
Income Tax,62,109,62,70,33,78,37,-244,-309,86,10,97,61,107,76,98,"-1,010",47,-13,51,70,14,15,46,-45,-347,29,-15,47,49,-19,33,47,199,54,75,32,78,99,68
Net Income,113,185,107,143,176,131,77,-391,-509,154,-2,179,101,192,135,169,"1,296",165,-75,158,120,169,195,270,157,"-1,199",105,121,200,363,251,218,654,531,190,202,134,325,118,282
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,29,30,29,29,29,46,52,49,29,30,23,13,13,11,13,12,12,12,26
Net Income Common,113,185,107,143,176,131,77,-391,-509,154,-2,179,101,192,135,169,"1,296",165,-75,153,90,140,165,241,128,"-1,228",59,69,151,334,221,195,641,518,179,189,122,313,106,256
