,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"21,740","22,955","19,353","21,951","23,916","22,487","30,707","31,707","39,856","47,491","39,092"
Market Cap Growth,34.87%,5.59%,-15.69%,13.42%,8.95%,-5.97%,36.55%,3.25%,25.70%,19.16%,-
Enterprise Value,"22,584","24,661","21,427","24,634","26,456","26,357","34,480","35,165","44,555","51,818","43,534"
PE Ratio,26.50,27.10,37.73,30.49,30.55,19.10,26.71,24.80,26.98,28.87,20.62
PS Ratio,3.04,3.09,2.62,2.95,3.18,2.89,3.85,3.89,4.44,4.56,3.50
PB Ratio,13.55,15.78,19.39,27.93,26.13,16.08,17.66,14.19,14.46,14.39,9.85
P/FCF Ratio,25.40,48.31,21.49,29.36,23.93,17.02,21.24,25.20,25.11,26.26,24.06
P/OCF Ratio,18.25,27.19,15.40,21.66,19.14,14.05,17.41,18.65,19.13,20.40,16.75
EV/Sales Ratio,3.16,3.32,2.90,3.31,3.52,3.38,4.32,4.31,4.97,4.97,3.90
EV/EBITDA Ratio,14.66,15.40,17.11,16.52,17.67,14.24,18.95,18.10,19.94,21.29,15.73
EV/EBIT Ratio,16.86,17.75,21.27,20.71,21.42,16.95,22.57,21.34,23.21,25.22,18.41
EV/FCF Ratio,26.39,51.90,23.79,32.95,26.47,19.95,23.85,27.95,28.07,28.65,26.79
Debt / Equity Ratio,1.22,1.50,2.43,3.79,3.19,3.19,2.45,2.06,1.82,1.45,1.24
Debt / EBITDA Ratio,1.27,1.36,1.93,2.00,1.95,2.41,2.35,2.37,2.25,1.97,1.78
Debt / FCF Ratio,2.29,4.58,2.69,3.99,2.92,3.37,2.95,3.66,3.17,2.65,3.02
Quick Ratio,1.13,0.55,0.43,0.46,0.47,0.49,0.53,0.93,0.40,0.36,0.54
Current Ratio,1.77,1.16,0.83,0.95,0.96,0.93,1.05,1.57,0.90,0.81,1.09
Asset Turnover,1.43,1.34,1.33,1.34,1.37,1.03,0.99,0.90,0.95,0.97,0.98
Interest Coverage,15.16,16.64,9.53,13.20,12.57,11.20,10.60,11.03,15.06,14.94,15.80
Return on Equity (ROE),63.70%,55.10%,47.70%,88.90%,91.50%,101.20%,69.90%,66.20%,60.30%,54.00%,53.00%
Return on Assets (ROA),16.40%,15.30%,9.20%,12.90%,14.30%,15.60%,14.30%,14.10%,15.60%,15.30%,16.80%
Return on Capital (ROIC),24.60%,24.85%,17.27%,21.83%,23.58%,23.05%,22.08%,22.25%,21.64%,23.97%,25.45%
Earnings Yield,3.77%,3.69%,2.65%,3.28%,3.27%,5.24%,3.74%,4.03%,3.71%,3.46%,4.88%
FCF Yield,3.94%,2.07%,4.65%,3.41%,4.18%,5.88%,4.71%,3.97%,3.98%,3.81%,4.16%
Dividend Yield,1.90%,2.00%,2.50%,2.30%,2.20%,2.60%,2.00%,2.10%,1.80%,1.70%,2.87%
Payout Ratio,48.10%,52.20%,93.20%,69.60%,67.20%,47.80%,53.00%,50.10%,46.50%,47.10%,59.12%
Buyback Yield / Dilution,-0.18%,1.22%,1.85%,2.11%,0.72%,0.42%,0.42%,0.37%,1.03%,0.45%,0.25%
Total Shareholder Return,1.72%,3.22%,4.35%,4.41%,2.92%,3.02%,2.42%,2.47%,2.83%,2.15%,3.12%
