,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,411.59,470.05,442.62,419.47,542.96,587.69,604.16,248.01,250.81,189.96,154.13,87.88,122.41,175.14,113.48,214.17,231.84,225.66,372.61,280.15,306.04,328.46,415.26,508.48,528.27,633.6,689.99,635.84,722.64,696.15,749,846.23,646.74,551.83,397.6,408.97,434.86,529.97,627.62,586.16
Short-Term Investments,295.4,334.58,346.99,338.59,347.58,291.55,355.58,415.2,0,80.18,205.02,329.84,454.63,394.47,434.88,324.38,298.76,348.27,327.79,426.85,457.36,417.87,428.8,400.16,380.98,301.04,342.82,343.62,363.59,322.46,301.53,260.95,240.38,240.68,417.28,515.14,652.86,851.14,851.7,734.84
Cash & Cash Equivalents,707,804.63,789.61,758.06,890.53,879.23,959.74,663.2,250.81,270.14,359.15,417.72,577.04,569.6,548.36,538.55,530.6,573.93,700.4,707,763.41,746.32,844.06,908.64,909.25,934.64,"1,033",979.45,"1,086","1,019","1,051","1,107",887.11,792.51,814.88,924.1,"1,088","1,381","1,479","1,321"
Cash Growth,39.31%,66.32%,48.37%,31.11%,25.96%,9.27%,21.55%,-12.51%,-71.84%,-69.27%,-62.58%,-37.02%,130.08%,110.85%,52.68%,28.93%,-8.05%,0.76%,27.73%,31.28%,43.88%,30.04%,20.51%,28.52%,19.10%,25.23%,22.36%,7.79%,19.46%,8.98%,1.72%,13.04%,-18.33%,-22.20%,-22.43%,-16.54%,22.61%,74.27%,81.54%,42.95%
Receivables,16.58,20.24,18.95,34.84,21.48,25.71,24.16,38.28,23.69,23.21,22.1,40.45,21.58,24.94,23.87,40.45,26.69,23.7,26.87,62.31,49.73,49.36,49.49,80.55,63.46,68.01,69.37,104.5,68.45,75.7,76.1,99.6,89.3,83.64,71.28,106.88,65.87,60.99,71.12,115.54
Inventory,15.2,15.52,15.89,15.33,16.05,16.53,17.52,15.04,16.89,16.97,18.38,15.02,18.32,19.13,21.63,19.86,17.4,20.85,18.29,21.56,18.78,21.14,23.87,26.1,23.34,24.18,25.46,26.45,24.3,25.16,28.45,32.83,29.85,29.46,33.75,35.67,34.6,36,40.18,39.31
Other Current Assets,52.01,51.71,49.43,51.28,56.63,67.76,71.81,98.12,83.36,77.39,69.26,49.19,47.02,50.3,62.08,30.67,55.74,102.19,47.52,23.93,5.84,15.57,37.34,56.93,79.46,123.52,83.64,309.84,277.87,328.35,363.52,141.96,90.23,140.7,157.53,109.19,73.26,78.32,78.72,144.87
Total Current Assets,790.79,892.1,873.87,859.51,984.7,989.23,"1,073",814.65,374.74,387.71,468.9,522.37,663.96,663.97,655.94,629.54,630.44,720.67,793.07,814.79,837.75,832.4,954.76,"1,072","1,076","1,150","1,211","1,420","1,457","1,448","1,519","1,382","1,096","1,046","1,077","1,176","1,261","1,556","1,669","1,621"
"Property, Plant & Equipment",983.05,"1,012","1,053","1,107","1,119","1,147","1,181","1,217","1,242","1,269","1,279","1,304","1,323","1,328","1,332","1,338","1,344","1,334","1,361","1,379","3,717","3,759","3,905","3,964","4,057","4,132","4,255","4,351","4,472","4,612","4,813","4,888","4,927","5,023","5,181","5,254","5,316","5,456","5,649","5,749"
Long-Term Investments,313.6,304.11,440.95,496.11,531.08,600.77,625.1,622.94,455.68,376.36,250.66,125.06,0,0,0,0,49.38,0,0,0,0,0,0,0,0,0,61.47,102.33,110.93,150.81,188.34,274.31,333.09,359.91,442.62,388.06,368.02,430.76,473.25,564.49
Goodwill and Intangibles,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94
Other Long-Term Assets,46.3,47.52,47.61,42.78,46.53,47.23,46.7,48.32,46.86,46.46,46.87,53.18,53.74,54.37,54.72,55.85,51.97,52.06,54.42,49.53,49.12,46.36,56.33,46.31,51.97,65.63,81.51,86.9,87.33,87.8,85.41,87.57,89.16,93.91,94.77,88.12,86.36,87.63,98.15,88.64
Total Long-Term Assets,"1,365","1,385","1,563","1,668","1,719","1,817","1,875","1,910","1,766","1,714","1,598","1,504","1,398","1,405","1,408","1,416","1,467","1,408","1,438","1,451","3,788","3,827","3,983","4,032","4,131","4,220","4,420","4,563","4,692","4,873","5,109","5,271","5,371","5,499","5,740","5,752","5,792","5,996","6,242","6,424"
Total Assets,"2,156","2,278","2,437","2,527","2,704","2,806","2,948","2,725","2,141","2,102","2,067","2,026","2,062","2,069","2,064","2,046","2,097","2,129","2,231","2,266","4,625","4,659","4,938","5,105","5,206","5,370","5,632","5,983","6,149","6,320","6,628","6,653","6,467","6,545","6,817","6,928","7,053","7,552","7,911","8,044"
Accounts Payable,66.73,77.65,88.4,69.61,76.07,81.45,77.25,85.71,76.61,75.26,74.68,78.36,83.84,80.98,86.71,82.03,99,95.6,103.49,113.07,106.21,99.01,118.48,115.82,130.42,160.52,157.32,121.99,147.42,140.25,171.71,163.16,168.91,158.58,167.84,184.57,182.61,162.04,207.54,197.65
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.65,0,0,0,70.47,57.09,61.79,61.81,95.2,77.5,88.92,91.47,127.75,110.2,113.02,120.42,156.35,132.42,132.45,133.12,183.07,157.9,158.96,156.32,209.68
Current Debt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.67,161.25,166.8,173.14,178.36,197.2,199.82,204.76,209.09,213.65,214.68,218.71,223.3,230.93,231.95,236.25,239.03,244.06,244.99,248.07
Other Current Liabilities,160.51,163.89,176.59,176.1,201.06,179.56,166.99,194.23,195.36,201.27,204.82,203.43,222.48,186.81,236.7,178.22,268.32,259.56,299.3,266.45,260.7,226.21,286.93,282.44,279.52,276.54,353.11,367.7,367.3,368.57,344.15,335.46,309.11,309.67,284.95,318,314.56,417.19,478.85,375.23
Total Current Liabilities,227.24,241.54,264.99,245.71,277.12,261.02,244.24,279.94,271.96,276.53,279.5,281.79,306.32,267.79,323.4,323.89,367.32,355.16,402.79,449.99,581.67,548.27,634.02,666.59,665.8,723.18,801.72,822.2,834,835.49,850.96,873.68,833.74,831.62,817.86,921.88,894.09,982.25,"1,088","1,031"
Long-Term Debt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,514","2,535","2,643","2,678","2,765","2,809","2,891","2,952","3,040","3,135","3,275","3,302","3,331","3,393","3,497","3,495","3,533","3,644","3,773","3,804"
Other Long-Term Liabilities,283.41,283.01,278.3,269.24,292.26,293.5,302.19,317.15,328.6,339.23,346.51,341.82,348.22,350.57,353.85,357.35,366.08,381.45,392.25,374.19,46.12,38.22,38.73,76.61,103.9,133.28,133.2,188.27,177.35,176.26,190.82,180.3,168.24,166.09,174.98,142.44,145.03,159.37,164.39,147.98
Total Long-Term Liabilities,283.41,283.01,278.3,269.24,292.26,293.5,302.19,317.15,328.6,339.23,346.51,341.82,348.22,350.57,353.85,357.35,366.08,381.45,392.25,374.19,"2,560","2,573","2,681","2,755","2,869","2,942","3,024","3,141","3,218","3,311","3,466","3,482","3,500","3,560","3,672","3,638","3,678","3,803","3,937","3,952"
Total Liabilities,510.65,524.55,543.29,514.95,569.39,554.51,546.43,597.09,600.57,615.76,626.01,623.61,654.54,618.36,677.25,681.25,733.4,736.62,795.04,824.18,"3,142","3,121","3,315","3,422","3,534","3,666","3,826","3,963","4,052","4,146","4,317","4,356","4,333","4,391","4,490","4,559","4,572","4,786","5,025","4,982"
Total Debt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,672","2,696","2,810","2,852","2,943","3,006","3,091","3,157","3,249","3,348","3,490","3,520","3,555","3,624","3,729","3,731","3,772","3,888","4,018","4,052"
Debt Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.17%,11.51%,10.02%,10.71%,10.40%,11.37%,12.90%,11.51%,9.40%,8.25%,6.87%,6.00%,6.10%,7.27%,7.75%,8.58%
Common Stock,283.58,280.83,292.15,290.53,294.56,270,276.62,-61.63,-626.74,-706.29,-758.37,-810.16,-851.54,-877.87,-962.5,"-1,028.96","-1,088.84","-1,106.26","-1,100.91","-1,126.04","-1,169.77","-1,207.14","-1,220.7","-1,233.06","-1,317.56","-1,294.32","-1,274.17","-1,251.8","-1,301.24","-1,412.89","-1,479.62","-1,626.42","-1,948.32","-2,186.55","-2,268.24","-2,452.34","-2,630.78","-2,687.84","-2,880.51","-2,988.12"
Retained Earnings,"1,360","1,470","1,601","1,722","1,845","1,985","2,130","2,198","2,171","2,197","2,205","2,221","2,267","2,334","2,353","2,397","2,457","2,503","2,542","2,574","2,659","2,750","2,849","2,921","2,997","3,005","3,085","3,276","3,403","3,591","3,796","3,929","4,087","4,347","4,605","4,828","5,120","5,462","5,775","6,057"
Comprehensive Income,1.49,1.97,0.58,-0.43,-5.14,-3.41,-5.13,-8.27,-4.45,-4.71,-5.45,-8.16,-7.67,-5.59,-3.65,-3.66,-3.63,-5.13,-4.86,-6.24,-5.86,-5.26,-5.89,-5.36,-7.2,-6.15,-5.44,-4.23,-4.49,-4.19,-5.14,-5.35,-5.16,-6.64,-8.9,-7.89,-7.43,-6.95,-8.08,-6.66
Shareholders' Equity,"1,645","1,753","1,894","2,012","2,134","2,252","2,401","2,128","1,540","1,486","1,441","1,402","1,408","1,450","1,387","1,364","1,364","1,392","1,436","1,441","1,484","1,538","1,622","1,683","1,672","1,704","1,806","2,020","2,098","2,174","2,311","2,297","2,134","2,154","2,327","2,368","2,482","2,767","2,886","3,062"
Net Cash / Debt,707,804.63,789.61,758.06,890.53,879.23,959.74,663.2,250.81,270.14,359.15,417.72,577.04,569.6,548.36,538.55,530.6,573.93,700.4,707,"-1,908.16","-1,949.7","-1,965.48","-1,942.88","-2,033.89","-2,071.73","-2,058.14","-2,177.6","-2,163.04","-2,329.6","-2,439.03","-2,413.14","-2,667.51","-2,831.84","-2,914.29","-2,807.31","-2,683.88","-2,506.88","-2,538.76","-2,730.62"
Net Cash / Debt Growth,39.31%,66.32%,48.37%,31.11%,25.96%,9.27%,21.55%,-12.51%,-71.84%,-69.27%,-62.58%,-37.02%,130.08%,110.85%,52.68%,28.93%,-8.05%,0.76%,27.73%,31.28%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,22.45,25.56,25.03,24.03,28.19,27.89,30.42,21.18,8.39,9.21,12.31,14.06,20.00,19.78,19.28,19.13,18.98,20.55,25.00,25.30,-67.86,-68.89,-69.24,-68.47,-71.81,-73.12,-72.33,-76.26,-75.68,-81.74,-85.65,-84.72,-94.25,-100.81,-104.25,-100.62,-96.58,-90.35,-91.71,-98.85
Working Capital,563.55,650.56,608.88,613.8,707.57,728.22,828.99,534.71,102.78,111.18,189.4,240.58,357.64,396.18,332.53,305.64,263.12,365.51,390.29,364.8,256.08,284.13,320.74,405.61,409.71,427.17,409.56,598.04,622.85,612.32,667.64,507.88,262.76,214.68,259.58,253.96,367.35,574.17,581.64,590.09
Book Value Per Share,52.96,56.46,61.05,64.87,68.77,72.36,77.00,68.59,51.53,50.88,49.58,48.53,48.96,50.62,48.82,48.47,48.87,50.04,51.65,51.92,53.57,55.48,58.41,60.61,60.16,61.07,64.55,72.17,74.58,77.28,82.09,81.71,76.10,77.20,83.80,85.54,89.84,100.23,104.77,111.59
