,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,904.16,"1,050","1,084","1,070","1,089","1,198","1,217",997.51,834.46,998.38,"1,037","1,035","1,069","1,169","1,128","1,110","1,148","1,267","1,225","1,225","1,308","1,434","1,404","1,440","1,411","1,365","1,601","1,608","1,742","1,893","1,952","1,961","2,021","2,213","2,220","2,181","2,369","2,515","2,472","2,516"
Revenue Growth (YoY),24.41%,28.56%,31.12%,26.73%,20.45%,14.07%,12.24%,-6.76%,-23.38%,-16.65%,-14.78%,3.71%,28.09%,17.13%,8.78%,7.30%,7.44%,8.30%,8.59%,10.36%,13.92%,13.24%,14.59%,17.56%,7.84%,-4.85%,14.09%,11.63%,23.45%,38.67%,21.91%,21.95%,16.02%,16.95%,13.72%,11.22%,17.23%,13.62%,11.34%,15.40%
Cost of Revenue,669.98,763.35,772.22,784.96,789.9,862.66,872.4,801.98,777.63,843.34,890.29,894.91,879.22,949.01,946.94,945.03,924.1,"1,017",996.26,"1,017","1,034","1,135","1,112","1,164","1,162","1,198","1,289","1,294","1,353","1,430","1,493","1,565","1,602","1,655","1,658","1,658","1,761","1,824","1,822","1,878"
Gross Profit,234.18,286.72,312,284.85,299.14,335.12,344.49,195.53,56.83,155.05,146.69,139.65,189.61,220.4,181.13,165.07,224.29,249.64,228.75,208.31,274.5,299.66,291.89,276.45,248.87,166.76,312.23,313.23,388.76,462.88,459.35,396.02,418.95,558.09,562.55,522.54,607.09,690.86,649.84,638.3
"Selling, General & Admin",66.92,74.88,71.17,60.93,63.06,70.21,70.07,46.88,62.01,70.76,78.41,65.07,69.44,70.08,99.18,57.69,77.06,85.15,109.52,103.72,102.67,121.4,115.07,112.42,106.47,102.65,133.15,124.02,155.1,146.04,145.93,159.78,147.4,140.82,140.9,135.07,148.34,156.5,159.5,169.25
Other Operating Expenses,31.61,32,33.4,36.05,38.28,37.5,39.67,45.04,41.43,43.39,58.56,44.03,47,43.6,51.09,47.35,54.42,96.53,61.24,64.98,61.66,58.25,61.2,65.87,71.28,69.05,71.98,72.32,72.21,71.31,73.74,77.95,81.32,79.67,85.4,91.14,91.14,102.55,95.39,105.61
Operating Expenses,98.53,106.88,104.57,96.98,101.34,107.71,109.73,91.92,103.44,114.15,136.97,109.1,116.44,113.68,150.27,105.04,131.49,181.68,170.76,168.7,164.33,179.64,176.27,178.29,177.75,171.7,205.13,196.34,227.31,217.36,219.67,237.72,228.73,220.49,226.29,226.21,239.48,259.05,254.89,274.86
Operating Income,135.65,179.84,207.44,187.87,197.8,227.42,234.76,103.61,-46.6,40.9,9.73,30.55,73.17,106.73,30.87,60.03,92.81,67.96,57.99,39.61,110.16,120.02,115.62,98.16,71.12,-4.94,107.1,116.89,161.44,245.53,239.68,158.3,190.22,337.6,336.25,296.33,367.61,431.81,394.95,363.45
Other Expense / Income,-0.69,-1.14,-0.79,-0.89,-1.22,-1.74,-1.52,-1.8,-2.13,-0.79,-0.67,-0.59,-1.19,-1.05,-1.28,-1.44,-1.39,-2.32,-2.49,-3.86,-3.13,-3.95,-4.41,-2.84,-2.74,-0.62,0.6,-0.85,2.17,-0.85,0.13,-9.26,0.21,-10.57,-3.71,-7.06,-8.95,-16.45,-18.39,-18.91
Pretax Income,136.34,180.99,208.22,188.76,199.02,229.16,236.28,105.41,-44.48,41.68,10.4,31.14,74.36,107.77,32.14,61.47,94.2,70.28,60.48,43.47,113.29,123.97,120.03,101,73.86,-4.32,106.5,117.73,159.27,246.38,239.55,167.56,190.01,348.17,339.97,303.39,376.56,448.26,413.34,382.35
