,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"17,623","18,417","20,675","21,228","20,181","18,783","22,430","14,965","14,150","11,761","12,331","10,923","12,819","11,927","8,777","8,160","9,025","11,989","12,638","11,998","19,647","20,311","23,300","23,268","18,171","29,351","34,784","38,801","39,988","43,643","51,063","49,188","44,347","36,554","41,724","38,463","47,186","59,015","50,536","62,765","71,252"
Market Cap Growth,74.27%,63.53%,56.19%,28.76%,14.51%,1.99%,8.49%,-29.50%,-29.89%,-37.38%,-45.03%,-27.01%,-9.41%,1.41%,-28.82%,-25.29%,-29.60%,0.52%,43.99%,47.03%,117.70%,69.41%,84.37%,93.92%,-7.51%,44.51%,49.28%,66.76%,120.06%,48.69%,46.80%,26.77%,10.90%,-16.24%,-18.29%,-21.80%,6.40%,61.44%,21.12%,63.18%,-
Enterprise Value,"16,916","17,612","19,885","20,470","19,291","17,904","21,470","14,302","13,899","11,491","11,971","10,505","12,242","11,357","8,228","7,622","8,494","11,415","11,937","11,291","21,555","22,260","25,266","25,211","20,205","31,423","36,842","40,978","42,151","45,972","53,502","51,601","47,015","39,386","44,638","41,270","49,870","61,522","53,075","65,495","73,983"
PE Ratio,52.78,51.68,51.21,47.66,41.62,36.48,42.40,31.47,43.33,55.50,164.77,476.20,134.24,87.30,59.13,46.30,47.60,70.64,67.10,67.96,95.73,81.44,75.22,66.45,53.70,114.85,146.63,109.06,98.38,74.44,71.87,75.33,64.82,48.34,51.58,42.78,45.70,52.96,43.18,51.08,58.60
PS Ratio,5.20,5.08,5.33,5.17,4.70,4.23,4.90,3.33,3.33,2.91,3.19,2.80,3.10,2.77,1.99,1.82,1.98,2.58,2.66,2.47,3.91,3.91,4.34,4.17,3.19,5.22,5.98,6.48,6.33,6.38,7.10,6.52,5.67,4.49,4.96,4.45,5.25,6.36,5.30,6.36,7.22
PB Ratio,10.71,10.51,10.92,10.55,9.46,8.34,9.34,7.03,9.19,7.91,8.56,7.79,9.11,8.22,6.33,5.98,6.62,8.61,8.80,8.32,13.24,13.21,14.36,13.83,10.87,17.22,19.26,19.21,19.06,20.07,22.10,21.41,20.78,16.97,17.93,16.24,19.01,21.33,17.51,20.50,23.27
P/FCF Ratio,47.29,46.18,44.35,49.43,42.02,40.96,50.20,35.14,58.64,61.22,114.18,113.41,67.09,68.83,39.66,32.45,29.93,41.57,39.48,35.91,63.60,62.35,66.81,57.92,46.86,76.70,85.55,133.57,98.63,86.48,99.25,58.30,54.68,42.35,46.17,45.57,47.57,47.18,36.43,51.33,58.27
P/OCF Ratio,30.21,29.64,29.97,31.12,27.09,25.99,31.11,21.90,28.17,25.47,32.81,30.76,28.87,28.46,19.36,17.43,17.40,23.06,21.74,19.30,32.58,32.41,35.09,32.24,25.20,40.43,47.30,58.45,50.76,47.35,53.26,38.37,35.22,28.36,30.68,29.07,31.56,32.95,26.33,35.19,39.95
Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.80,1.75,1.73,1.69,1.76,1.76,1.71,1.56,1.55,1.54,1.51,1.53,1.67,1.68,1.60,1.58,1.52,1.41,1.39,1.32,1.32
Quick Ratio,3.18,3.42,3.05,3.23,3.29,3.47,4.03,2.51,1.01,1.06,1.36,1.63,1.95,2.22,1.77,1.79,1.52,1.68,1.81,1.71,1.40,1.45,1.41,1.48,1.46,1.39,1.37,1.32,1.38,1.31,1.32,1.38,1.17,1.05,1.08,1.12,1.29,1.47,1.43,1.39,1.39
