,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"183,169","185,219","186,962","178,983","195,999","201,664","236,677","235,538","255,491","275,304","256,767"
Market Cap Growth,12.19%,1.12%,0.94%,-4.27%,9.51%,2.89%,17.36%,-0.48%,8.47%,7.75%,-
Enterprise Value,"209,834","218,006","223,769","216,137","237,678","236,801","272,960","271,536","288,568","304,934","286,468"
PE Ratio,21.34,26.09,25.43,27.42,157.05,31.34,26.53,30.40,26.15,28.85,23.95
PS Ratio,3.98,4.18,4.47,5.05,5.71,5.41,7.17,6.09,5.94,6.02,5.61
PB Ratio,5.52,6.11,7.32,7.76,11.48,11.88,12.47,12.20,11.11,11.42,9.90
P/FCF Ratio,22.31,23.22,28.61,32.96,32.24,23.96,27.31,20.92,26.80,28.25,25.25
P/OCF Ratio,17.26,17.59,21.26,25.19,25.70,19.26,24.04,18.66,23.19,23.74,21.62
EV/Sales Ratio,4.56,4.92,5.35,6.10,6.93,6.35,8.27,7.02,6.71,6.66,6.26
EV/EBITDA Ratio,17.81,17.54,21.00,24.44,23.16,18.08,21.46,17.55,20.87,26.96,20.67
EV/EBIT Ratio,21.39,20.84,25.23,28.50,25.90,20.18,24.40,19.36,22.96,29.95,22.56
EV/FCF Ratio,25.56,27.34,34.25,39.80,39.10,28.13,31.49,24.12,30.27,31.28,28.17
Debt / Equity Ratio,1.12,1.38,1.73,1.98,2.79,2.60,2.25,2.22,1.86,1.62,1.53
Debt / EBITDA Ratio,3.15,3.36,4.14,5.17,4.65,3.38,3.36,2.77,3.09,3.46,3.03
Debt / FCF Ratio,4.52,5.23,6.75,8.42,7.84,5.25,4.93,3.80,4.49,4.02,4.14
Quick Ratio,0.90,0.81,0.89,0.98,0.90,0.69,0.56,0.96,0.81,0.77,0.78
Current Ratio,1.13,1.02,1.24,1.28,1.34,0.87,0.76,1.32,1.13,1.15,1.14
Asset Turnover,0.52,0.50,0.49,0.48,0.40,0.41,0.43,0.38,0.41,0.46,0.47
Interest Coverage,22.09,20.10,10.20,11.77,8.92,9.63,10.66,6.26,8.78,12.37,8.89
Return on Equity (ROE),21.40%,24.24%,25.54%,5.41%,37.69%,52.53%,40.81%,50.63%,41.49%,44.45%,41.30%
Return on Assets (ROA),7.88%,7.99%,7.25%,1.43%,7.32%,10.72%,8.97%,11.19%,10.11%,11.55%,10.97%
Return on Capital (ROIC),10.56%,9.29%,9.97%,1.91%,11.13%,13.73%,11.61%,17.82%,13.59%,14.79%,13.76%
Earnings Yield,4.69%,3.83%,3.93%,3.65%,0.64%,3.19%,3.77%,3.29%,3.82%,3.47%,4.17%
FCF Yield,4.36%,4.43%,4.27%,3.65%,2.77%,3.01%,3.56%,3.68%,4.41%,3.46%,3.96%
Dividend Yield,2.71%,2.89%,3.07%,3.38%,3.22%,3.29%,2.89%,2.99%,2.84%,2.77%,3.10%
Payout Ratio,57.89%,75.37%,78.10%,92.58%,506.41%,103.26%,76.74%,90.96%,74.22%,79.82%,74.19%
Buyback Yield / Dilution,1.31%,1.01%,0.86%,0.98%,0.58%,-0.35%,-0.21%,-0.39%,-0.23%,0.25%,0.39%
Total Shareholder Return,4.02%,3.90%,3.93%,4.36%,3.80%,2.95%,2.68%,2.60%,2.61%,3.02%,3.49%
