,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Net Income,-20,-36,17,-364,-180,-181,-197,-102,-109,69,-406,-52,-33,-42,61,-19,81,116,102,38,16,35,120,170,162,157,390,"1,781",555,710,923,974,786,447,66,21,-139,27,299,667
Depreciation & Amortization,53,53,49,48,46,45,42,34,33,33,33,34,34,35,36,39,44,42,41,43,55,61,69,73,78,82,93,101,107,110,112,134,628,"1,201","1,188","1,245","1,006",873,848,824
Share-Based Compensation,23,21,21,16,17,17,13,16,16,18,23,29,23,24,29,21,32,33,36,36,41,45,54,57,59,60,76,79,85,83,99,112,199,292,275,315,309,348,353,374
Other Operating Activities,-260,-66,-69,416,-55,62,86,111,18,-205,379,168,-323,-99,-57,283,-264,-246,-103,3,-325,-111,-9,142,-364,-56,-220,"-1,407",151,49,-285,-398,-618,-902,-564,"-1,014",-690,-869,"-1,079","-1,484"
Operating Cash Flow,-204,-28,18,116,-172,-57,-56,59,-42,-85,29,179,-299,-82,69,324,-107,-55,76,120,-213,30,234,442,-65,243,339,554,898,952,849,822,995,"1,038",965,567,486,379,421,381
Operating Cash Flow Growth,-,-,-14.29%,452.38%,-,-,-,-49.14%,-,-,-,203.39%,-,-,137.93%,81.01%,-,-,10.14%,-62.96%,-,-,207.89%,268.33%,-,710.00%,44.87%,25.34%,-,291.77%,150.44%,48.38%,10.80%,9.03%,13.66%,-31.02%,-51.16%,-63.49%,-56.37%,-32.80%
Capital Expenditures,-21,-23,-29,-22,-22,-17,-17,-32,-26,-21,-9,-21,-23,-12,-34,-44,-46,-43,-33,-41,-62,-58,-55,-42,-55,-91,-74,-74,-66,-64,-85,-86,-71,-132,-123,-124,-158,-125,-124,-139
Acquisitions,0,0,0,0,0,0,0,0,0,351,-5,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,366","-1,558",0,14,0,0,-14,-117
Change in Investments,-110,-20,148,65,7,228,0,0,0,0,0,10,-221,137,84,60,21,-25,44,-47,-113,51,112,16,-18,55,-475,-220,-658,183,2,95,864,765,"-1,164","1,178","-1,085",-312,250,412
Other Investing Activities,-,-,-,-,-,-,-,-,-,-1,4,-1,-2,-1,1,1,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,-9,-1,-3,-11,-1,6,-1,-10,-6
Investing Cash Flow,-131,-43,119,43,-15,211,-17,-32,-26,329,-10,-16,-246,124,51,17,-25,-68,11,-88,-173,-7,57,-26,-73,-36,-549,-294,-722,119,-83,0,"3,158",-928,"-1,298","1,067","-1,237",-438,102,150
Share Issuance / Repurchase,1,1,2,0,0,1,0,4,0,2,678,7,8,2,5,5,6,29,9,20,1,34,-3,36,2,39,-69,35,-8,-211,-949,-727,"-1,947",-876,-921,-197,-259,75,-802,-158
Debt Issued / Paid,20,18,-1,3,57,-1,0,0,0,-4,-393,-164,0,0,0,-40,-14,-1,0,-26,-164,-70,-97,-142,0,200,-200,0,0,0,0,0,0,991,-312,0,0,0,0,0
Other Financing Activities,-1,1,-1,3,2,-2,-1,-1,-1,-1,-3,1,-5,-6,-3,1,-,-,-1,6,449,-2,2,-1,-,-1,-,-,-,-,-,-,-1,-1,-,-,-,-,-1,-1
Financing Cash Flow,20,20,0,6,59,-2,-1,3,-1,-3,282,-156,3,-4,2,-34,-8,28,8,0,286,-38,-98,-107,2,238,-269,35,-8,-211,-949,-727,"-1,948",114,"-1,233",-197,-259,75,-803,-159
Net Cash Flow,-315,-51,137,165,-128,152,-74,30,-69,241,301,7,-542,38,122,307,-140,-95,95,32,-100,-15,193,309,-136,445,-479,295,168,860,-183,95,"2,205",224,"-1,566","1,437","-1,010",16,-280,372
Free Cash Flow,-225,-51,-11,94,-194,-74,-73,27,-68,-106,20,158,-322,-94,35,280,-153,-98,43,79,-275,-28,179,400,-120,152,265,480,832,888,764,736,924,906,842,443,328,254,297,242
Free Cash Flow Growth,-,-,-,-,-,-,-,-71.28%,-,-,-,485.19%,-,-,75.00%,77.22%,-,-,22.86%,-71.79%,-,-,316.28%,406.33%,-,-,48.04%,20.00%,-,484.21%,188.30%,53.33%,11.06%,2.03%,10.21%,-39.81%,-64.50%,-71.96%,-64.73%,-45.37%
Free Cash Flow Margin,-16.11%,-3.54%,-0.77%,7.59%,-18.83%,-7.86%,-6.88%,2.82%,-8.17%,-10.32%,1.53%,13.70%,-27.33%,-8.17%,2.21%,20.90%,-9.29%,-5.58%,2.60%,5.57%,-21.62%,-1.83%,9.94%,18.81%,-6.72%,7.87%,9.46%,14.80%,24.15%,23.06%,17.71%,15.25%,15.70%,13.83%,15.13%,7.91%,6.13%,4.74%,5.12%,3.92%
Free Cash Flow Per Share,-0.30,-0.07,-0.01,0.12,-0.25,-0.10,-0.09,0.03,-0.09,-0.13,0.03,0.17,-0.34,-0.10,0.04,0.29,-0.16,-0.10,0.04,0.08,-0.26,-0.03,0.16,0.35,-0.10,0.13,0.22,0.40,0.69,0.73,0.63,0.61,0.66,0.56,0.52,0.27,0.20,0.16,0.18,0.15
