,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,"2,414","2,270","2,246","2,339","2,031","2,689","2,908","1,104","5,351","4,304"
Depreciation & Amortization,334,369,391,351,393,435,436,485,531,561
Other Operating Activities,769,"1,187","1,217","1,735","2,784","2,067","2,852","4,607",137,"2,275"
Operating Cash Flow,"3,517","3,826","3,854","4,425","5,208","5,191","6,196","6,196","6,019","7,140"
Operating Cash Flow Growth,15.65%,8.79%,0.73%,14.82%,17.69%,-0.33%,19.36%,0%,-2.86%,18.62%
Capital Expenditures,-231,-145,-167,-179,-218,-254,-284,-261,-194,-227
Acquisitions,0,0,2,0,0,0,0,0,0,0
Change in Investments,"-3,040","-4,128","-2,710","-4,719","-8,573","-10,325","-14,990","1,775",234,"-25,410"
Other Investing Activities,108,76,7,-,-,-,-,-,-,-
Investing Cash Flow,"-3,163","-4,197","-2,868","-4,898","-8,791","-10,579","-15,274","1,514",40,"-25,637"
Dividends Paid,-399,-467,-515,-514,-527,-552,-573,-576,-636,-703
Share Issuance / Repurchase,"-1,283","-1,559","-1,710","-1,901","-2,076","-2,059","-1,761",-338,"-2,251","-2,349"
Debt Issued / Paid,"2,525","1,990","2,017",773,823,796,"-1,714","-4,792",-896,-94
Other Financing Activities,"2,773","1,137","1,510","4,453","6,741","8,961","4,945","4,621","-4,533","19,208"
Financing Cash Flow,"3,616","1,101","1,302","2,811","4,961","7,146",897,"-1,085","-8,316","16,062"
Net Cash Flow,"3,970",730,"2,288","2,338","1,378","1,758","-8,181","6,625","-2,257","-2,435"
Free Cash Flow,"3,286","3,681","3,687","4,246","4,990","4,937","5,912","5,935","5,825","6,913"
Free Cash Flow Growth,13.39%,12.02%,0.16%,15.16%,17.52%,-1.06%,19.75%,0.39%,-1.85%,18.68%
Free Cash Flow Margin,46.04%,52.33%,51.02%,58.65%,68.19%,64.33%,71.85%,99.68%,49.08%,62.97%
Free Cash Flow Per Share,6.89,8.12,8.63,10.77,13.73,14.70,18.86,19.36,19.88,25.30
