,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"10,811","14,094","9,054","12,076","11,198","10,562","14,265","19,425","17,676","10,910","11,351"
Market Cap Growth,23.35%,30.37%,-35.76%,33.38%,-7.27%,-5.68%,35.06%,36.17%,-9.00%,-38.28%,-
Enterprise Value,"17,507","22,881","19,309","23,827","23,873","24,248","29,575","34,324","36,300","29,056","29,751"
PE Ratio,21.95,23.59,14.52,19.26,16.86,12.54,16.06,26.01,15.35,22.51,22.89
PS Ratio,0.86,0.99,0.60,0.76,0.65,0.58,0.70,1.02,0.55,0.37,0.43
PB Ratio,3.26,4.47,3.12,3.89,3.38,3.15,3.79,4.45,3.38,1.94,1.88
P/FCF Ratio,-11.77,-11.08,-21.02,-13.85,-29.68,-74.93,-25.09,38.46,-6.19,12.60,-14.79
P/OCF Ratio,-17.63,-14.56,-77.55,-26.52,-139.02,64.81,-60.29,29.09,-6.93,8.50,-44.15
EV/Sales Ratio,1.39,1.60,1.27,1.50,1.39,1.33,1.46,1.81,1.14,0.98,1.12
EV/EBITDA Ratio,18.82,20.63,16.31,19.35,18.16,17.69,20.26,26.53,19.52,28.42,28.69
EV/EBIT Ratio,21.14,23.02,18.45,22.42,21.05,20.40,23.77,32.64,22.88,38.37,38.11
EV/FCF Ratio,-19.06,-17.99,-44.82,-27.32,-63.28,-172.00,-52.02,67.96,-12.70,33.56,-41.63
Debt / Equity Ratio,2.29,2.89,3.66,3.91,3.96,4.22,4.21,3.56,3.68,3.37,3.22
Debt / EBITDA Ratio,8.15,8.21,8.99,9.88,9.98,10.34,10.86,12.00,10.36,18.52,18.80
Debt / FCF Ratio,-8.26,-7.16,-24.69,-13.95,-34.77,-100.54,-27.88,30.74,-6.74,21.87,-28.42
Quick Ratio,1.10,0.46,0.51,0.52,0.49,0.48,0.48,0.51,0.59,0.56,0.62
Current Ratio,3.02,2.60,2.46,2.60,2.61,2.45,2.39,2.42,3.20,2.60,2.45
Asset Turnover,1.13,1.13,1.07,1.02,1.00,1.00,1.00,0.91,1.29,1.13,0.99
Interest Coverage,26.86,40.61,28.78,18.84,16.03,15.68,14.99,12.20,16.86,6.29,6.40
Return on Equity (ROE),15.30%,18.30%,20.30%,20.60%,20.50%,24.70%,24.50%,18.60%,23.10%,8.80%,8.50%
Return on Assets (ROA),4.40%,4.70%,4.40%,4.00%,3.90%,4.60%,4.40%,3.60%,4.60%,1.80%,1.90%
Return on Capital (ROIC),4.69%,4.99%,4.83%,4.34%,4.30%,5.13%,4.83%,4.06%,4.88%,2.32%,2.28%
Earnings Yield,4.56%,4.24%,6.89%,5.19%,5.93%,7.98%,6.23%,3.85%,6.51%,4.44%,4.39%
FCF Yield,-8.50%,-9.03%,-4.76%,-7.22%,-3.37%,-1.33%,-3.99%,2.60%,-16.17%,7.94%,-6.04%
Buyback Yield / Dilution,1.83%,3.91%,6.01%,6.48%,4.03%,4.65%,5.15%,1.01%,-0.03%,3.27%,-0.17%
Total Shareholder Return,1.83%,3.91%,6.01%,6.48%,4.03%,4.65%,5.15%,1.01%,-0.03%,3.27%,-0.17%
