,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,742.49,857.68,782.92,816.81,788.06,760.39,840.35,776.24,784.17,863.44,843.36,837.92,822.48,866.19,858,919.57,881.5,885.49,695.89,729.18,777.14,607.39,631.46,732.68,872.09,717.75,744.55,844.74,912.67,987.43,957.7,"1,081",667.67,657.42,517.3,632.51,614.39,507.69,477.88,639.34
Short-Term Investments,0.5,0.56,0.64,0.67,0.71,0.79,0.82,0.68,0.45,0.44,0.41,0.36,0.38,0.37,5.49,7.06,0.29,4.28,0.27,0.21,0.23,0.24,0.24,0.22,0.29,0.28,0.43,0.47,0.48,0.52,0.5,0.53,0.36,0.34,0.33,0.19,0.18,0.17,0.14,0.17
Cash & Cash Equivalents,742.99,858.24,783.56,817.47,788.78,761.18,841.17,776.92,784.61,863.88,843.77,838.27,822.86,866.56,863.48,926.64,881.79,889.77,696.16,729.39,777.36,607.63,631.7,732.9,872.38,718.03,744.98,845.21,913.15,987.94,958.21,"1,081",668.03,657.77,517.64,632.7,614.57,507.85,478.01,639.51
Cash Growth,28.73%,31.74%,18.75%,15.50%,6.16%,-11.31%,7.35%,-4.96%,-0.53%,13.49%,0.31%,7.90%,4.87%,0.31%,2.34%,10.54%,7.16%,2.68%,-19.38%,-21.29%,-11.84%,-31.71%,-9.26%,0.48%,12.22%,18.17%,17.93%,15.32%,4.67%,37.59%,28.62%,27.94%,-26.84%,-33.42%,-45.98%,-41.49%,-8.00%,-22.79%,-7.65%,1.08%
Receivables,298.58,252.55,256.77,231.32,293.54,248.81,246.9,239.63,291.81,254.8,265.98,261.88,346.54,315.51,282.2,275.04,388.48,437.56,446.82,398.18,533.81,455.18,501.65,473.32,683.1,572.67,549.29,613.51,806.09,673.01,664.16,675.32,970.55,792.11,809.59,817.17,"1,050",876.22,936.22,902.99
Other Current Assets,26.03,21.47,24.33,26.23,0,19.3,22.29,28.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Current Assets,"1,068","1,132","1,065","1,075","1,082","1,029","1,110","1,045","1,076","1,119","1,110","1,100","1,169","1,182","1,146","1,202","1,270","1,327","1,143","1,128","1,311","1,063","1,133","1,206","1,555","1,291","1,294","1,459","1,719","1,661","1,622","1,757","1,639","1,450","1,327","1,450","1,664","1,384","1,414","1,542"
"Property, Plant & Equipment",78.67,83.35,92.05,97.11,64.64,62.5,60.66,58.59,61.92,60.15,58.1,55.63,54.68,54.51,53.93,57.16,57.1,55.81,56.5,57.9,61.66,163.29,172.8,174.46,189.31,203.3,206.03,206,234.23,218.84,217.2,210.73,208.8,214.95,206.9,201.26,209.98,208.02,200.29,191.62
Goodwill and Intangibles,"1,547","1,550","1,615","1,591","1,571","1,560","1,545","1,568","1,553","1,544","1,530","1,518","1,510","1,505","1,497","1,508","1,536","1,526","1,805","1,795","1,784","2,027","2,058","2,039","2,890","2,857","2,956","2,966","3,733","3,714","3,800","3,769","4,172","4,139","4,338","4,272","4,467","4,608","4,676","4,619"
Other Long-Term Assets,29.02,27.85,27.1,25.64,34.43,29.49,30.04,29.94,38.65,36.19,49.49,56.28,66.61,53.61,64.75,78.74,78.08,50.18,53.83,75.51,109.41,119.61,148.89,162.09,204.11,175.26,215.58,215.2,253.95,224.09,251.08,238.45,304.56,249.4,246.23,238.84,346.4,281.1,314.6,320.88
