,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"110,804","109,316","93,439","121,711","110,051","130,547","133,546","155,842","261,036","241,825"
Cash & Cash Equivalents,"110,804","109,316","93,439","121,711","110,051","130,547","133,546","155,842","261,036","241,825"
Cash Growth,-9.43%,-1.34%,-14.52%,30.26%,-9.58%,18.62%,2.30%,16.70%,67.50%,-7.36%
Receivables,"97,880","94,479","71,883","65,824","84,788","72,455","74,605","121,331","160,673","135,448"
Total Assets,"911,507","855,842","861,395","860,165","916,776","931,796","992,968","1,163,028","1,463,988","1,441,799"
Accounts Payable,"204,765","213,572","210,362","188,455","178,169","180,235","174,817","190,658","251,931","262,045"
Total Liabilities,"833,040","773,045","774,667","773,272","834,533","841,611","902,703","1,067,096","1,354,062","1,324,610"
Total Debt,"541,424","460,518","447,893","446,357","500,838","485,512","516,216","594,025","713,403","654,445"
Debt Growth,-2.59%,-14.94%,-2.74%,-0.34%,12.21%,-3.06%,6.32%,15.07%,20.10%,-8.26%
Common Stock,"7,030","4,556","4,060",-930,"-7,396","-10,608","-14,716","-15,581","-19,817","-19,173"
Retained Earnings,"71,961","78,984","83,386","89,039","91,519","100,100","106,465","112,947","131,811","139,372"
Comprehensive Income,-524,-743,-718,"-1,216","-1,880",693,"-1,484","-1,434","-2,068","-3,010"
Shareholders' Equity,"78,467","82,797","86,728","86,893","82,243","90,185","90,265","95,932","109,926","117,189"
Net Cash / Debt,"-430,620","-351,202","-354,454","-324,646","-390,787","-354,965","-382,670","-438,183","-452,367","-412,620"
Net Cash Per Share,-861.93,-742.19,-772.90,-746.14,-955.24,-909.70,-1019.09,-1216.16,-1271.41,-1152.25
Book Value Per Share,166.49,180.43,193.20,203.31,204.79,234.00,242.91,269.17,313.63,332.83
