,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"34,206","34,528","33,820","30,790","32,730","36,616","36,546","44,560","59,339","47,365"
Revenue Growth (YoY),0.13%,0.94%,-2.05%,-8.96%,6.30%,11.87%,-0.19%,21.93%,33.17%,-20.18%
Gross Profit,"34,206","34,528","33,820","30,790","32,730","36,616","36,546","44,560","59,339","47,365"
"Selling, General & Admin","22,469","22,171","25,042","18,225","18,624","20,919","21,878","25,775","28,275","26,822"
Other Operating Expenses,0,0,0,"2,261","2,974","3,216","4,085","6,306","4,020","7,057"
Operating Expenses,"22,469","22,171","25,042","20,486","21,598","24,135","25,963","32,081","32,295","33,879"
Operating Income,"11,737","12,357","8,778","10,304","11,132","12,481","10,583","12,479","27,044","13,486"
Pretax Income,"11,737","12,357","8,778","10,304","11,132","12,481","10,583","12,479","27,044","13,486"
Income Tax,"3,697","3,880","2,695","2,906","6,846","2,022","2,117","3,020","5,409","2,225"
Net Income,"8,040","8,477","6,083","7,398","4,286","10,459","8,466","9,459","21,635","11,261"
Preferred Dividends,314,400,515,311,601,599,569,544,484,497
Net Income Common,"7,726","8,077","5,568","7,087","3,685","9,860","7,897","8,915","21,151","10,764"
Net Income Growth,5.95%,4.54%,-31.06%,27.28%,-48.00%,167.57%,-19.91%,12.89%,137.25%,-49.11%
Shares Outstanding (Basic),471,459,449,427,402,385,372,356,351,352
Shares Outstanding (Diluted),500,473,459,435,409,390,376,360,356,358
Shares Change,-3.20%,-5.28%,-3.09%,-5.12%,-5.98%,-4.62%,-3.77%,-4.05%,-1.25%,0.65%
EPS (Basic),16.34,17.55,12.35,16.53,9.12,25.53,21.18,24.94,60.25,30.42
EPS (Diluted),15.46,17.07,12.14,16.29,9.01,25.27,21.03,24.74,59.45,30.06
EPS Growth,9.41%,10.41%,-28.88%,34.18%,-44.69%,180.47%,-16.78%,17.64%,140.30%,-49.44%
Free Cash Flow,"3,899","-8,580","7,876","4,010","-23,099","12,293","22,057","-21,874","5,564","7,666"
Free Cash Flow Per Share,8.27,-18.70,17.55,9.38,-57.52,31.90,59.36,-61.38,15.87,21.77
Dividend Per Share,2.050,2.250,2.550,2.600,2.900,3.150,4.150,5.000,6.500,9.000
Dividend Growth,15.82%,9.76%,13.33%,1.96%,11.54%,8.62%,31.75%,20.48%,30.00%,38.46%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,34.31%,35.79%,25.96%,33.47%,34.01%,34.09%,28.96%,28.00%,45.58%,28.47%
Profit Margin,22.59%,23.39%,16.46%,23.02%,11.26%,26.93%,21.61%,20.01%,35.64%,22.73%
Free Cash Flow Margin,11.40%,-24.85%,23.29%,13.02%,-70.57%,33.57%,60.35%,-49.09%,9.38%,16.18%
Effective Tax Rate,31.50%,31.40%,30.70%,28.20%,61.50%,16.20%,20.00%,24.20%,20.00%,16.50%
EBITDA,"13,059","13,694","9,769","11,302","12,284","13,809","12,287","14,381","29,059","15,941"
EBITDA Margin,38.18%,39.66%,28.89%,36.71%,37.53%,37.71%,33.62%,32.27%,48.97%,33.66%
Depreciation & Amortization,"1,322","1,337",991,998,"1,152","1,328","1,704","1,902","2,015","2,455"
EBIT,"11,737","12,357","8,778","10,304","11,132","12,481","10,583","12,479","27,044","13,486"
EBIT Margin,34.31%,35.79%,25.96%,33.47%,34.01%,34.09%,28.96%,28.00%,45.58%,28.47%
