,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"7,916","7,915","8,526","8,978","9,333","9,270","8,661","9,522","10,502","10,295","11,330","10,381","10,888","12,203","12,428","13,822","12,674","11,619","11,254","8,933","11,577","11,519","12,065","13,729","9,601","13,243","14,418","14,374","15,403","14,951","13,730","17,140","12,236","11,939","10,530","10,525","11,197","12,916","12,022","15,037","16,078"
Market Cap Growth,9.63%,13.80%,12.25%,10.45%,17.90%,17.12%,1.58%,6.06%,12.53%,11.05%,30.82%,9.02%,3.67%,18.53%,9.70%,33.15%,16.40%,-4.79%,-9.45%,-35.37%,-8.66%,-0.86%,7.21%,53.69%,-17.06%,14.97%,19.51%,4.70%,60.42%,12.89%,-4.77%,19.24%,-20.56%,-20.15%,-23.31%,-38.59%,-8.49%,8.18%,14.18%,42.86%,-
Enterprise Value,"10,132","9,920","10,393","10,717","11,482","11,188","10,551","11,213","12,428","12,200","13,103","12,187","13,004","14,151","14,296","15,605","15,292","14,207","13,658","11,360","14,327","14,196","14,569","15,967","11,767","15,083","16,027","15,992","17,683","17,294","15,991","19,345","15,155","15,138","13,670","13,479","14,300","15,813","14,734","17,609","18,650"
PE Ratio,25.62,21.39,10.61,10.49,11.03,11.42,22.79,26.82,26.26,23.14,24.21,21.06,20.86,22.81,22.47,25.93,23.30,19.63,18.15,12.17,16.51,15.78,17.85,14.68,7.12,9.94,9.73,11.74,19.55,28.32,29.03,41.80,22.29,13.83,12.23,12.47,13.72,16.12,14.45,16.56,18.20
PS Ratio,1.16,1.20,1.36,1.28,1.33,1.31,1.22,1.33,1.46,1.42,1.55,1.41,1.47,1.63,1.65,2.30,2.06,1.82,1.77,1.34,1.75,1.87,2.02,2.05,1.42,1.98,2.07,2.00,2.03,1.87,1.67,2.05,1.42,1.36,1.20,1.21,1.32,1.57,1.50,1.89,2.02
PB Ratio,14.09,11.54,7.43,9.72,12.14,-197.24,-54.47,-70.53,-83.35,-87.99,-115.61,-34.84,-40.63,-93.15,-78.17,-260.79,-176.02,-341.72,312.60,-80.47,-79.29,-126.58,-84.37,-58.42,-27.59,-97.38,102.26,73.71,-906.05,-97.08,-108.97,-95.75,-32.98,-16.09,-17.07,-21.93,-29.54,-67.27,-214.68,-119.34,-119.34
P/FCF Ratio,14.60,13.24,14.35,18.32,18.48,19.31,17.36,14.21,14.25,14.01,15.29,17.05,16.96,16.97,17.81,22.96,22.71,21.72,21.15,10.80,14.36,13.03,13.21,19.47,17.85,27.08,25.52,17.11,13.39,12.90,12.00,21.37,15.00,14.26,13.21,17.09,20.97,24.70,21.02,12.85,13.74
P/OCF Ratio,12.45,11.45,12.20,14.91,14.93,15.15,13.53,11.76,11.87,11.59,12.60,13.16,13.34,13.70,14.32,18.40,17.73,16.25,15.39,8.66,11.52,11.04,11.41,16.48,14.61,21.85,21.55,15.08,12.14,11.68,10.84,18.43,13.00,12.16,10.74,12.53,14.14,15.95,14.31,10.64,11.38
Debt / Equity Ratio,6.10,5.00,2.99,3.71,5.10,-72.87,-21.53,-25.24,-34.10,-25.61,-30.57,-10.06,-11.19,-23.54,-19.41,-58.21,-42.87,-87.41,82.58,-26.84,-21.00,-32.99,-20.83,-12.49,-8.43,-21.54,20.82,15.10,-183.41,-20.21,-24.72,-17.49,-9.16,-4.90,-5.84,-7.10,-9.53,-17.07,-58.43,-25.44,-25.44
Quick Ratio,1.41,1.11,1.15,1.13,1.37,1.64,1.63,1.07,1.22,1.35,1.51,1.44,1.42,1.40,1.37,1.42,1.03,1.03,1.07,0.92,0.85,0.90,0.87,1.09,1.27,1.11,1.49,1.27,1.23,1.19,1.16,1.08,0.93,0.76,0.81,0.85,0.91,1.00,1.09,1.02,1.02
Current Ratio,1.99,1.54,1.66,1.64,1.89,2.26,2.27,1.39,1.52,1.87,2.07,2.01,2.08,1.95,1.94,1.96,1.69,1.67,1.71,1.64,1.43,1.46,1.46,1.75,1.83,1.50,2.01,1.80,1.83,1.83,1.81,1.77,1.61,1.36,1.47,1.56,1.56,1.72,1.78,1.69,1.69
Interest Coverage,2.41,4.09,3.25,3.07,2.86,4.39,4.48,3.76,3.98,3.76,6.00,4.88,5.65,2.63,6.86,2.93,5.59,8.87,7.50,6.82,4.87,8.80,5.92,13.55,17.09,9.74,10.05,8.71,1.68,0.04,13.42,8.36,13.32,14.61,11.17,6.69,10.61,13.82,13.88,10.29,12.19
Return on Capital (ROIC),Upgrade,12.89%,13.77%,25.75%,28.31%,25.36%,34.16%,16.49%,15.35%,13.27%,21.58%,21.96%,25.15%,25.76%,24.98%,25.84%,23.15%,23.81%,24.74%,24.89%,28.99%,27.03%,27.38%,27.44%,30.79%,34.50%,31.50%,32.91%,32.19%,33.83%,41.85%,39.42%,37.47%,37.09%,33.94%,32.83%,33.08%,29.09%,30.42%,29.97%,33.49%
Dividend Yield,1.40%,1.80%,1.30%,1.30%,1.30%,1.00%,1.40%,1.30%,1.20%,1.20%,1.10%,1.20%,1.10%,1.00%,1.00%,0.90%,1.00%,1.10%,1.10%,1.50%,1.10%,1.20%,1.20%,1.00%,1.50%,1.00%,1.00%,1.00%,0.90%,1.10%,1.40%,1.20%,1.90%,2.00%,2.30%,2.40%,2.30%,2.00%,2.10%,1.70%,1.59%
Payout Ratio,35.70%,42.30%,0.00%,32.10%,50.00%,30.00%,27.30%,43.20%,28.80%,21.10%,23.20%,32.30%,23.30%,19.60%,20.80%,40.40%,21.90%,15.20%,17.80%,18.80%,30.80%,14.60%,27.30%,8.50%,7.00%,15.90%,12.90%,18.70%,41.20%,-167.90%,26.40%,42.70%,28.60%,23.50%,28.90%,54.90%,31.30%,24.40%,25.70%,33.90%,28.86%
Buyback Yield / Dilution,0.05%,0.09%,0.14%,0.20%,1.92%,2.51%,3.51%,5.55%,4.47%,4.27%,3.99%,2.43%,4.08%,4.02%,3.52%,4.19%,2.16%,2.78%,3.49%,2.88%,6.03%,5.46%,5.86%,6.36%,5.69%,10.15%,9.65%,8.53%,7.41%,3.78%,5.49%,6.72%,6.70%,7.03%,8.76%,7.60%,6.14%,4.60%,0.26%,0.46%,0.46%
Total Shareholder Return,1.45%,1.89%,1.44%,1.50%,3.22%,3.51%,4.91%,6.85%,5.67%,5.47%,5.09%,3.63%,5.18%,5.02%,4.52%,5.09%,3.16%,3.88%,4.59%,4.38%,7.13%,6.66%,7.06%,7.36%,7.19%,11.15%,10.65%,9.53%,8.31%,4.88%,6.89%,7.92%,8.60%,9.03%,11.06%,10.00%,8.44%,6.60%,2.36%,2.16%,2.04%
