,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,74,139,543,100,64,105,111,75,109,150,134,100,138,163,152,80,149,211,180,194,116,240,126,453,530,224,275,195,94,-36,220,132,233,278,218,115,205,263,249,191
Depreciation & Amortization,0,0,0,167,0,0,0,133,0,0,0,134,0,0,0,127,0,0,0,156,0,0,0,159,0,0,0,133,0,0,0,151,0,0,0,145,0,0,0,149
Share-Based Compensation,0,0,0,47,0,0,0,77,0,0,0,69,0,0,0,71,0,0,0,69,0,0,0,58,0,0,0,70,0,0,0,76,0,0,0,66,0,0,0,60
Other Operating Activities,47,85,-345,-255,80,106,115,-56,110,64,103,-184,108,126,62,-276,61,78,50,-116,67,87,118,-591,-523,52,32,-35,229,323,74,-333,101,50,74,-440,81,83,73,59
Operating Cash Flow,121,224,198,59,144,211,226,229,219,214,237,119,246,289,214,2,210,289,230,303,183,327,244,79,7,276,307,363,323,287,294,26,334,328,292,-114,286,346,322,459
Operating Cash Flow Growth,-6.92%,32.54%,4.21%,-62.18%,19.01%,-5.80%,14.14%,288.14%,52.08%,1.42%,4.87%,-48.03%,12.33%,35.05%,-9.70%,-98.32%,-14.63%,0%,7.48%,15050.00%,-12.86%,13.15%,6.09%,-73.93%,-96.17%,-15.60%,25.82%,359.49%,4514.29%,3.99%,-4.23%,-92.84%,3.41%,14.29%,-0.68%,-,-14.37%,5.49%,10.27%,-
Capital Expenditures,-21,-25,-24,-42,-29,-37,-33,-41,-37,-42,-38,-63,-31,-40,-36,-42,-39,-63,-55,-48,-33,-23,-40,-32,-24,-21,-27,-41,-30,-23,-29,-46,-27,-43,-67,-87,-61,-72,-48,-62
Acquisitions,-2,0,0,0,-26,-16,1,0,0,0,0,0,0,126,2,-89,-548,0,-1,0,0,0,2,720,829,12,3,-201,0,4,-56,0,0,0,0,0,0,0,-136,0
Change in Investments,17,87,-66,5,81,-4,-44,3,60,70,-44,-14,14,64,69,-28,13,98,1,1,0,1,0,0,1,0,1,1,1,167,2,1,0,0,0,1,0,0,0,2
Other Investing Activities,-,-16,-10,-3,-15,-14,-8,-7,-3,-3,-3,-7,-9,-,-2,-23,-,-5,-2,-3,-5,-3,-3,-2,1,1,-6,2,4,-1,4,-10,1,-5,-3,-,2,-6,-,-2
Investing Cash Flow,-6,46,-100,-40,11,-71,-84,-45,20,25,-85,-84,-26,150,33,-182,-574,30,-57,-50,-38,-25,-41,686,807,-8,-29,-239,-25,147,-79,-55,-26,-48,-70,-86,-59,-78,-184,-62
Dividends Paid,-27,-27,-32,-31,-32,-30,-32,-32,-32,-31,-32,-33,-32,-32,-32,-33,-33,-32,-33,-36,-35,-35,-35,-39,-37,-36,-35,-37,-36,-60,-58,-57,-67,-64,-64,-63,-65,-64,-64,-64
Share Issuance / Repurchase,-39,1,0,-119,-103,-104,-198,-49,-85,-82,-74,-217,-87,-47,-178,-19,-150,-115,-81,-294,-107,-169,-141,-452,-582,1,5,-125,-303,-446,-128,-144,-363,-550,0,0,-44,-14,-31,-226
Debt Issued / Paid,0,1,-3,0,497,-300,-1,1,887,"-1,340",0,1,0,-45,-1,-3,0,-115,0,0,86,-66,-23,-208,2,3,6,-3,-6,-1,0,-1,260,233,-102,-201,207,-334,-11,-67
Other Financing Activities,-,-34,-,13,-,-87,17,-68,-19,-36,-16,-,-14,-48,-2,-4,-32,-90,-5,-4,-16,-44,-5,-2,-22,-23,-3,-,-14,-43,-,-1,-17,-,-68,-,-20,-52,-6,1
Financing Cash Flow,-66,-59,-35,-137,362,-521,-214,-148,751,"-1,489",-122,-249,-133,-172,-213,-59,-215,-352,-119,-334,-72,-314,-204,-701,-639,-55,-27,-165,-359,-550,-186,-203,-187,-381,-234,-264,78,-464,-112,-356
Exchange Rate Effect,-1,-3,-23,-18,-26,20,-3,-6,6,-15,-1,-24,7,21,17,10,20,-12,0,-4,-2,4,8,4,-6,3,10,24,-13,4,-6,-5,-7,-11,-18,18,6,-3,-4,7
Net Cash Flow,-317,289,87,101,195,-281,-18,189,707,"-1,219",85,-51,-301,303,149,53,-824,14,185,-10,-243,9,155,217,70,322,237,0,-486,-71,85,72,-447,-39,24,-12,58,-130,180,74
Free Cash Flow,100,199,174,17,115,174,193,188,182,172,199,56,215,249,178,-40,171,226,175,255,150,304,204,47,-17,255,280,322,293,264,265,-20,307,285,225,-201,225,274,274,397
Free Cash Flow Growth,-3.85%,39.16%,-2.25%,-85.95%,15.00%,-12.56%,10.92%,1005.88%,58.26%,-1.15%,3.11%,-70.21%,18.13%,44.77%,-10.55%,-,-20.47%,-9.24%,-1.69%,-,-12.28%,34.51%,16.57%,-81.57%,-,-16.12%,37.25%,585.11%,-,3.53%,-5.36%,-,4.78%,7.95%,-15.09%,-,-26.71%,-3.86%,21.78%,-
Free Cash Flow Margin,5.09%,10.61%,9.49%,1.02%,6.93%,9.02%,10.49%,10.96%,10.58%,8.60%,10.60%,3.18%,12.09%,12.05%,9.15%,-17.78%,8.91%,9.84%,9.19%,27.99%,9.91%,16.53%,11.89%,2.87%,-1.08%,14.46%,14.12%,17.31%,14.87%,12.12%,12.02%,-0.99%,13.95%,12.12%,10.21%,-10.45%,11.37%,12.88%,13.85%,21.09%
Free Cash Flow Per Share,0.28,0.56,0.49,0.05,0.33,0.50,0.56,0.56,0.55,0.52,0.60,0.17,0.67,0.78,0.56,-0.13,0.55,0.73,0.57,0.83,0.51,1.04,0.70,0.16,-0.06,0.97,1.07,1.23,1.14,1.04,1.07,-0.08,1.28,1.21,1.00,-0.89,1.00,1.22,1.22,1.77
