,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"15,714","16,912","16,595","19,334","17,866","16,952","19,578","18,843","22,495","23,649","22,922","22,452","23,691","24,681","24,662","26,340","24,192","24,231","23,703","23,811","27,231","28,676","31,378","30,075","26,034","24,032","26,024","24,200","25,613","24,587","25,652","30,182","33,525","33,693","30,409","33,822","33,967","31,327","29,501","31,405","30,145"
Market Cap Growth,-12.08%,-0.98%,2.76%,19.41%,13.69%,0.24%,17.98%,-2.53%,25.91%,39.51%,17.08%,19.15%,5.32%,4.36%,7.59%,17.32%,2.12%,-1.82%,-3.89%,-9.60%,12.56%,18.35%,32.38%,26.31%,-4.39%,-16.20%,-17.06%,-19.53%,-1.62%,2.31%,-1.43%,24.72%,30.89%,37.04%,18.54%,12.06%,1.32%,-7.02%,-2.98%,-7.15%,-
Enterprise Value,"28,066","28,799","29,011","31,541","30,458","29,873","32,929","32,173","36,594","37,988","37,466","37,450","39,287","40,215","40,246","42,102","40,919","41,219","41,418","43,516","48,029","49,211","52,754","51,397","48,060","46,508","49,607","47,843","50,288","48,333","49,622","54,398","58,499","58,681","56,235","56,955","55,483","53,206","52,732","55,225","53,965"
PE Ratio,12.77,13.31,13.35,17.70,16.24,15.31,17.82,15.80,19.85,20.64,18.87,18.03,17.91,19.50,20.12,17.27,15.46,15.36,15.23,17.23,19.76,21.37,22.74,22.39,20.10,18.03,19.23,21.98,22.37,21.95,22.02,22.42,21.93,20.81,17.95,20.38,13.64,12.72,12.42,12.47,12.11
PS Ratio,1.21,1.30,1.28,1.50,1.40,1.34,1.55,1.50,1.86,1.95,1.90,1.86,1.95,2.06,2.09,2.19,1.99,1.98,1.92,1.93,2.18,2.29,2.50,2.39,2.12,1.96,2.13,1.98,2.02,1.90,1.94,2.21,2.38,2.32,2.02,2.16,2.12,2.02,1.94,2.14,2.06
PB Ratio,1.26,1.36,1.31,1.54,1.40,1.33,1.50,1.44,1.71,1.70,1.61,1.57,1.63,1.70,1.63,1.71,1.55,1.55,1.49,1.42,1.57,1.62,1.75,1.67,1.43,1.32,1.41,1.28,1.35,1.25,1.28,1.51,1.65,1.65,1.47,1.64,1.63,1.51,1.40,1.48,1.42
P/FCF Ratio,50.37,29.51,19.66,37.18,19.81,35.69,41.57,84.50,-409.00,-695.56,-31.88,-21.49,-21.64,-25.18,-81.66,-302.76,-54.98,-32.26,-22.45,-22.79,-39.58,-54.11,-52.82,-82.40,-51.97,-30.85,-25.14,-14.12,-13.16,-14.24,-25.70,-24.74,-37.50,-57.11,-29.58,-145.16,-35.49,-23.31,-15.91,-13.43,-13.43
P/OCF Ratio,5.49,5.74,5.41,6.83,5.64,5.54,5.97,5.75,6.94,6.91,6.71,6.49,7.00,7.25,7.36,7.82,7.90,8.55,8.65,8.84,9.03,8.98,10.27,9.60,8.45,8.66,10.24,11.01,12.34,10.20,10.09,11.04,11.49,10.22,8.36,8.60,9.56,9.97,11.81,14.57,13.98
Debt / Equity Ratio,1.00,1.02,0.99,1.03,1.00,1.07,1.03,1.09,1.07,1.09,1.03,1.11,1.08,1.13,1.04,1.08,1.11,1.14,1.13,1.24,1.22,1.21,1.20,1.25,1.29,1.31,1.29,1.33,1.30,1.26,1.21,1.27,1.24,1.29,1.26,1.18,1.07,1.15,1.13,1.18,1.18
Quick Ratio,0.65,0.70,0.55,0.67,0.64,0.61,0.43,0.56,0.40,0.62,0.51,0.67,0.55,0.56,0.46,0.55,0.46,0.49,0.41,0.49,0.40,0.46,0.35,0.51,0.56,0.51,0.36,0.55,0.43,0.68,0.58,0.75,0.59,0.63,0.48,0.38,0.77,0.76,0.59,0.74,0.74
Current Ratio,0.97,0.90,0.91,0.99,1.00,0.94,0.79,0.81,0.72,0.90,0.88,0.89,0.88,0.76,0.79,0.72,0.67,0.63,0.62,0.62,0.60,0.62,0.58,0.68,0.80,0.68,0.59,0.72,0.70,0.92,0.97,1.02,1.01,0.88,0.83,1.14,1.20,1.02,0.98,1.01,1.01
