,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"25,119","25,041","13,152","23,913","21,756","10,553","9,975","6,047","29,822","40,209","27,845"
Market Cap Growth,19.18%,-0.31%,-47.48%,81.82%,-9.02%,-51.49%,-5.48%,-39.38%,393.14%,34.83%,-
Enterprise Value,"31,075","34,823","23,874","32,108","25,978","12,593","12,669","8,354","34,285","45,452","33,536"
PE Ratio,-1255.96,15.58,-1.02,-22.64,24.23,3.44,-28.10,-2.26,10.60,6.69,7.42
PS Ratio,2.42,1.21,1.00,3.54,3.35,1.19,1.60,1.25,2.44,2.10,1.81
PB Ratio,1.23,1.16,1.87,2.89,2.35,1.15,1.72,2.10,3.22,3.60,2.39
P/FCF Ratio,-38.82,6.03,60.33,10.46,12.98,10.22,19.18,26.64,10.04,11.68,9.62
P/OCF Ratio,4.62,4.16,2.69,15.94,7.48,3.90,4.82,4.47,6.09,4.71,4.14
EV/Sales Ratio,2.99,1.69,1.82,4.75,4.00,1.42,2.04,1.73,2.81,2.37,2.18
EV/EBITDA Ratio,9.29,4.45,-1.64,23.03,11.63,2.47,9.30,-5.04,6.39,4.42,4.44
EV/EBIT Ratio,54.90,7.74,-1.28,-162.16,21.19,3.25,-93.85,-2.83,10.69,5.64,6.68
EV/FCF Ratio,-48.03,8.39,109.51,14.04,15.50,12.19,24.36,36.80,11.54,13.20,11.59
Debt / Equity Ratio,0.59,0.52,1.85,1.23,0.74,0.48,0.78,1.58,0.73,0.60,0.55
Debt / EBITDA Ratio,3.59,1.44,-0.89,7.28,3.07,0.87,3.33,-2.74,1.26,0.65,0.85
Debt / FCF Ratio,-18.58,2.71,59.78,4.44,4.10,4.31,8.73,20.02,2.27,1.94,2.23
Quick Ratio,1.14,0.58,1.04,1.27,1.10,1.45,1.39,1.97,1.24,1.04,0.78
Current Ratio,1.20,1.10,1.22,1.44,1.45,1.99,2.00,2.26,1.38,1.25,0.97
Asset Turnover,0.25,0.40,0.35,0.24,0.24,0.36,0.40,0.46,0.59,0.83,0.65
Interest Coverage,1.36,8.56,-35.82,-0.28,3.82,6.68,-0.54,-10.95,9.75,26.09,16.52
Return on Equity (ROE),-0.10%,7.50%,-99.40%,-16.60%,12.10%,35.00%,-5.20%,-82.10%,32.20%,58.10%,33.90%
Return on Assets (ROA),0.00%,3.10%,-34.40%,-3.80%,3.20%,12.50%,-2.30%,-25.70%,13.60%,26.10%,16.00%
Return on Capital (ROIC),-0.23%,5.79%,-96.30%,1.54%,2.22%,10.35%,1.40%,-38.42%,19.46%,34.70%,22.57%
Earnings Yield,-0.08%,6.42%,-98.05%,-4.42%,4.13%,29.03%,-3.56%,-44.32%,9.43%,14.96%,13.63%
FCF Yield,-2.58%,16.58%,1.66%,9.56%,7.70%,9.79%,5.21%,3.75%,9.96%,8.57%,10.39%
Dividend Yield,1.40%,1.50%,3.00%,0.90%,0.60%,1.30%,1.30%,4.30%,4.20%,8.40%,6.60%
Payout Ratio,-1433.30%,23.90%,-3.00%,-20.10%,14.00%,4.90%,-39.30%,-9.60%,44.30%,56.50%,48.98%
Buyback Yield / Dilution,-0.25%,-0.76%,-0.46%,-27.40%,-0.36%,10.90%,17.96%,0.42%,-76.99%,3.44%,2.26%
Total Shareholder Return,1.15%,0.74%,2.54%,-26.50%,0.24%,12.20%,19.26%,4.72%,-72.79%,11.84%,8.86%
