,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"2,149","2,148","3,195","6,011","11,186","10,679","13,453","20,352","17,744","20,123","26,085"
Market Cap Growth,45.23%,-0.07%,48.74%,88.13%,86.10%,-4.53%,25.98%,51.28%,-12.81%,13.41%,-
Enterprise Value,"1,474","1,353","2,162","4,532","9,332","8,543","10,993","17,174","14,979","22,188","28,398"
PE Ratio,5.94,-7.69,-384.83,89.31,64.46,31.99,33.26,34.56,42.45,-17.89,-18.86
PS Ratio,0.91,1.98,2.26,3.38,6.24,4.00,4.36,6.03,5.06,3.76,4.83
PB Ratio,2.68,3.82,5.50,5.99,7.51,5.23,5.30,6.11,4.66,2.23,3.07
P/FCF Ratio,3.21,13.15,14.26,15.54,25.90,13.75,21.28,24.13,178.51,-99.08,-134.24
P/OCF Ratio,3.07,10.09,12.23,14.74,22.67,12.66,19.62,22.31,68.78,18293.52,-653.28
EV/Sales Ratio,0.63,1.25,1.53,2.55,5.21,3.20,3.56,5.09,4.27,4.15,5.26
EV/EBITDA Ratio,2.14,-15.65,13.92,12.88,33.27,18.12,16.23,19.08,20.56,-29.35,-33.11
EV/EBIT Ratio,3.60,-5.62,-265.45,48.92,68.83,41.33,26.18,25.67,31.23,-18.55,-18.84
EV/FCF Ratio,2.20,8.29,9.65,11.72,21.60,11.00,17.39,20.36,150.69,-109.25,-145.59
Debt / Equity Ratio,0.57,0.84,0.86,0.25,0.01,-,0.07,0.06,0.07,0.39,0.41
Debt / EBITDA Ratio,0.66,-5.47,3.21,0.72,0.03,-,0.26,0.21,0.34,-4.61,-3.93
Debt / FCF Ratio,0.68,2.90,2.22,0.65,0.02,-,0.28,0.23,2.52,-17.17,-17.29
Quick Ratio,2.49,1.54,1.39,1.16,1.22,1.30,1.58,1.75,1.71,0.57,0.70
Current Ratio,2.95,1.84,1.68,1.30,1.40,1.45,1.71,1.89,1.84,0.65,0.82
Asset Turnover,1.19,0.56,0.57,0.61,0.50,0.68,0.65,0.58,0.54,0.32,0.35
Interest Coverage,12.21,-7.56,-0.27,5.91,-,-,-,-,33.77,-8.43,-13.97
Return on Equity (ROE),53.00%,-38.30%,-1.50%,9.20%,12.70%,17.00%,17.60%,19.60%,11.50%,-11.90%,-16.60%
Return on Assets (ROA),18.20%,-14.40%,-0.30%,2.30%,4.80%,8.50%,8.50%,10.20%,6.50%,-6.60%,-9.40%
Return on Capital (ROIC),31.79%,-24.95%,-1.00%,6.36%,11.50%,14.52%,13.81%,15.52%,10.48%,-9.30%,-13.13%
Earnings Yield,16.82%,-13.01%,-0.26%,1.12%,1.55%,3.13%,3.01%,2.89%,2.36%,-5.59%,-5.56%
FCF Yield,31.19%,7.60%,7.01%,6.43%,3.86%,7.27%,4.70%,4.14%,0.56%,-1.01%,-0.78%
Buyback Yield / Dilution,-6.95%,13.92%,-0.53%,-19.57%,-12.81%,1.08%,-0.23%,-1.55%,-0.21%,-46.14%,-1.34%
Total Shareholder Return,-6.95%,13.92%,-0.53%,-19.57%,-12.81%,1.08%,-0.23%,-1.55%,-0.21%,-46.14%,-1.34%
