,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,262.77,303.1,369.92,397.47,435.57,511.35,689.13,698.95,718.3,752.55
Revenue Growth (YoY),10.07%,15.35%,22.05%,7.45%,9.58%,17.40%,34.77%,1.43%,2.77%,4.77%
Cost of Revenue,75,83.86,96.79,102.75,109.12,131.08,156.89,170.92,182.1,283.94
Gross Profit,187.78,219.24,273.13,294.72,326.45,380.27,532.24,528.04,536.2,468.6
Selling & Marketing,5.77,6.15,8.93,9.76,12.11,11.56,7.94,9.06,9.98,11.05
General & Administrative,46.1,46.65,54.76,58.12,70.92,79.66,92.52,112.22,120.23,54.98
Other Operating Expenses,17.38,18.54,17.84,25.07,-0.61,38.17,57.05,69.52,79.11,0
Operating Expenses,69.24,71.34,81.53,92.95,113.86,129.39,157.51,190.8,209.32,66.03
Operating Income,118.54,147.9,191.6,201.77,212.58,250.88,374.73,337.24,326.88,315.02
Interest Income,0,0,0,0,0,0,0,0,5.04,22.43
Interest Expense,0,0,0,0,0,0,1.14,0.84,0.7,-1.98
Other Expense / Income,-,-,-,-,-5.5,-6.54,-0.77,2.47,-7.07,6.73
Pretax Income,118.54,147.9,191.6,201.77,218.09,257.42,374.36,333.92,338.29,332.7
Income Tax,43.73,51.86,65.43,53.68,45.23,52.52,74.98,76.04,88.06,74.65
Net Income,74.81,96.04,126.17,148.09,172.85,204.9,299.38,257.89,250.22,258.06
Net Income Growth,-1.59%,28.38%,31.38%,17.37%,16.72%,18.54%,46.11%,-13.86%,-2.97%,3.13%
Shares Outstanding (Basic),37,37,37,37,37,37,37,38,37,38
Shares Outstanding (Diluted),38,38,38,38,38,38,38,38,38,38
Shares Change,0.00%,-0.67%,0.27%,0.79%,-0.48%,0.27%,0.50%,-0.12%,-1.19%,0.03%
EPS (Basic),2.03,2.62,3.42,4.02,4.68,5.53,8.01,6.88,6.68,6.87
EPS (Diluted),1.97,2.55,3.34,3.89,4.57,5.40,7.85,6.77,6.65,6.85
EPS Growth,-1.99%,29.44%,30.98%,16.47%,17.48%,18.16%,45.37%,-13.76%,-1.77%,3.01%
Free Cash Flow,95.17,104.81,61.79,142.48,176.32,231.24,358.86,231.48,237.36,328.61
Free Cash Flow Per Share,2.51,2.78,1.64,3.75,4.66,6.09,9.41,6.08,6.31,8.73
Gross Margin,71.46%,72.33%,73.84%,74.15%,74.95%,74.37%,77.23%,75.55%,74.65%,62.27%
Operating Margin,45.11%,48.80%,51.80%,50.76%,48.81%,49.06%,54.38%,48.25%,45.51%,41.86%
Profit Margin,28.47%,31.69%,34.11%,37.26%,39.68%,40.07%,43.44%,36.90%,34.84%,34.29%
Free Cash Flow Margin,36.22%,34.58%,16.70%,35.85%,40.48%,45.22%,52.07%,33.12%,33.04%,43.67%
Effective Tax Rate,36.89%,35.07%,34.15%,26.60%,20.74%,20.40%,20.03%,22.77%,26.03%,22.44%
EBITDA,135.92,166.44,209.44,221.04,229.55,269.68,409.05,387.81,400.43,401.27
EBITDA Margin,51.72%,54.91%,56.62%,55.61%,52.70%,52.74%,59.36%,55.48%,55.75%,53.32%
Depreciation & Amortization,17.38,18.54,17.84,19.27,23.08,32.65,42.84,60.25,67.15,70.56
EBIT,118.54,147.9,191.6,201.77,206.47,237.02,366.21,327.57,333.28,330.72
EBIT Margin,45.11%,48.80%,51.80%,50.76%,47.40%,46.35%,53.14%,46.87%,46.40%,43.95%
