,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,132.69,168.92,199.73,168.24,167.01,246.32,270.12,460.86,506.74,430.75
Short-Term Investments,67.74,64.86,84.71,0,0,0,0,0,11.2,34
Cash & Cash Equivalents,200.43,233.79,284.43,168.24,167.01,246.32,270.12,460.86,506.74,430.75
Cash Growth,11.28%,16.64%,21.66%,-40.85%,-0.73%,47.49%,9.66%,70.61%,9.95%,-15.00%
Receivables,34.16,33.84,40.46,50.67,52.64,57.54,62.02,359.49,472.23,554.79
Inventory,-10.64,-6.69,-9.88,-11.62,-18.72,-22.47,0,0,0,-88.92
Other Current Assets,10.64,6.69,9.88,11.62,18.72,22.47,30.77,78.77,66.03,174.16
Total Current Assets,234.59,267.62,324.89,218.91,219.65,303.86,362.91,899.12,"1,056","1,105"
"Property, Plant & Equipment",32.7,32.19,30.9,31.1,38.55,63.01,153.19,161.13,167.02,166.36
Long-Term Investments,-106.35,-105.58,-104.27,194.4,239.52,240.11,230.48,28.11,36.08,83.79
Goodwill,59.71,59.71,59.71,59.71,59.71,59.71,146.86,147.39,154.79,154.79
Intangible Assets,8.98,6.71,4.43,3.73,3.35,2.96,60.99,95.35,116.38,98.07
Other Long-Term Assets,121.93,119.23,123.38,20.18,20.45,25.89,0.5,0.33,0,0
Total Long-Term Assets,116.99,112.26,114.15,309.13,361.58,391.68,592.02,432.31,474.27,503.01
Total Assets,351.58,379.88,439.04,528.04,581.23,695.54,954.93,"1,331","1,530","1,608"
Accounts Payable,14.69,11.96,12.26,15.15,14.24,29.37,19.29,40.11,71.22,55.26
Deferred Revenue,2.71,2.47,2.31,2.52,2.66,2.81,3.5,4.25,-88.43,0
Current Debt,0,0,0,0,0,0,97.99,93.61,88.43,82.68
Other Current Liabilities,0,5.94,4.46,7.58,13.06,16.43,-33.94,144.79,329.5,306.07
Total Current Liabilities,17.41,20.37,19.03,25.25,29.96,48.61,86.85,282.76,400.72,444.01
Long-Term Debt,0,0,0,0,0,0,97.99,93.61,88.43,82.68
Other Long-Term Liabilities,23.81,25.31,29.3,34.78,36.5,39.05,0,0,0,0
Total Long-Term Liabilities,23.81,25.31,29.3,34.78,36.5,39.05,97.99,93.61,88.43,82.68
Total Liabilities,41.22,45.68,48.33,60.03,66.46,87.66,184.84,376.37,489.14,526.68
Total Debt,0,0,0,0,0,0,97.99,93.61,88.43,82.68
Debt Growth,-,-,-,-,-,-,-,-4.47%,-5.54%,-6.50%
Common Stock,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Retained Earnings,51.04,101.81,168.01,255.14,353.58,463.25,591.09,799.37,956.97,"1,102"
Comprehensive Income,-4.08,-4.54,-5.23,-12.23,-10.23,-12.39,-10.27,-4.65,-13.33,-37.7
Shareholders' Equity,310.36,334.21,390.71,468.01,514.77,607.88,770.09,955.06,"1,041","1,081"
Total Liabilities and Equity,351.58,379.88,439.04,528.04,581.23,695.54,954.93,"1,331","1,530","1,608"
Net Cash / Debt,200.43,233.79,284.43,168.24,167.01,246.32,172.13,367.25,429.51,382.07
Net Cash / Debt Growth,11.28%,16.64%,21.66%,-40.85%,-0.73%,47.49%,-30.12%,113.35%,16.95%,-11.04%
Net Cash Per Share,5.29,6.21,7.54,4.42,4.41,6.49,4.51,9.64,11.41,10.15
Working Capital,217.19,247.26,305.86,193.67,189.69,255.25,276.06,616.36,655.47,660.76
Book Value Per Share,8.40,9.11,10.60,12.70,13.93,16.39,20.61,25.46,27.79,28.79
