,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"16,828","14,433","19,385","22,286","22,411","31,847","34,857","47,990","38,712","55,501","61,802"
Market Cap Growth,-5.17%,-14.23%,34.31%,14.96%,0.56%,42.10%,9.45%,37.68%,-19.33%,43.37%,-
Enterprise Value,"19,347","17,914","21,741","24,800","25,599","36,142","36,839","50,673","42,328","59,186","65,487"
PE Ratio,18.06,21.72,13.13,17.11,16.76,22.57,40.77,33.72,22.04,27.42,31.03
PS Ratio,1.31,1.09,1.44,1.57,1.82,2.44,2.80,3.40,2.42,3.14,3.50
PB Ratio,2.81,2.48,2.92,3.12,3.19,4.38,5.44,7.67,6.36,7.93,8.83
P/FCF Ratio,22.32,21.96,14.37,17.09,19.78,18.56,27.04,34.77,31.68,26.45,29.46
P/OCF Ratio,17.29,16.25,12.74,14.63,15.92,16.59,24.29,30.21,25.74,23.23,25.86
EV/Sales Ratio,1.50,1.35,1.61,1.75,2.07,2.76,2.96,3.58,2.65,3.35,3.70
EV/EBITDA Ratio,10.85,9.99,9.33,12.71,12.33,16.57,21.74,22.13,15.80,19.06,21.09
EV/EBIT Ratio,13.34,12.54,10.98,15.51,14.27,19.10,26.31,25.46,17.97,21.47,23.75
EV/FCF Ratio,25.66,27.25,16.12,19.02,22.60,21.06,28.58,36.71,34.64,28.21,31.21
Debt / Equity Ratio,0.71,0.73,0.61,0.57,0.58,0.77,0.82,0.77,0.79,0.68,0.68
Debt / EBITDA Ratio,2.37,2.35,1.75,2.08,1.97,2.56,3.11,2.11,1.80,1.54,1.54
Debt / FCF Ratio,5.60,6.42,3.02,3.12,3.61,3.25,4.09,3.51,3.96,2.28,2.28
Quick Ratio,1.04,0.79,1.10,0.83,0.83,0.66,1.27,0.97,0.70,0.67,0.67
Current Ratio,1.56,1.26,1.55,1.27,1.33,1.77,1.59,1.36,1.12,1.14,1.14
Asset Turnover,0.76,0.76,0.78,0.80,0.68,0.64,0.70,0.78,0.90,0.94,0.94
Interest Coverage,6.44,6.41,8.94,7.41,8.12,7.79,5.63,8.52,10.54,11.76,11.76
Return on Equity (ROE),14.90%,11.50%,23.10%,19.10%,19.00%,19.80%,14.00%,22.30%,29.70%,31.20%,31.20%
Return on Assets (ROA),5.50%,3.80%,8.50%,7.30%,7.30%,6.90%,4.80%,7.90%,9.90%,10.80%,10.80%
Return on Capital (ROIC),10.46%,8.20%,12.57%,14.00%,11.57%,10.94%,9.77%,14.78%,18.06%,19.09%,19.09%
Earnings Yield,5.54%,4.60%,7.62%,5.84%,5.97%,4.43%,2.45%,2.97%,4.54%,3.65%,3.27%
FCF Yield,4.48%,4.55%,6.96%,5.85%,5.05%,5.39%,3.70%,2.88%,3.16%,3.78%,3.39%
Dividend Yield,1.60%,2.10%,1.80%,1.90%,2.10%,1.60%,1.50%,1.20%,1.60%,1.20%,1.24%
Payout Ratio,29.10%,46.20%,23.90%,33.30%,36.20%,36.30%,59.60%,39.60%,35.50%,33.90%,38.31%
Buyback Yield / Dilution,7.85%,1.67%,1.04%,3.28%,1.69%,2.47%,-0.22%,1.08%,3.04%,1.19%,1.19%
Total Shareholder Return,9.45%,3.77%,2.84%,5.18%,3.79%,4.07%,1.28%,2.28%,4.64%,2.39%,2.43%
