,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"50,281","52,452","52,862","59,146","54,360","48,869","49,495","49,188","55,589","59,109","55,148","54,334","57,407","58,513","58,744","58,961","54,306","55,593","56,719","62,740","64,907","64,071","69,882","66,948","59,366","58,719","65,092","67,297","74,232","75,916","75,047","80,668","85,978","82,552","71,625","79,302","74,282","69,190","68,048",-,"70,839"
Market Cap Growth,-1.38%,11.15%,12.12%,21.40%,8.11%,-6.83%,-6.37%,-16.84%,2.26%,20.95%,11.42%,10.46%,3.27%,-1.01%,6.52%,8.52%,-5.40%,-4.99%,-3.45%,6.41%,19.52%,15.25%,23.21%,6.71%,-8.54%,-8.35%,-6.85%,0.52%,25.04%,29.29%,15.29%,19.87%,15.82%,8.74%,-4.56%,-1.69%,-13.60%,-16.19%,-4.99%,-,-
Enterprise Value,"90,372","92,904","92,576","99,644","95,302","89,240","90,747","91,533","98,604","103,018","99,145","104,324","109,085","111,218","111,775","113,045","109,835","111,333","113,269","120,237","125,229","126,070","131,342","129,330","123,751","124,439","130,306","131,114","139,623","142,546","140,492","148,538","155,535","153,356","145,091","154,936","150,850","147,632","147,162","80,204","151,043"
PE Ratio,-129.59,21.53,10.37,152.44,15.73,22.50,13.28,25.78,20.02,29.03,11.72,-59.84,20.04,21.32,15.39,20.97,21.90,27.80,13.11,33.80,18.03,19.25,13.02,24.83,15.82,-18.30,12.48,-267.05,18.71,24.81,13.35,27.03,25.08,22.75,12.59,24.15,23.10,-78.62,13.59,0,35.47
PS Ratio,1.99,2.07,2.11,2.41,2.27,2.07,2.09,2.10,2.42,2.58,2.37,2.39,2.51,2.55,2.60,2.50,2.27,2.31,2.34,2.56,2.64,2.59,2.79,2.67,2.39,2.41,2.69,2.82,3.08,3.11,3.05,3.21,3.30,3.06,2.56,2.76,2.57,2.40,2.36,-,2.44
PB Ratio,1.24,1.29,1.28,1.45,1.32,1.23,1.24,1.24,1.39,1.48,1.36,1.32,1.39,1.42,1.41,1.41,1.30,1.31,1.32,1.43,1.44,1.42,1.50,1.43,1.27,1.29,1.41,1.40,1.54,1.58,1.52,1.64,1.74,1.66,1.42,1.60,1.51,1.43,1.39,0,1.44
P/FCF Ratio,58.74,40.95,55.82,52.25,45.22,44.83,61.87,90.42,-617.65,-591.09,-586.68,-109.99,-52.05,-29.36,-28.09,-25.83,-38.30,-44.73,-43.10,-37.50,-29.46,-22.85,-19.75,-18.78,-20.38,-20.29,-28.93,-60.74,-70.63,759.16,-1103.63,-297.67,-60.34,-40.19,-41.07,-17.53,-13.65,-17.01,-9.95,-,-
P/OCF Ratio,7.88,7.87,8.58,9.02,8.25,7.35,7.23,7.22,8.33,8.57,7.87,7.91,8.44,9.11,9.25,9.48,8.19,8.25,7.90,8.61,9.03,9.11,10.07,9.36,7.23,6.89,7.65,7.21,8.38,8.08,8.01,8.66,10.37,10.32,8.47,12.69,12.53,12.32,11.99,-,8.80
Debt / Equity Ratio,1.02,1.04,1.01,1.04,1.07,1.04,1.07,1.09,1.10,1.12,1.24,1.23,1.28,1.28,1.28,1.30,1.34,1.32,1.32,1.32,1.35,1.38,1.33,1.34,1.40,1.45,1.42,1.34,1.36,1.39,1.34,1.38,1.42,1.43,1.47,1.54,1.56,1.63,1.62,1.64,1.64
Quick Ratio,0.58,3.07,3.30,2.38,2.33,2.41,2.25,1.99,2.06,2.27,2.34,2.18,0.29,0.21,0.27,0.25,0.24,0.24,0.24,0.24,0.26,0.23,0.26,0.23,0.27,0.19,0.20,0.21,0.18,0.21,0.26,0.25,0.30,0.26,0.28,0.26,0.26,-0.31,-0.28,0.08,0.08
Current Ratio,1.41,1.32,1.40,1.03,1.04,1.00,0.97,0.73,0.73,0.82,1.12,0.70,0.73,0.62,0.71,0.68,0.64,0.66,0.68,0.65,0.75,0.71,0.72,0.62,0.67,0.55,0.52,0.53,0.49,0.55,0.61,0.62,0.72,0.70,0.77,0.70,0.77,0.75,0.76,0.74,0.74
Asset Turnover,Upgrade,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04
Interest Coverage,0.14,2.70,4.00,2.41,3.61,3.09,4.20,2.41,2.61,2.29,4.20,1.99,2.93,2.85,3.40,2.47,2.44,1.89,3.05,1.60,2.53,2.39,3.37,2.03,2.70,2.12,3.48,0.14,2.71,2.04,2.90,1.80,2.18,2.33,3.26,2.36,2.33,1.97,2.73,2.34,2.34
Return on Equity (ROE),Upgrade,4.75%,5.40%,5.97%,4.61%,6.93%,7.02%,6.12%,7.09%,6.63%,6.55%,7.05%,5.24%,5.28%,5.69%,5.11%,7.33%,7.09%,6.53%,6.76%,6.08%,6.54%,7.25%,7.62%,8.00%,8.07%,4.73%,4.60%,2.87%,2.97%,6.23%,6.29%,7.93%,7.63%,7.87%,7.81%,8.10%,7.95%,5.77%,5.26%,5.89%
Return on Assets (ROA),Upgrade,1.70%,1.91%,2.07%,1.56%,2.33%,2.34%,2.01%,2.32%,2.17%,2.13%,2.20%,1.62%,1.62%,1.74%,1.56%,2.22%,2.14%,1.98%,2.03%,1.83%,1.95%,2.14%,2.27%,2.36%,2.37%,1.34%,1.31%,0.85%,0.88%,1.81%,1.86%,2.30%,2.20%,2.27%,2.23%,2.25%,2.19%,1.55%,1.42%,1.64%
