,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"97,551","100,634","85,685","100,041","102,675","83,800","100,417","145,565","186,292","150,357","126,434"
Market Cap Growth,38.69%,3.16%,-14.86%,16.76%,2.63%,-18.38%,19.83%,44.96%,27.98%,-19.29%,-
Enterprise Value,"103,178","108,130","95,293","111,549","122,895","101,501","122,843","167,003","201,227","166,283","144,596"
PE Ratio,22.31,33.19,17.69,29.24,20.93,17.49,22.62,108.39,14.45,13.02,15.02
PS Ratio,1.76,1.73,1.47,1.62,1.54,1.17,1.36,1.72,1.92,1.50,1.36
PB Ratio,15.07,47.00,34.69,247.02,103.30,27.74,30.74,221.56,13.07,7.60,6.60
P/FCF Ratio,18.26,29.16,16.88,27.82,-27.57,12.96,44.45,28.84,17.23,16.11,22.74
P/OCF Ratio,13.36,17.57,11.53,15.46,69.42,6.59,11.62,13.92,12.41,10.66,11.33
EV/Sales Ratio,1.86,1.86,1.63,1.81,1.85,1.41,1.66,1.97,2.07,1.66,1.55
EV/EBITDA Ratio,11.57,15.64,9.76,14.44,12.45,11.49,14.18,31.85,9.94,8.88,9.56
EV/EBIT Ratio,14.63,21.67,12.40,20.27,16.19,15.32,19.48,65.62,11.64,10.71,12.32
EV/FCF Ratio,19.31,31.33,18.77,31.02,-33.00,15.70,54.38,33.09,18.61,17.81,26.01
Debt / Equity Ratio,1.68,5.03,5.80,39.69,24.44,7.53,8.62,42.24,1.79,1.19,1.33
Debt / EBITDA Ratio,1.22,1.56,1.47,2.08,2.46,2.57,3.25,5.29,1.26,1.26,1.68
Debt / FCF Ratio,2.03,3.12,2.82,4.47,-6.52,3.52,12.47,5.50,2.36,2.52,4.58
Quick Ratio,1.65,1.15,1.11,1.05,1.00,0.99,0.99,1.00,1.32,1.11,1.06
Current Ratio,1.88,1.30,1.24,1.18,1.22,1.15,1.11,1.19,1.42,1.23,1.22
Asset Turnover,1.49,1.63,1.54,1.58,1.61,1.54,1.37,1.37,1.48,1.43,1.31
Interest Coverage,18.56,14.14,22.53,14.44,16.75,10.95,9.66,3.63,24.91,22.06,15.44
Return on Equity (ROE),98.50%,61.90%,236.90%,166.30%,458.20%,195.70%,106.40%,38.60%,116.50%,67.50%,43.30%
Return on Assets (ROA),11.80%,8.50%,12.80%,8.80%,11.90%,10.30%,8.20%,2.20%,19.60%,16.40%,12.10%
Return on Capital (ROIC),26.56%,25.14%,30.11%,31.17%,20.47%,21.71%,19.49%,19.70%,25.01%,23.55%,17.23%
Earnings Yield,4.48%,3.01%,5.65%,3.42%,4.78%,5.72%,4.42%,0.92%,6.92%,7.68%,6.77%
FCF Yield,5.48%,3.43%,5.93%,3.59%,-3.63%,7.71%,2.25%,3.47%,5.80%,6.21%,4.40%
Dividend Yield,2.40%,2.40%,3.00%,2.70%,2.80%,3.70%,3.30%,2.40%,1.90%,3.50%,4.39%
Payout Ratio,53.30%,81.00%,54.30%,80.40%,59.00%,65.80%,74.70%,260.60%,27.70%,45.90%,65.99%
Buyback Yield / Dilution,2.69%,2.49%,1.64%,1.99%,1.25%,0.29%,0.16%,-0.77%,-0.55%,0.49%,1.64%
Total Shareholder Return,5.09%,4.89%,4.64%,4.69%,4.05%,3.99%,3.46%,1.63%,1.35%,3.99%,6.03%
